name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at
Midtown Smile Center,"
999 Peachtree St NE #700, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 678-904-8095,https://midtownsmilecenter.com/,4.7,891,Dentist,Show open hours for the week,https://www.google.com/maps/place/Midtown+Smile+Center/data=!4m7!3m6!1s0x88f5044280eca06f:0xb8ad53f8c28e752e!8m2!3d33.7810876!4d-84.38375!16s%2Fg%2F11r96_d7b!19sChIJb6DsgEIE9YgRLnWOwvhTrbg?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:37:35.623185
Midtown Dental: Esthetic Restorative Implant Dentistry,"
999 Peachtree St NE #715, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 678-679-9590,http://www.smilemidtown.com/,4.9,262,Dentist,Show open hours for the week,https://www.google.com/maps/place/Midtown+Dental:+Esthetic+Restorative+Implant+Dentistry/data=!4m7!3m6!1s0x88f5044286505293:0xe69fdd5276187a14!8m2!3d33.7811016!4d-84.3837163!16s%2Fg%2F1v9gw9cm!19sChIJk1JQhkIE9YgRFHoYdlLdn-Y?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:37:46.099762
Tend Dental Midtown Atlanta,"
1197 Peachtree St NE Suite 110, Atlanta, GA 30361, United States",Core Atlanta,Atlanta,+1 470-228-6778,https://www.hellotend.com/site/studios/midtown-atlanta?utm_source=gmb&utm_medium=organic&utm_campaign=midtownatl+7003&utm_content=web,4.3,468,Dentist,Show open hours for the week,https://www.google.com/maps/place/Tend+Dental+Midtown+Atlanta/data=!4m7!3m6!1s0x88f5054b3b5bf4f9:0x1f8864613452faf1!8m2!3d33.7879648!4d-84.3828049!16s%2Fg%2F11t5hsxh5t!19sChIJ-fRbO0sF9YgR8fpSNGFkiB8?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:37:59.406777
Drescher & Cohen - Midtown Atlanta Dentist,"
1201 Peachtree St NE #1515, Atlanta, GA 30361, United States",Core Atlanta,Atlanta,+1 404-882-1796,https://www.midtownatlantadentists.com/,5.0,972,Dentist,Show open hours for the week,https://www.google.com/maps/place/Drescher+%26+Cohen+-+Midtown+Atlanta+Dentist/data=!4m7!3m6!1s0x88f50444f48959d7:0xf6f454e3685f08ae!8m2!3d33.7876898!4d-84.382969!16s%2Fg%2F1hhhkwljj!19sChIJ11mJ9EQE9YgRrghfaONU9PY?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:38:04.727918
MINT dentistry | Midtown Atlanta,"
1010 W Peachtree St NW C-2, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 678-884-1772,http://midtown.mintdentistry.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb,4.2,335,Dentist,Show open hours for the week,https://www.google.com/maps/place/MINT+dentistry+%7C+Midtown+Atlanta/data=!4m7!3m6!1s0x88f505f914d38155:0x9021c9733c66e46e!8m2!3d33.7819059!4d-84.3885318!16s%2Fg%2F11sfpvltfg!19sChIJVYHTFPkF9YgRbuRmPHPJIZA?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:38:15.760940
Sage Dental of Midtown Atlanta,"
1080 Peachtree St NE #2, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 404-476-5540,https://mysagedental.com/midtown-atlanta/?utm_source=Google&utm_medium=Business_Listing,3.8,643,Dentist,Show open hours for the week,https://www.google.com/maps/place/Sage+Dental+of+Midtown+Atlanta/data=!4m7!3m6!1s0x88f5047ac30fe0c3:0xde8e2221f639e7a!8m2!3d33.7839725!4d-84.384184!16s%2Fg%2F1261q1lg8!19sChIJw-APw3oE9YgRep5jHyLi6A0?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:38:39.728119
Dentique,"
1545 Peachtree St NE #100, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 404-874-8744,http://www.dentiqueatl.com/,5.0,412,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dentique/data=!4m7!3m6!1s0x88f505f25372fe23:0x4b4f0531bf056ec!8m2!3d33.7972753!4d-84.3882181!16s%2Fg%2F11ghxp2h8k!19sChIJI_5yU_IF9YgR7FbwG1PwtAQ?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:38:48.004670
Great Expressions Dental Centers - Midtown,"
782 Peachtree St NE, Atlanta, GA 30308, United States",Core Atlanta,Atlanta,+1 404-382-8247,https://www.greatexpressions.com/dental-offices/dentist-in-atlanta-georgia-tenth-street/,4.1,1325,Dentist,Show open hours for the week,https://www.google.com/maps/place/Great+Expressions+Dental+Centers+-+Midtown/data=!4m7!3m6!1s0x88f5045d9a7b2ff7:0xe5a91b49da5df3d5!8m2!3d33.7760356!4d-84.3847636!16s%2Fg%2F1tf0rg5v!19sChIJ9y97ml0E9YgR1fNd2kkbqeU?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:38:52.481772
Intown Smile Studio,"
950 W Peachtree St NW #245, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 470-202-4845,https://intownsmilestudio.com/,4.9,183,Dentist,Show open hours for the week,https://www.google.com/maps/place/Intown+Smile+Studio/data=!4m7!3m6!1s0x88f504678fcbb87f:0x7c5319b7822ef78d!8m2!3d33.7802867!4d-84.3876193!16s%2Fg%2F11c47qgq87!19sChIJf7jLj2cE9YgRjfcugrcZU3w?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:39:03.869161
Gentle Dental Care,"
900 Peachtree St NE Suite 100A, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 678-321-1888,https://www.atlgentledental.com/?utm_source=gmb_auth,4.8,832,Dentist,Show open hours for the week,https://www.google.com/maps/place/Gentle+Dental+Care/data=!4m7!3m6!1s0x88f5046840217d83:0x7518cbf9c6c45386!8m2!3d33.7793033!4d-84.3845154!16s%2Fg%2F1hc14k866!19sChIJg30hQGgE9YgRhlPExvnLGHU?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:39:12.270840
Arts District Dental,"
1355 Peachtree St NE Ste 1225, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 404-348-0852,http://artsdistrictdentalga.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,4.9,560,Dentist,Show open hours for the week,https://www.google.com/maps/place/Arts+District+Dental/data=!4m7!3m6!1s0x88f50445542285eb:0xb5a223be587246c1!8m2!3d33.791651!4d-84.385657!16s%2Fg%2F12628vspn!19sChIJ64UiVEUE9YgRwUZyWL4jorU?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:39:22.213786
Perimeter Dental Midtown,"
77 12th St NE, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 770-525-7712,https://perimeterdentalga.com/locations/midtown/,5.0,222,Dentist,Show open hours for the week,https://www.google.com/maps/place/Perimeter+Dental+Midtown/data=!4m7!3m6!1s0x88f50592f4960c75:0x629ad39c43112ce!8m2!3d33.7842608!4d-84.3853691!16s%2Fg%2F11scnvnp54!19sChIJdQyW9JIF9YgRzhIxxDmtKQY?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:39:36.157597
Promenade Dental Care,"
1230 Peachtree St NE #2475, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 404-607-6960,http://www.promenadedental.com/,4.7,82,Dentist,Show open hours for the week,https://www.google.com/maps/place/Promenade+Dental+Care/data=!4m7!3m6!1s0x88f50444c68de853:0xb305f53a364e7d48!8m2!3d33.7878601!4d-84.3850678!16s%2Fg%2F1tmcn1_d!19sChIJU-iNxkQE9YgRSH1ONjr1BbM?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:39:40.803460
DentFirst Dental Care West Midtown,"
530 17th St NW #340, Atlanta, GA 30318, United States",Core Atlanta,Atlanta,+1 404-975-1735,https://www.dentfirst.com/locations/west-midtown/,4.7,400,Dentist,Show open hours for the week,https://www.google.com/maps/place/DentFirst+Dental+Care+West+Midtown/data=!4m7!3m6!1s0x88f505b0a727a949:0x46ff7d261a0529da!8m2!3d33.7911238!4d-84.4066379!16s%2Fg%2F11h3gpy8ft!19sChIJSaknp7AF9YgR2ikFGiZ9_0Y?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:39:56.594079
Dental Esthetics Studio,"
855 Juniper St NE, Atlanta, GA 30308, United States",Core Atlanta,Atlanta,+1 678-661-5299,http://www.dentalestheticsstudio.com/,4.9,467,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Esthetics+Studio/data=!4m7!3m6!1s0x88f505174f514677:0x3cb6a722ec12cf44!8m2!3d33.7780667!4d-84.382662!16s%2Fg%2F11sfwntqms!19sChIJd0ZRTxcF9YgRRM8S7CKntjw?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:39:59.640203
Upper West Midtown Dentistry,"
2324 Marietta Rd NW, Atlanta, GA 30318, United States",Core Atlanta,Atlanta,+1 770-562-7570,https://www.upperwestmidtowndentistry.com/?utm_campaign=gmb,4.9,159,Dentist,Show open hours for the week,https://www.google.com/maps/place/Upper+West+Midtown+Dentistry/data=!4m7!3m6!1s0x88f51b7ef5d90759:0x568e6466f6fc0a9!8m2!3d33.8187008!4d-84.4623074!16s%2Fg%2F11v5xcbyxp!19sChIJWQfZ9X4b9YgRqcBvb0bmaAU?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:40:11.248382
"Michael A. Crossley, DDS at Dentistry for Midtown Atlanta","
1401 Peachtree St NE Suite 100, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 470-795-7537,https://www.dentistryformidtown.com/,5.0,24,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Michael+A.+Crossley,+DDS+at+Dentistry+for+Midtown+Atlanta/data=!4m7!3m6!1s0x88f5050237b71db3:0x65a26117662eca63!8m2!3d33.7931043!4d-84.3862996!16s%2Fg%2F11p01dd357!19sChIJsx23NwIF9YgRY8ouZhdhomU?authuser=0&hl=en&rclk=1",dentist Midtown Atlanta GA,2026-02-27T16:40:20.613566
Feather Touch Dental Care,"
1175 Peachtree St NE bldg 100 suite 1204, Atlanta, GA 30361, United States",Core Atlanta,Atlanta,+1 404-892-2097,https://www.atlantadentistmidtown.com/,5.0,1392,Dentist,Show open hours for the week,https://www.google.com/maps/place/Feather+Touch+Dental+Care/data=!4m7!3m6!1s0x88f5044464d75749:0xe0a3f2f13bbfd6ed!8m2!3d33.7869491!4d-84.3827431!16s%2Fg%2F1tctyd33!19sChIJSVfXZEQE9YgR7da_O_Hyo-A?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:40:32.335091
Ponce Dental Studio - Atlanta,"
892 Ponce De Leon Ave NE Suite 101, Atlanta, GA 30306, United States",Core Atlanta,Atlanta,+1 404-476-6589,https://www.poncedentalstudio.com/,4.9,1206,Dentist,Show open hours for the week,https://www.google.com/maps/place/Ponce+Dental+Studio+-+Atlanta/data=!4m7!3m6!1s0x88f50574070ee6f3:0x8d343c84c5943a1d!8m2!3d33.7743012!4d-84.3581468!16s%2Fg%2F11kqkrgzr6!19sChIJ8-YOB3QF9YgRHTqUxYQ8NI0?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:40:35.979259
Colony Square Dental Associates,"
1175 Peachtree St NE Suite 1210, Atlanta, GA 30361, United States",Core Atlanta,Atlanta,+1 404-540-9393,https://www.dentistmidtownatlanta.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,4.9,151,Dentist,Show open hours for the week,https://www.google.com/maps/place/Colony+Square+Dental+Associates/data=!4m7!3m6!1s0x88f5044464b96555:0x91b67f8e7e64b4cb!8m2!3d33.7869269!4d-84.382704!16s%2Fg%2F1tdw49nc!19sChIJVWW5ZEQE9YgRy7Rkfo5_tpE?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:40:43.935769
19th Street Dental,"
232 19th St NW #7200, Atlanta, GA 30363, United States",Core Atlanta,Atlanta,+1 404-567-8900,https://www.19thstreetdental.com/?utm_campaign=gmb,4.9,563,Dentist,Show open hours for the week,https://www.google.com/maps/place/19th+Street+Dental/data=!4m7!3m6!1s0x88f50457e67b75a1:0xc93a8b5b6e6865e8!8m2!3d33.793186!4d-84.3955146!16s%2Fg%2F1tf0rg65!19sChIJoXV75lcE9YgR6GVobluLOsk?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:40:49.940752
Pure Dental Health,"
2285 Peachtree Rd #203, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 404-842-7200,https://puredentalhealth.com/?utm_campaign=gmb,4.5,1792,Dentist,Show open hours for the week,https://www.google.com/maps/place/Pure+Dental+Health/data=!4m7!3m6!1s0x88f5058555555555:0x29391feedbb7a50d!8m2!3d33.8163657!4d-84.3898689!16s%2Fg%2F1txy359j!19sChIJVVVVVYUF9YgRDaW32-4fOSk?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:41:00.263076
Tend Dental Ponce City Market,"
650 North Avenue NE Suite #S205-B, Atlanta, GA 30308, United States",Core Atlanta,Atlanta,+1 470-201-5582,https://www.hellotend.com/site/studios/ponce-city-market?utm_source=gmb&utm_medium=organic&utm_campaign=poncecity+7001&utm_content=web,4.2,688,Dentist,Show open hours for the week,https://www.google.com/maps/place/Tend+Dental+Ponce+City+Market/data=!4m7!3m6!1s0x88f505d8083d8cc1:0x2574d991e398395a!8m2!3d33.7713254!4d-84.3667528!16s%2Fg%2F11sfrn81d6!19sChIJwYw9CNgF9YgRWjmY45HZdCU?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:41:16.647033
Atlanta Dentistry By Design,"
1800 Peachtree Rd #200, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 404-355-2001,https://www.atlantadentistrybydesign.com/?utm_source=google&utm_medium=google_business_profile&utm_campaign=website_click,4.9,742,Dentist,Show open hours for the week,https://www.google.com/maps/place/Atlanta+Dentistry+By+Design/data=!4m7!3m6!1s0x88f505aa35ff1d1d:0x3bd24ce7bc4cf495!8m2!3d33.8035985!4d-84.3939958!16s%2Fg%2F1trch7zy!19sChIJHR3_NaoF9YgRlfRMvOdM0js?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:41:28.989199
Comfort Dental Atlanta,"
587 Virginia Ave NE Ground Floor Suite 5, Atlanta, GA 30306, United States",Core Atlanta,Atlanta,+1 404-389-0700,https://comfortdentalatlanta.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.3,290,Dentist,Show open hours for the week,https://www.google.com/maps/place/Comfort+Dental+Atlanta/data=!4m7!3m6!1s0x88f5051350711251:0x19ecb5c7f970ffe4!8m2!3d33.78064!4d-84.3682754!16s%2Fg%2F11j3shrz46!19sChIJURJxUBMF9YgR5P9w-ce17Bk?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:41:34.292570
Endodontics of Atlanta - Midtown,"
1375 Peachtree St NE, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 470-260-4700,http://www.endoatl.com/,4.9,147,Endodontist,Show open hours for the week,https://www.google.com/maps/place/Endodontics+of+Atlanta+-+Midtown/data=!4m7!3m6!1s0x88f5050e2d90cba5:0x82543822955305a0!8m2!3d33.7924852!4d-84.3855383!16s%2Fg%2F11mb2_3c0b!19sChIJpcuQLQ4F9YgRoAVTlSI4VII?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:41:48.503362
MidCity Dentistry,"
845 Spring St NW # B1, Atlanta, GA 30308, United States",Core Atlanta,Atlanta,+1 404-685-3100,https://www.midcitydentistry.net/,4.9,42,Dentist,Show open hours for the week,https://www.google.com/maps/place/MidCity+Dentistry/data=!4m7!3m6!1s0x88f50466ffaa31ff:0x57966ccd2cf38745!8m2!3d33.7777839!4d-84.3883427!16s%2Fg%2F1tf_p456!19sChIJ_zGq_2YE9YgRRYfzLM1sllc?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:41:53.943219
Reve Orthodontics - Midtown Atlanta,"
931 Monroe Dr NE UNIT 201, Atlanta, GA 30308, United States",Core Atlanta,Atlanta,+1 770-972-6000,https://www.reveorthodontics.com/,4.8,305,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Reve+Orthodontics+-+Midtown+Atlanta/data=!4m7!3m6!1s0x88f50416286df033:0x3bfa8959abc11507!8m2!3d33.7793823!4d-84.3674077!16s%2Fg%2F1thvtjrk!19sChIJM_BtKBYE9YgRBxXBq1mJ-js?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:42:00.314293
Dunson Dental Design,"
1100 Peachtree St NE Suite 680, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 404-998-5032,https://www.dunsondental.com/,4.8,161,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dunson+Dental+Design/data=!4m7!3m6!1s0x88f50443759ae383:0xb8e0eda6c188b729!8m2!3d33.784707!4d-84.3835136!16s%2Fg%2F1wfvnh2r!19sChIJg-OadUME9YgRKbeIwabt4Lg?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:42:09.491656
Emergency Dentist Atlanta,"
275 14th St NW #100, Atlanta, GA 30318, United States",Core Atlanta,Atlanta,+1 770-334-9080,https://emergencydentistatlanta.com/,4.9,510,Emergency dental service,,https://www.google.com/maps/place/Emergency+Dentist+Atlanta/data=!4m7!3m6!1s0x88f505ab77348e33:0x30046a709dc639a2!8m2!3d33.7866182!4d-84.3960568!16s%2Fg%2F11wc54nt_h!19sChIJM440d6sF9YgRojnGnXBqBDA?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:42:22.502053
MouthPeace Dental,"
1000 Marietta St NW Suite 126, Atlanta, GA 30318, United States",Core Atlanta,Atlanta,+1 404-549-5570,http://mouthpeacedental.com/,4.5,196,Dentist,Show open hours for the week,https://www.google.com/maps/place/MouthPeace+Dental/data=!4m7!3m6!1s0x88f4fc4a1a140fad:0x4946a9f6df3af1e1!8m2!3d33.7781618!4d-84.4101164!16s%2Fg%2F1tctshwx!19sChIJrQ8UGkr89IgR4fE63_apRkk?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:42:33.663842
Atlanta Dental Spa - Highlands,"
664 N Highland Ave NE, Atlanta, GA 30306, United States",Core Atlanta,Atlanta,+1 404-418-7445,https://www.atlantadentalspa.com/,5.0,626,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Atlanta+Dental+Spa+-+Highlands/data=!4m7!3m6!1s0x88f506a738854e2d:0x30389d70d9758d6d!8m2!3d33.7726937!4d-84.3528392!16s%2Fg%2F11fzjhbw8m!19sChIJLU6FOKcG9YgRbY112XCdODA?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:42:44.745828
Tech Dentistry,"
740 Ferst Dr NW STE 207, Atlanta, GA 30332, United States",Core Atlanta,Atlanta,+1 404-733-2022,https://techdentistry.com/contact-us?y_source=1_MTE1OTM1OTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.6,934,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Tech+Dentistry/data=!4m7!3m6!1s0x88f5048ea1588a3f:0x1a9a1c14be8b8451!8m2!3d33.774833!4d-84.4031221!16s%2Fg%2F11h0hgqrk!19sChIJP4pYoY4E9YgRUYSLvhQcmho?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:42:58.961495
The Ben Massell Dental Clinic,"
700 14th St NW, Atlanta, GA 30318, United States",Core Atlanta,Atlanta,+1 404-881-1858,https://www.benmasselldentalclinic.org/,4.4,172,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/The+Ben+Massell+Dental+Clinic/data=!4m7!3m6!1s0x88f504ec4f664b1b:0xc4879250ef2333f9!8m2!3d33.7855624!4d-84.4099466!16s%2Fg%2F1tdml9rj!19sChIJG0tmT-wE9YgR-TMj71CSh8Q?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:43:06.738818
Eaglin Dental Group Midtown,"
197 14th St NW UNIT 101, Atlanta, GA 30318, United States",Core Atlanta,Atlanta,+1 678-336-8702,http://www.eaglindental.com/?utm_campaign=gmb,4.3,93,Dentist,Show open hours for the week,https://www.google.com/maps/place/Eaglin+Dental+Group+Midtown/data=!4m7!3m6!1s0x88f4fb89b424b709:0xa41d6541e2075169!8m2!3d33.7867954!4d-84.3936674!16s%2Fg%2F1w6667pl!19sChIJCbcktIn79IgRaVEH4kFlHaQ?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:43:15.979525
Legacy Dental - Carolyn A. Krieger DMD and Megan Davidson DMD,"
181 14th St NE #100, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 404-874-1955,http://legacydentalatlanta.com/,5.0,101,Dentist,Show open hours for the week,https://www.google.com/maps/place/Legacy+Dental+-+Carolyn+A.+Krieger+DMD+and+Megan+Davidson+DMD/data=!4m7!3m6!1s0x88f50442a071ac99:0x4a3ce57667e1dff8!8m2!3d33.7862667!4d-84.3813833!16s%2Fg%2F1hc248lj7!19sChIJmaxxoEIE9YgR-N_hZ3blPEo?authuser=0&hl=en&rclk=1,dentist Midtown Atlanta GA,2026-02-27T16:43:23.016427
