name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments
Brighter Way Dental Center,"
1300 W Harrison St, Phoenix, AZ 85007, United States",Central Phoenix,Phoenix,+1 602-362-0744,https://www.brighterwaydentalcenter.org/,4.4,304,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Brighter+Way+Dental+Center/data=!4m7!3m6!1s0x872b122968afa1ad:0xdd7fcd8f5402abf1!8m2!3d33.4441915!4d-112.0893852!16s%2Fg%2F11c584yh0t!19sChIJraGvaCkSK4cR8asCVI_Nf90?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:39:46.416353,https://www.facebook.com/brighterwaydental,https://www.instagram.com/brighterwaydental,,304,14,,9,no,Large team (14 doctors)
Central Valley Dentistry & Implants,"
6232 N 7th St UNIT 201, Phoenix, AZ 85014, United States",Central Phoenix,Phoenix,+1 602-246-0385,https://www.centralvalleydentistry.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb,4.9,982,Dental implants provider,Show open hours for the week,https://www.google.com/maps/place/Central+Valley+Dentistry+%26+Implants/data=!4m7!3m6!1s0x872b12b37bded0c5:0x548c758696f5db3!8m2!3d33.5285592!4d-112.0652236!16s%2Fg%2F1tzvx0gm!19sChIJxdDee7MSK4cRs11vaVjHSAU?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:39:51.683885,https://www.facebook.com/centralvalleydentistry,https://www.instagram.com/centralvalleydentistry,,982,13,,9,no,Large team (13 doctors)
Bruce A. Spigner DDS,"
926 E McDowell Rd UNIT 120, Phoenix, AZ 85006, United States",Central Phoenix,Phoenix,+1 602-253-0994,http://www.drspigner.com/,5.0,436,Dentist,Show open hours for the week,https://www.google.com/maps/place/Bruce+A.+Spigner+DDS/data=!4m7!3m6!1s0x872b1212ecf684b9:0xe916102ca49e3d54!8m2!3d33.46623!4d-112.0615159!16s%2Fg%2F1thzv7_5!19sChIJuYT27BISK4cRVD2epCwQFuk?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:39:57.280176,,,,436,,,2,no,No social media; No SSL; Thin content
McDowell Road Family Dentistry,"
1010 E McDowell Rd Ste LL3, Phoenix, AZ 85006, United States",Central Phoenix,Phoenix,+1 602-256-0605,http://www.1010mrd.com/,4.8,86,Dentist,Show open hours for the week,https://www.google.com/maps/place/McDowell+Road+Family+Dentistry/data=!4m7!3m6!1s0x872b12129acf15d3:0x1aa2149d50d42090!8m2!3d33.465908!4d-112.0598991!16s%2Fg%2F1td2bt5l!19sChIJ0xXPmhISK4cRkCDUUJ0Uoho?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:40:07.904639,https://www.facebook.com/pages/Peter-Arvanitis-DDS-PC/222466244446482,,,86,13,,8,yes,Has online booking; Large team (13 doctors); Facebook only; No SSL; Has online booking
Phoenix Dental Design,"
1440 E Missouri Ave #125, Phoenix, AZ 85014, United States",Central Phoenix,Phoenix,+1 602-956-2241,https://phoenixdentaldesign.com/,5.0,381,Dentist,Show open hours for the week,https://www.google.com/maps/place/Phoenix+Dental+Design/data=!4m7!3m6!1s0x872b12a0d8a41f0f:0x10b7363df218fd35!8m2!3d33.516871!4d-112.050067!16s%2Fg%2F1tv3p4b4!19sChIJDx-k2KASK4cRNf0Y8j02txA?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:40:13.297538,https://www.facebook.com/PhoenixDentalDesign,https://www.instagram.com/phxdentaldesign,,381,10,,9,yes,Has online booking; Large team (10 doctors)
Wisdom Teeth Guys,"
125 W McDowell Rd Ste A, Phoenix, AZ 85003, United States",Central Phoenix,Phoenix,+1 602-780-1860,http://wisdomteethguys.com/,4.8,280,Oral surgeon,Show open hours for the week,https://www.google.com/maps/place/Wisdom+Teeth+Guys/data=!4m7!3m6!1s0x872b130d12e9866f:0x523146d865db84dc!8m2!3d33.4655296!4d-112.0770221!16s%2Fg%2F11mvvb7wn_!19sChIJb4bpEg0TK4cR3ITbZdhGMVI?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:40:23.639380,https://www.facebook.com/tr,,,280,2,,6,no,Facebook only; No SSL
Highland Dental Studio Phoenix,"
740 E Highland Ave # 200, Phoenix, AZ 85014, United States",Central Phoenix,Phoenix,+1 602-858-3028,https://www.highlanddentalstudioaz.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,4.7,319,Dentist,Show open hours for the week,https://www.google.com/maps/place/Highland+Dental+Studio+Phoenix/data=!4m7!3m6!1s0x872b1296ef490127:0x64f97d54e389e41a!8m2!3d33.506046!4d-112.063316!16s%2Fg%2F1tf2y7zk!19sChIJJwFJ75YSK4cRGuSJ41R9-WQ?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:40:30.358437,https://www.facebook.com/p/Highland-Dental-Studio-100084389664254,,,319,7,,10,yes,Has online booking; Large team (7 doctors); Facebook only; Has online booking
Western Dental & Orthodontics,"
530 E McDowell Rd, Phoenix, AZ 85004, United States",Central Phoenix,Phoenix,+1 602-281-9540,https://www.westerndental.com/en-us/find-a-location/arizona/phoenix/530-e-mcdowell-rd?utm_source=GMB&utm_medium=organic,3.8,485,Dentist,Show open hours for the week,https://www.google.com/maps/place/Western+Dental+%26+Orthodontics/data=!4m7!3m6!1s0x872b1214a6d94e25:0x91814e0539f5af34!8m2!3d33.4663898!4d-112.0656616!16s%2Fg%2F1tkl3slg!19sChIJJU7ZphQSK4cRNK_1OQVOgZE?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:40:42.109106,https://www.facebook.com/WesternDental,https://www.instagram.com/westerndental,,485,,,9,no,
Gentle Dental,"
805n N 2nd Ave, Phoenix, AZ 85003, United States",Central Phoenix,Phoenix,,,5.0,1,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Gentle+Dental/data=!4m7!3m6!1s0x872b13002692154f:0xdceeee9f8a103b18!8m2!3d33.4572431!4d-112.0760468!16s%2Fg%2F11vwdlzl1z!19sChIJTxWSJgATK4cRGDsQip_u7tw?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:40:54.729163,,,,1,,,0,,No website
1800 Dentist Phoenix,"
314 N 5th Ave, Phoenix, AZ 85003, United States",Central Phoenix,Phoenix,,,,,Emergency dental service,,https://www.google.com/maps/place/1800+Dentist+Phoenix/data=!4m7!3m6!1s0x872b130060db70d1:0xd0264a47c8294377!8m2!3d33.4520796!4d-112.0804917!16s%2Fg%2F11y19gyl8m!19sChIJ0XDbYAATK4cRd0MpyEdKJtA?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:41:01.455867,,,,,,,0,,No website
Priority Emergency Dental Care,"
200 E Van Buren St, Phoenix, AZ 85004, United States",Central Phoenix,Phoenix,+1 602-497-1819,https://www.priorityemergencydental.care/locations/phoenix-arizona/,5.0,,Emergency dental service,,https://www.google.com/maps/place/Priority+Emergency+Dental+Care/data=!4m7!3m6!1s0x872b13007205c4bd:0x6cac51426ee09fbb!8m2!3d33.451533!4d-112.0714891!16s%2Fg%2F11wv4q585_!19sChIJvcQFcgATK4cRu5_gbkJRrGw?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:41:15.494606,https://www.facebook.com/PriorityEmergencyDentalCare,https://www.instagram.com/priorityemergencydentalcare,,,3,,9,yes,Has online booking; Has online booking
Affordable Dentist Brooklyn,"
28 N Central Ave, Phoenix, AZ 85003, United States",Central Phoenix,Phoenix,,,4.4,,Dental clinic,,https://www.google.com/maps/place/Affordable+Dentist+Brooklyn/data=!4m7!3m6!1s0x872b13000bb096c9:0x26fbc24f08b6a72b!8m2!3d33.44888!4d-112.07419!16s%2Fg%2F11y3jhc_xs!19sChIJyZawCwATK4cRK6e2CE_C-yY?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:41:22.142469,,,,,,,0,,No website
Valleywise Community Health Center - McDowell,"
1101 N Central Ave #204, Phoenix, AZ 85004, United States",Central Phoenix,Phoenix,+1 602-344-6550,https://valleywisehealth.org/locations/community-health-center-mcdowell/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.3,253,Community health center,Show open hours for the week,https://www.google.com/maps/place/Valleywise+Community+Health+Center+-+McDowell/data=!4m7!3m6!1s0x872b120d03ee1f97:0x16e4d7efdcfb303f!8m2!3d33.4604848!4d-112.0734396!16s%2Fg%2F1tdq6gwz!19sChIJlx_uAw0SK4cRPzD73O_X5BY?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:41:36.370290,,,,253,,,3,no,No social media; No mobile viewport; Thin content
Clínica St. Vicente de Paul,"
420 W Watkins St, Phoenix, AZ 85007, United States",Central Phoenix,Phoenix,+1 602-261-6825,,4.9,13,Community health center,,https://www.google.com/maps/place/Cl%C3%ADnica+St.+Vicente+de+Paul/data=!4m7!3m6!1s0x872b11ec592549af:0xb31355fe306f7b82!8m2!3d33.4261482!4d-112.0791683!16s%2Fg%2F11svvgtc8r!19sChIJr0klWewRK4cRgntvMP5VE7M?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:41:42.591794,,,,13,,,0,,No website
Gentle Dentist Brooklyn,"
330 N 3rd Ave, Phoenix, AZ 85003, United States",Central Phoenix,Phoenix,,,5.0,,Dental clinic,,https://www.google.com/maps/place/Gentle+Dentist+Brooklyn/data=!4m7!3m6!1s0x872b130067197265:0x1b23749225e2aac1!8m2!3d33.452488!4d-112.078107!16s%2Fg%2F11vwfh2mw_!19sChIJZXIZZwATK4cRwariJZJ0Ixs?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:41:48.185503,,,,,,,0,,No website
Dr. Larsen,"
10 W Adams St, Phoenix, AZ 85003, United States",Central Phoenix,Phoenix,,,3.5,,Dentist,,https://www.google.com/maps/place/Dr.+Larsen/data=!4m7!3m6!1s0x872b1351a69660b1:0x1e6a3cedc02ff1a6!8m2!3d33.4494896!4d-112.0741504!16s%2Fg%2F11vkbtvvcj!19sChIJsWCWplETK4cRpvEvwO08ah4?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:41:52.756273,,,,,,,0,,No website
GOLDSTEIN FAMILY DENTAL,"
2 N Central Ave #1601, Phoenix, AZ 85004, United States",Central Phoenix,Phoenix,+1 602-492-6759,http://goldsteinfd.com/,4.9,,Dentist,Show open hours for the week,https://www.google.com/maps/place/GOLDSTEIN+FAMILY+DENTAL/data=!4m7!3m6!1s0x872b132831b1730d:0x902d42865713400d!8m2!3d33.4485258!4d-112.0742004!16s%2Fg%2F11kqfnkdff!19sChIJDXOxMSgTK4cRDUATV4ZCLZA?authuser=0&hl=en&rclk=1,dentist Downtown Phoenix AZ,2026-02-27T16:42:02.515338,,,,,,,0,no,Could not read website content
Biltmore Commons Dental Care,"
1277 E Missouri Ave #217, Phoenix, AZ 85014, United States",Central Phoenix,Phoenix,+1 602-249-2227,https://www.biltmorecommonsdental.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.9,1504,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Biltmore+Commons+Dental+Care/data=!4m7!3m6!1s0x872b12a3ee1c57e9:0x5444ad0550bb983b!8m2!3d33.5162063!4d-112.0545557!16s%2Fg%2F1w0sdb3x!19sChIJ6Vcc7qMSK4cRO5i7UAWtRFQ?authuser=0&hl=en&rclk=1,dentist Midtown Phoenix AZ,2026-02-27T16:43:34.119628,https://www.facebook.com/biltmorecommonsdentalcare,https://www.instagram.com/biltmore_smiles,,1504,3,,9,no,
Sweet Tooth Dental,"
213 E Monterey Way, Phoenix, AZ 85012, United States",Central Phoenix,Phoenix,+1 602-641-5380,https://sweettoothphoenix.com/?&utm_campaign=gmb,4.7,391,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Sweet+Tooth+Dental/data=!4m7!3m6!1s0x872b126065fdea25:0x2940ad2eeb03b915!8m2!3d33.4851455!4d-112.0704803!16s%2Fg%2F1q5bng8g9!19sChIJJer9ZWASK4cRFbkD6y6tQCk?authuser=0&hl=en&rclk=1,dentist Midtown Phoenix AZ,2026-02-27T16:44:20.875942,https://www.facebook.com/sharer.php,https://www.instagram.com/sweettoothphoenix,,391,3,,10,yes,Has online booking; Has online booking
North Central Family Dentistry,"
5225 N Central Ave #102, Phoenix, AZ 85012, United States",Central Phoenix,Phoenix,+1 602-242-2576,https://www.ncfdentistry.com/,4.9,713,Dentist,Show open hours for the week,https://www.google.com/maps/place/North+Central+Family+Dentistry/data=!4m7!3m6!1s0x872b12c73ba12a2b:0x38deff0125041bd3!8m2!3d33.5139553!4d-112.0733571!16s%2Fg%2F1v6qj2c3!19sChIJKyqhO8cSK4cR0xsEJQH_3jg?authuser=0&hl=en&rclk=1,dentist Midtown Phoenix AZ,2026-02-27T16:44:28.882758,https://www.facebook.com/phxdentistry,,,713,17,,10,yes,Has online booking; Large team (17 doctors); Facebook only; Has online booking
Hall Dental,"
500 W Thomas Rd # 450, Phoenix, AZ 85013, United States",Central Phoenix,Phoenix,+1 602-277-1400,https://www.halldentalaz.com/,4.9,654,Dentist,Show open hours for the week,https://www.google.com/maps/place/Hall+Dental/data=!4m7!3m6!1s0x872b1259789f4245:0xd902bbc8a0fa11d7!8m2!3d33.4816863!4d-112.0808557!16s%2Fg%2F1thcn71k!19sChIJRUKfeFkSK4cR1xH6oMi7Atk?authuser=0&hl=en&rclk=1,dentist Midtown Phoenix AZ,2026-02-27T16:44:44.283306,https://www.facebook.com/halldentalaz,https://www.instagram.com/halldentalaz,,654,2,,10,yes,Has online booking; Has online booking
Risas Dental and Braces - Phoenix Central,"
4501 N 7th St, Phoenix, AZ 85014, United States",Central Phoenix,Phoenix,+1 602-845-5730,https://risasdental.com/locations/az/phoenix/4501-n-7th-st/,4.7,809,Dentist,Show open hours for the week,https://www.google.com/maps/place/Risas+Dental+and+Braces+-+Phoenix+Central/data=!4m7!3m6!1s0x872b129170192655:0xcdc1124e834a0b96!8m2!3d33.5021237!4d-112.0647019!16s%2Fg%2F11b8t9l2j_!19sChIJVSYZcJESK4cRlgtKg04Swc0?authuser=0&hl=en&rclk=1,dentist Midtown Phoenix AZ,2026-02-27T16:44:51.225258,https://www.facebook.com/RisasDental,https://www.instagram.com/risasdental,,809,3,,10,yes,Has online booking; Has online booking
Uptown Smiles Dentistry,"
1515 E Missouri Ave STE 103, Phoenix, AZ 85014, United States",Central Phoenix,Phoenix,+1 602-279-2981,http://uptownsmilesaz.com/,5.0,328,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Uptown+Smiles+Dentistry/data=!4m7!3m6!1s0x872b137508bbcb15:0x83455aca875442cf!8m2!3d33.515982!4d-112.048773!16s%2Fg%2F11f5ths6hn!19sChIJFcu7CHUTK4cRz0JUh8paRYM?authuser=0&hl=en&rclk=1,dentist Midtown Phoenix AZ,2026-02-27T16:45:15.618548,,,,328,16,,6,no,Large team (16 doctors); No social media; No SSL
Dr. Ivette Jorge Dental Care,"
3030 N 3rd St Suite 900, Phoenix, AZ 85012, United States",Central Phoenix,Phoenix,+1 602-274-8181,http://ivettejorgedental.com/,5.0,112,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Dr.+Ivette+Jorge+Dental+Care/data=!4m7!3m6!1s0x872b130283fd8039:0x42859a295bbd1970!8m2!3d33.4834257!4d-112.0700841!16s%2Fg%2F11lgygs_ft!19sChIJOYD9gwITK4cRcBm9WymahUI?authuser=0&hl=en&rclk=1,dentist Midtown Phoenix AZ,2026-02-27T16:45:23.920802,https://www.facebook.com/IvetteJorgeDental,,,112,16,,8,no,Large team (16 doctors); Facebook only; No SSL
24th Street Dental Biltmore,"
4020 N 24th St #120, Phoenix, AZ 85016, United States",Central Phoenix,Phoenix,+1 602-468-1135,https://www.24streetdentalphoenix.com/,4.9,776,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/24th+Street+Dental+Biltmore/data=!4m7!3m6!1s0x872b0dc46bf1488b:0x766423956ae93978!8m2!3d33.4937453!4d-112.0305646!16s%2Fg%2F1tg5ckrn!19sChIJi0jxa8QNK4cReDnpapUjZHY?authuser=0&hl=en&rclk=1,dentist Midtown Phoenix AZ,2026-02-27T16:45:44.847114,https://www.facebook.com/24streetdentalbiltmore,https://www.instagram.com/24streetdentalbiltmore,,776,4,,10,yes,Has online booking; Has online booking
Biltmore Dental Center,"
4202 N 32nd St suite b, Phoenix, AZ 85018, United States",Central Phoenix,Phoenix,+1 602-954-8200,https://www.biltmoredentalcenter.com/,4.9,1256,Dentist,Show open hours for the week,https://www.google.com/maps/place/Biltmore+Dental+Center/data=!4m7!3m6!1s0x872b0da7f2449cd9:0x2f200dc4c80fe15f!8m2!3d33.4972795!4d-112.0135603!16s%2Fg%2F1tfzbnck!19sChIJ2ZxE8qcNK4cRX-EPyMQNIC8?authuser=0&hl=en&rclk=1,dentist Midtown Phoenix AZ,2026-02-27T16:46:09.823506,https://www.facebook.com/BiltmoreDentalCenter/reviews,https://www.instagram.com/biltmoredentalcenter,,1256,,,10,yes,Has online booking; Has online booking
Artistic Dental at the biltmore,"
2333 E Campbell Ave, Phoenix, AZ 85016, United States",Central Phoenix,Phoenix,+1 602-840-5400,https://artisticd.com/,4.9,920,Dentist,Show open hours for the week,https://www.google.com/maps/place/Artistic+Dental+at+the+biltmore/data=!4m7!3m6!1s0x872b0d716e0343c1:0xb71bb6c5016ee277!8m2!3d33.5018857!4d-112.0308879!16s%2Fg%2F1tjfh9fm!19sChIJwUMDbnENK4cRd-JuAcW2G7c?authuser=0&hl=en&rclk=1,dentist Midtown Phoenix AZ,2026-02-27T16:46:27.493110,http://www.facebook.com/JohnDoughertyDDS,https://www.instagram.com/artisticdphx,,920,6,,9,no,Large team (6 doctors)
