name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments
"Michael P. Banks, DDS","
811 S 7th St, Las Vegas, NV 89101, United States",Central Las Vegas,Las Vegas,+1 702-477-0844,,4.1,33,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Michael+P.+Banks,+DDS/data=!4m7!3m6!1s0x80c8c382d0e4db33:0x4ac2f32e34d19606!8m2!3d36.159445!4d-115.1436979!16s%2Fg%2F1tvq4dj8!19sChIJM9vk0ILDyIARBpbRNC7zwko?authuser=0&hl=en&rclk=1",dentist Downtown Las Vegas NV,2026-03-02T13:28:01.790557,,,,33,,,0,,No website
Gentle Dental Charleston,"
3016 W Charleston Blvd #145, Las Vegas, NV 89102, United States",Central Las Vegas,Las Vegas,+1 702-707-2139,https://gentledental.interdent.com/locations/nv/las-vegas-charleston/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=GDCHARLESTON&y_source=1_MTA5NjAyNjY0MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.7,590,Dentist,Show open hours for the week,https://www.google.com/maps/place/Gentle+Dental+Charleston/data=!4m7!3m6!1s0x80c8c3e72f2d50a3:0xadcb95a1a197365c!8m2!3d36.1595316!4d-115.1823513!16s%2Fg%2F1tlz_gbk!19sChIJo1AtL-fDyIARXDaXoaGVy60?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:28:06.879786,http://www.facebook.com/1800Gentle1,https://www.instagram.com/gentledentalofficial,,590,10,,9,no,Large team (10 doctors)
Gentle Dentistry of Las Vegas LLC,"
501 S Rancho Dr STE G48, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-474-2454,https://www.gentledentistryoflv.com/,4.8,85,Dentist,Show open hours for the week,https://www.google.com/maps/place/Gentle+Dentistry+of+Las+Vegas+LLC/data=!4m7!3m6!1s0x80c8c3c23671b2d9:0x419b4d3409a6c63b!8m2!3d36.1648098!4d-115.1720821!16s%2Fg%2F1tmbwd90!19sChIJ2bJxNsLDyIARO8amCTRNm0E?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:28:16.664621,,,,85,,,0,no,Website timeout
Smiles Today Dental Las Vegas,"
1580 E Desert Inn Rd, Las Vegas, NV 89169, United States",Central Las Vegas,Las Vegas,+1 702-766-9932,https://smilestodaydental.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,4.4,1198,Dentist,Show open hours for the week,https://www.google.com/maps/place/Smiles+Today+Dental+Las+Vegas/data=!4m7!3m6!1s0x80c8cffd71a22c95:0x163e15b369b4408!8m2!3d36.130055!4d-115.1310433!16s%2Fg%2F11gzgdhfg!19sChIJlSyicf3PyIARCESbNlvhYwE?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:28:23.213131,https://www.facebook.com/tr,https://www.instagram.com/smilestodaydental,,1198,7,,10,yes,Has online booking; Large team (7 doctors); Has online booking
All On X Dental Implants,"
801 S 7th St, Las Vegas, NV 89101, United States",Central Las Vegas,Las Vegas,+1 702-778-4250,https://allonxdentalimplants.com/,4.5,19,Dental implants periodontist,Show open hours for the week,https://www.google.com/maps/place/All+On+X+Dental+Implants/data=!4m7!3m6!1s0x80c8c0e69dff69db:0xf4846273b714add!8m2!3d36.1598098!4d-115.1436667!16s%2Fg%2F1q65x_l93!19sChIJ22n_nebAyIAR3UpxOydGSA8?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:28:27.227448,,,,19,,,0,no,Website timeout
NLV Dental Group,"
235 N Eastern Ave Suite 107, Las Vegas, NV 89101, United States",Central Las Vegas,Las Vegas,+1 702-452-5751,http://www.nlvdental.com/,4.3,24,Dentist,Show open hours for the week,https://www.google.com/maps/place/NLV+Dental+Group/data=!4m7!3m6!1s0x80c8c332dcca7617:0x8eeae4e09f325e79!8m2!3d36.1655739!4d-115.1169315!16s%2Fg%2F11k5xbdqvf!19sChIJF3bK3DLDyIAReV4yn-Dk6o4?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:28:34.715553,https://www.facebook.com/profile.php,https://www.instagram.com/nlvdental,https://www.tiktok.com/@nlvdental,24,8,,9,yes,Has online booking; Large team (8 doctors); No SSL; Has online booking
Spring Mountain Dental,"
5785 Spring Mountain Rd #104, Las Vegas, NV 89146, United States",Central Las Vegas,Las Vegas,+1 702-368-3854,https://www.bristoldentalgroup.com/lasvegas/,4.7,409,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Spring+Mountain+Dental/data=!4m7!3m6!1s0x80c8c6cf1e1b2823:0x54ee6d264ac7ccb6!8m2!3d36.1252288!4d-115.2202987!16s%2Fg%2F1tdwkspl!19sChIJIygbHs_GyIARtszHSiZt7lQ?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:28:40.094483,,,,409,,,4,no,No social media; Thin content
Sahara Dental & Orthodontics,"
4121 W Sahara Ave, Las Vegas, NV 89102, United States",Central Las Vegas,Las Vegas,+1 702-661-0308,https://www.brident.com/en-us/sahara-dental-center,4.7,901,Dentist,Show open hours for the week,https://www.google.com/maps/place/Sahara+Dental+%26+Orthodontics/data=!4m7!3m6!1s0x80c8c1516b91ab3b:0xeb1dcb776dffd7ad!8m2!3d36.1439471!4d-115.1966276!16s%2Fg%2F1tgq6y82!19sChIJO6uRa1HByIARrdf_bXfLHes?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:28:46.733077,,,,901,,,0,no,Website timeout
Boca Dental and Braces,"
4235 E Charleston Blvd, Las Vegas, NV 89104, United States",Central Las Vegas,Las Vegas,+1 702-505-9180,https://bocadentallasvegas.com/,4.8,735,Dental clinic,Closed · Opens 9 am,https://www.google.com/maps/place/Boca+Dental+and+Braces/data=!4m7!3m6!1s0x80c8db4978393459:0xce4425ae1f6915d3!8m2!3d36.1586626!4d-115.0821378!16s%2Fg%2F11h77hsrx8!19sChIJWTQ5eEnbyIAR0xVpH64lRM4?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:28:50.802820,https://www.facebook.com/bocadentalandbraces,,,735,2,,9,no,Facebook only
Supreme Dental,"
6255 S Durango Dr Suite 108, Las Vegas, NV 89113, United States",Central Las Vegas,Las Vegas,+1 702-333-0060,https://www.supremedentallv.com/,4.9,890,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Supreme+Dental/data=!4m7!3m6!1s0x80c8c7bf8cbb2c3d:0xccef505c48b1d4bf!8m2!3d36.0758308!4d-115.2802696!16s%2Fg%2F11jl2dn3k2!19sChIJPSy7jL_HyIARv9SxSFxQ78w?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:28:57.187026,,,,890,,,0,no,Website timeout
Dentists On Nellis,"
2755 S Nellis Blvd Suite 12, Las Vegas, NV 89121, United States",Central Las Vegas,Las Vegas,+1 702-457-5335,https://dentistsonnellis.com/?y_source=1_NzY0NTc4Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.9,620,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dentists+On+Nellis/data=!4m7!3m6!1s0x80c8db16df704283:0x9045047a3508ad02!8m2!3d36.1395096!4d-115.0662536!16s%2Fg%2F1vwlpdxb!19sChIJg0Jw3xbbyIARAq0INXoERZA?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:29:08.767301,,,,620,,,0,no,Website timeout
NLV Dental Group,"
2365 Reynolds Ave Ste 100, North Las Vegas, NV 89030, United States",North Las Vegas,Las Vegas,+1 702-649-1400,http://www.nlvdental.com/,4.4,79,Dentist,Show open hours for the week,https://www.google.com/maps/place/NLV+Dental+Group/data=!4m7!3m6!1s0x80c8c3220527c4ff:0xdc2e21f7751fb82c!8m2!3d36.19045!4d-115.1175594!16s%2Fg%2F1td3lwdq!19sChIJ_8QnBSLDyIARLLgfdfchLtw?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:29:13.000443,https://www.facebook.com/profile.php,https://www.instagram.com/nlvdental,https://www.tiktok.com/@nlvdental,79,8,,9,yes,Has online booking; Large team (8 doctors); No SSL; Has online booking
Budget Dental,"
6376 Spring Mountain Rd #3, Las Vegas, NV 89146, United States",Central Las Vegas,Las Vegas,+1 702-220-8488,https://www.budgetdental.com/,4.8,805,Dentist,Show open hours for the week,https://www.google.com/maps/place/Budget+Dental/data=!4m7!3m6!1s0x80c8c6d41aaa38dd:0x73b45c40a52f2623!8m2!3d36.1260519!4d-115.2311306!16s%2Fg%2F1tdzg8dd!19sChIJ3TiqGtTGyIARIyYvpUBctHM?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:29:23.216273,https://www.facebook.com/bugetdental,,,805,5,,9,no,Facebook only
Dr. Steven Do,"
803 S 7th St, Las Vegas, NV 89101, United States",Central Las Vegas,Las Vegas,+1 702-384-4721,,5.0,1,Dentist,,https://www.google.com/maps/place/Dr.+Steven+Do/data=!4m7!3m6!1s0x80c8c382cdc1832f:0x73d3938fc220b2e6!8m2!3d36.159914!4d-115.1436041!16s%2Fg%2F11tn9fjdst!19sChIJL4PBzYLDyIAR5rIgwo-T03M?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:29:30.704195,,,,1,,,0,,No website
Ruggeroli Edward P DDS,"
601 S Rancho Dr STE A3, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-382-2311,http://www.ruggerolidds.com/,4.9,51,Dentist,Show open hours for the week,https://www.google.com/maps/place/Ruggeroli+Edward+P+DDS/data=!4m7!3m6!1s0x80c8c3e9f0edcfcf:0x6f6d30e3a5379515!8m2!3d36.1634587!4d-115.1717319!16s%2Fg%2F1vl5h1k3!19sChIJz8_t8OnDyIARFZU3peMwbW8?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:29:38.921549,https://www.facebook.com/Edward-P-Ruggeroli-DDS-177012736200234,,,51,2,,7,yes,Has online booking; Facebook only; No SSL
Absolute Dental - Maryland Pkwy,"
3945 S Maryland Pkwy A, Las Vegas, NV 89119, United States",Central Las Vegas,Las Vegas,+1 702-843-5042,https://www.absolutedental.com/locations/nevada/las-vegas/3945-s-maryland-pkwy/,4.3,844,Dentist,Show open hours for the week,https://www.google.com/maps/place/Absolute+Dental+-+Maryland+Pkwy/data=!4m7!3m6!1s0x80c8c4f9055dff9b:0x471ad64175236179!8m2!3d36.117143!4d-115.13814!16s%2Fg%2F1th87djq!19sChIJm_9dBfnEyIAReWEjdUHWGkc?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:29:43.955397,,,,844,,,3,no,No social media; No mobile viewport; Thin content
UNLV Dental School,"
1700 W Charleston Blvd, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-774-2400,http://www.unlv.edu/dental,3.5,200,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/UNLV+Dental+School/data=!4m7!3m6!1s0x80c8c3934f24e92b:0x22fae8a2f740bd6d!8m2!3d36.1599201!4d-115.1646176!16s%2Fg%2F1yfdpf4s2!19sChIJK-kkT5PDyIARbb1A96Lo-iI?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:29:53.717913,https://www.facebook.com/OfficialUNLV,https://www.instagram.com/unlv,https://tiktok.com/@officialunlv,200,8,,8,no,Large team (8 doctors); No SSL
Dental Studio,"
300 Fremont Street Experience # 112, Las Vegas, NV 89101, United States",Central Las Vegas,Las Vegas,+1 702-259-1616,,4.7,,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Dental+Studio/data=!4m7!3m6!1s0x80c8c375612f35db:0x2fb5814a74af2bdf!8m2!3d36.1693661!4d-115.1411696!16s%2Fg%2F11glgzr0cj!19sChIJ2zUvYXXDyIAR3yuvdEqBtS8?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:30:03.684360,,,,,,,0,,No website
Cambridge Dental Office,"
3600 Cambridge St, Las Vegas, NV 89169, United States",Central Las Vegas,Las Vegas,+1 702-485-1778,http://www.nlvdental.com/,4.3,51,Dentist,Show open hours for the week,https://www.google.com/maps/place/Cambridge+Dental+Office/data=!4m7!3m6!1s0x80c8c5af582a0e43:0x45b0d65c9d6c6a9d!8m2!3d36.1244431!4d-115.1413455!16s%2Fg%2F11pcwhk8vr!19sChIJQw4qWK_FyIARnWpsnVzWsEU?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:30:09.493866,https://www.facebook.com/profile.php,https://www.instagram.com/nlvdental,https://www.tiktok.com/@nlvdental,51,8,,9,yes,Has online booking; Large team (8 doctors); No SSL; Has online booking
Union Dental,"
7135 W Sahara Ave #200, Las Vegas, NV 89117, United States",Central Las Vegas,Las Vegas,+1 702-872-2872,https://www.uniondentallv.net/,4.9,443,Dentist,Show open hours for the week,https://www.google.com/maps/place/Union+Dental/data=!4m7!3m6!1s0x80c8c192cacb7be1:0xe20c08f387c9b84e!8m2!3d36.1435089!4d-115.2484512!16s%2Fg%2F11glwh52pz!19sChIJ4XvLypLByIARTrjJh_MIDOI?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:30:17.108815,https://www.facebook.com/people/Union-Dental-LV/61583094602172,https://www.instagram.com/uniondentallv,,443,3,,10,yes,Has online booking; Has online booking
Dentist Las Vegas | Desert Springs Dental Care,"
5693 S Jones Blvd # 113, Las Vegas, NV 89118, United States",Central Las Vegas,Las Vegas,+1 702-838-6684,https://www.dentistlasvegasnevada.com/,4.9,284,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dentist+Las+Vegas+%7C+Desert+Springs+Dental+Care/data=!4m7!3m6!1s0x80c8c65747884d0d:0x79870548843ffaff!8m2!3d36.0867902!4d-115.226106!16s%2Fg%2F1thtdds4!19sChIJDU2IR1fGyIAR__o_hEgFh3k?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:30:30.015677,https://www.facebook.com/DesertSpringsDentalCare,https://www.instagram.com/desertspringsdentalcare,,284,8,,10,yes,Has online booking; Large team (8 doctors); Has online booking
The Dentist,"
7500 W Lake Mead Blvd #11, Las Vegas, NV 89128, United States",Central Las Vegas,Las Vegas,+1 702-997-8977,https://www.thedentistlv.com/,5.0,221,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/The+Dentist/data=!4m7!3m6!1s0x80c8c17cf1727f61:0xbe2653b39e3040d3!8m2!3d36.1973391!4d-115.2574931!16s%2Fg%2F11w2bwvl48!19sChIJYX9y8XzByIAR00AwnrNTJr4?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:30:41.189042,,,,221,,,0,no,Website error: Page.goto: net::ERR_CERT_DATE_INVALID at https://w
Smiley Body Wellness,"
501 S Rancho Dr Suite F-38, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 833-928-5366,http://mykoolsmiles.com/,4.6,9,Dentist,Show open hours for the week,https://www.google.com/maps/place/Smiley+Body+Wellness/data=!4m7!3m6!1s0x80c8c3c21f0d7567:0x99aa09b2dd307c68!8m2!3d36.1645948!4d-115.1716589!16s%2Fg%2F11f159bggx!19sChIJZ3UNH8LDyIARaHww3bIJqpk?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:30:49.898610,,,,9,,,3,no,No social media; No SSL; No mobile viewport
Wagner Dental,"
2045 Village Center Cir, Las Vegas, NV 89134, United States",Central Las Vegas,Las Vegas,+1 702-878-5599,https://www.wagnerdentist.com/,4.9,1839,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Wagner+Dental/data=!4m7!3m6!1s0x80c8bfe13813cddd:0x89eabd0e458d8b8b!8m2!3d36.1912199!4d-115.3031144!16s%2Fg%2F1v9lc1bf!19sChIJ3c0TOOG_yIARi4uNRQ696ok?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:31:00.628725,https://www.facebook.com/tr,https://www.instagram.com/wagnerdentallv,,1839,22,,10,yes,Has online booking; Large team (22 doctors); Has online booking
Distinctive Smiles,"
5300 S Eastern Ave Ste. 120, Las Vegas, NV 89119, United States",Central Las Vegas,Las Vegas,+1 702-456-7621,http://www.distinctivesmileslv.com/,4.9,241,Dentist,Show open hours for the week,https://www.google.com/maps/place/Distinctive+Smiles/data=!4m7!3m6!1s0x80c8c56a9ad947e1:0x995fa1d62569b8dd!8m2!3d36.092785!4d-115.1182644!16s%2Fg%2F1vnrl907!19sChIJ4UfZmmrFyIAR3bhpJdahX5k?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:31:14.869883,https://www.facebook.com/DistinctivesmilesLV,https://www.instagram.com/distinctivesmileslv,,241,2,,9,yes,Has online booking; No SSL; Has online booking
"Steven Rhodes, DDS","
501 S Rancho Dr E-29, Las Vegas, NV 89106, United States",Central Las Vegas,Las Vegas,+1 702-384-4896,http://www.srhodesdds.com/,4.9,61,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Steven+Rhodes,+DDS/data=!4m7!3m6!1s0x80c8c3c21bc82ef5:0x25a98b181eb6a0d!8m2!3d36.1648156!4d-115.1708292!16s%2Fg%2F1tzgjxpb!19sChIJ9S7IG8LDyIARDWrrgbGYWgI?authuser=0&hl=en&rclk=1",dentist Downtown Las Vegas NV,2026-03-02T13:31:31.745524,https://www.facebook.com/pages/Steven-L-Rhodes-DDS/459751184152742,,,61,8,,8,no,Large team (8 doctors); Facebook only; No SSL
Nevada Health Centers - Eastern Family Medical & Dental Center,"
2212 S Eastern Ave, Las Vegas, NV 89104, United States",Central Las Vegas,Las Vegas,+1 800-787-2568,http://nevadahealthcenters.org/,2.6,88,Medical clinic,Show open hours for the week,https://www.google.com/maps/place/Nevada+Health+Centers+-+Eastern+Family+Medical+%26+Dental+Center/data=!4m7!3m6!1s0x80c8c416aaaaaaab:0x6bdf178fa8933cb9!8m2!3d36.1466757!4d-115.1191827!16s%2Fg%2F1tdw_txh!19sChIJq6qqqhbEyIARuTyTqI8X32s?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:31:49.836239,https://www.facebook.com/tr,https://www.instagram.com/nvhealthcenters,,88,,,7,no,No SSL
"Dr. Luc M. Graille, DDS","
322 S 6th St, Las Vegas, NV 89101, United States",Central Las Vegas,Las Vegas,+33 3 59 55 39 77,,4.7,,Dentist,,"https://www.google.com/maps/place/Dr.+Luc+M.+Graille,+DDS/data=!4m7!3m6!1s0x80c8c38e785e8065:0xba4a1d409d897853!8m2!3d36.1661388!4d-115.1412225!16s%2Fg%2F11gy63657n!19sChIJZYBeeI7DyIARU3iJnUAdSro?authuser=0&hl=en&rclk=1",dentist Downtown Las Vegas NV,2026-03-02T13:31:58.353871,,,,,,,0,,No website
Northern Edge Dentistry,"
281 W Centennial Pkwy #100, North Las Vegas, NV 89084, United States",North Las Vegas,Las Vegas,+1 702-949-0770,http://northernedgedentistry.com/,4.9,1178,Dentist,Show open hours for the week,https://www.google.com/maps/place/Northern+Edge+Dentistry/data=!4m7!3m6!1s0x80c8e95c0542004d:0x612365e7c9d560f5!8m2!3d36.2757072!4d-115.1436157!16s%2Fg%2F11h1rs1gp6!19sChIJTQBCBVzpyIAR9WDVyedlI2E?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:32:15.348431,,,,1178,,,0,no,Website timeout
Smiles Today Dental Las Vegas | Dental Implant Center,"
3225 S Rainbow Blvd #104, Las Vegas, NV 89146, United States",Central Las Vegas,Las Vegas,+1 702-766-9932,https://smilestodaydental.com/dental-implant-center-las-vegas/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,4.8,206,Dental implants provider,Show open hours for the week,https://www.google.com/maps/place/Smiles+Today+Dental+Las+Vegas+%7C+Dental+Implant+Center/data=!4m7!3m6!1s0x80c8c0d39950c48f:0xceb5e3e7d0ddd26f!8m2!3d36.1305245!4d-115.2434071!16s%2Fg%2F11c3w5_r7k!19sChIJj8RQmdPAyIARb9Ld0Ofjtc4?authuser=0&hl=en&rclk=1,dentist Downtown Las Vegas NV,2026-03-02T13:32:27.074926,https://www.facebook.com/tr,,,206,1,,10,yes,Has online booking; Single practitioner; Facebook only; Has online booking
