name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at
Rejuve Med Spa,"
18220 Preston Rd, Dallas, TX 75252, United States",Dallas Core,DFW,+1 972-265-1590,https://www.rejuvemedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.8,297,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Rejuve+Med+Spa/data=!4m7!3m6!1s0x864c23cc0c2f31ad:0x7fcc8e76a59b5e0f!8m2!3d33.0005124!4d-96.7936164!16s%2Fg%2F1tgnxmfq!19sChIJrTEvDMwjTIYRD16bpXaOzH8?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:58:51.207585
UPKEEP Med Spa,"
5207 Bonita Ave, Dallas, TX 75206, United States",Dallas Core,DFW,+1 833-875-3377,https://www.upkeepmedspa.com/,4.9,843,Medical spa,Show open hours for the week,https://www.google.com/maps/place/UPKEEP+Med+Spa/data=!4m7!3m6!1s0x864e9f159ddd1f01:0x38cd5dbce45949e4!8m2!3d32.8182784!4d-96.782062!16s%2Fg%2F11nms6pmql!19sChIJAR_dnRWfToYR5ElZ5LxdzTg?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:58:54.448184
Unicorn MedSpa,"
2811 McKinney Ave #22, Dallas, TX 75204, United States",Dallas Core,DFW,+1 214-919-3055,http://www.unicornmedspa.com/,4.9,297,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Unicorn+MedSpa/data=!4m7!3m6!1s0x864e99d1d855b36b:0x2dc115f8474d21d6!8m2!3d32.7994911!4d-96.8011933!16s%2Fg%2F11rhz5zl3g!19sChIJa7NV2NGZToYR1iFNR_gVwS0?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:58:58.067155
D'Lux MedSpa,"
1130 Dragon St, Dallas, TX 75207, United States",Dallas Core,DFW,,https://dlux.myaestheticrecord.com/,5.0,12,Medical spa,Show open hours for the week,https://www.google.com/maps/place/D%27Lux+MedSpa/data=!4m7!3m6!1s0x864e994f59ba2413:0x2f08dec06d68da72!8m2!3d32.7885023!4d-96.8173347!16s%2Fg%2F11xh25vv8z!19sChIJEyS6WU-ZToYRctpobcDeCC8?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:01.383310
Elite Med Spa of Texas,"
3319 Oak Lawn Ave, Dallas, TX 75219, United States",Dallas Core,DFW,+1 214-241-4475,https://elitemedspaoftexas.com/,4.9,31,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Elite+Med+Spa+of+Texas/data=!4m7!3m6!1s0x864e9fa380f616af:0x6d39f1321044d8a1!8m2!3d32.8108359!4d-96.807395!16s%2Fg%2F11ss1jmv4k!19sChIJrxb2gKOfToYRodhEEDLxOW0?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:05.106716
SkinSpirit West Village Dallas,"
3636 McKinney Ave #170, Dallas, TX 75204, United States",Dallas Core,DFW,+1 469-259-2800,https://www.skinspirit.com/locations/west-village/,4.9,133,Medical spa,Show open hours for the week,https://www.google.com/maps/place/SkinSpirit+West+Village+Dallas/data=!4m7!3m6!1s0x864e9f53da3d51c9:0x4317d91264c251ab!8m2!3d32.8073661!4d-96.7963929!16s%2Fg%2F11kptl173n!19sChIJyVE92lOfToYRq1HCZBLZF0M?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:08.964577
Evolve Med Spa,"
8160 Walnut Hill Ln Suite 214, Dallas, TX 75231, United States",Dallas Core,DFW,+1 469-214-4390,https://evolvemedspadallas.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb,4.8,17,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Evolve+Med+Spa/data=!4m7!3m6!1s0x864e9f371a59c967:0xff617cb314dd79a6!8m2!3d32.8813218!4d-96.7642936!16s%2Fg%2F11jgtp7jf4!19sChIJZ8lZGjefToYRpnndFLN8Yf8?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:13.611677
Liquivida Wellness Center | Dallas,"
2111 Flora St suite 100, Dallas, TX 75201, United States",Dallas Core,DFW,+1 469-754-1162,https://www.liquivida.com/dallas,4.9,62,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Liquivida+Wellness+Center+%7C+Dallas/data=!4m7!3m6!1s0x864e999a3f570d53:0x715ec91cb12ef558!8m2!3d32.7886346!4d-96.7994889!16s%2Fg%2F11w3zwrhj4!19sChIJUw1XP5qZToYRWPUusRzJXnE?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:16.648225
ZO Skin Centre,"
4252 A Oak Lawn Ave, Dallas, TX 75219, United States",Dallas Core,DFW,+1 214-579-9073,https://dallasskincentre.com/,4.9,486,Medical spa,Show open hours for the week,https://www.google.com/maps/place/ZO+Skin+Centre/data=!4m7!3m6!1s0x864e9edb588e7a03:0xc862e2170e45f3ba!8m2!3d32.8209184!4d-96.8019635!16s%2Fg%2F11gd67wyjm!19sChIJA3qOWNueToYRuvNFDhfiYsg?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:20.793608
Mysa Medical & Wellness Spa,"
2629 N Stemmons Fwy Ste 103, Dallas, TX 75207, United States",Dallas Core,DFW,+1 945-243-8101,http://www.mysamedspa.com/,4.1,91,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Mysa+Medical+%26+Wellness+Spa/data=!4m7!3m6!1s0x864e9df511238b6d:0xbf506e99dd9e0620!8m2!3d32.8062204!4d-96.8418925!16s%2Fg%2F11rwztp1jx!19sChIJbYsjEfWdToYRIAae3ZluUL8?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:23.974617
"Clinica Beauty Aesthetics by Erica, RN (formerly Nectar Aesthetics and Wellness)","
1120 S Akard St, Dallas, TX 75215, United States",Dallas Core,DFW,+1 214-686-1831,https://clinicabeautyaesthetics.glossgenius.com/,5.0,11,Medical spa,,"https://www.google.com/maps/place/Clinica+Beauty+Aesthetics+by+Erica,+RN+%28formerly+Nectar+Aesthetics+and+Wellness%29/data=!4m7!3m6!1s0x864e99a2b245c113:0xffc4e6ebe71fb2f5!8m2!3d32.7720361!4d-96.7939706!16s%2Fg%2F11xcjcxc42!19sChIJE8FFsqKZToYR9bIf5-vmxP8?authuser=0&hl=en&rclk=1",med spa Downtown Dallas TX,2026-03-04T19:59:26.857024
Timeless Beauty Med Spa,"
111 W Davis St Suite 160, Loft 13, Dallas, TX 75208, United States",Dallas Core,DFW,+1 682-816-7279,https://www.timelessbeautytx.com/,4.8,77,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Timeless+Beauty+Med+Spa/data=!4m7!3m6!1s0x864c39c73d1ec5cb:0xfde6b4f7e0e043a7!8m2!3d32.7500981!4d-96.8234154!16s%2Fg%2F11q856t5sj!19sChIJy8UePcc5TIYRp0Pg4Pe05v0?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:31.261368
Elevate Medical Spa and Cosmetic Surgery,"
8230 Walnut Hill Ln Building 3 Ste 820, Dallas, TX 75231, United States",Dallas Core,DFW,+1 214-696-9193,https://elevatemedicalspa.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb,4.6,18,Doctor,Show open hours for the week,https://www.google.com/maps/place/Elevate+Medical+Spa+and+Cosmetic+Surgery/data=!4m7!3m6!1s0x864e9fee25601f61:0xf63bbdd7d24467a0!8m2!3d32.8815002!4d-96.7607215!16s%2Fg%2F1vfp40_b!19sChIJYR9gJe6fToYRoGdE0te9O_Y?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:35.279529
VIV Wellness,"
2401 Victory Park Ln Suite 110, Dallas, TX 75219, United States",Dallas Core,DFW,+1 972-803-3957,http://vivwellness.com/,5.0,111,Medical spa,Show open hours for the week,https://www.google.com/maps/place/VIV+Wellness/data=!4m7!3m6!1s0x864e99a4de7e77e7:0x47ea8518116f056f!8m2!3d32.787611!4d-96.8094725!16s%2Fg%2F11rvg57cv8!19sChIJ53d-3qSZToYRbwVvERiF6kc?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:39.808074
OVME,"
3888 Oak Lawn Ave #108, Dallas, TX 75219, United States",Dallas Core,DFW,+1 972-402-6863,https://ovme.com/pages/turtle-creek-dallas-tx,4.8,231,Medical spa,Show open hours for the week,https://www.google.com/maps/place/OVME/data=!4m7!3m6!1s0x864e9fe99f4ec35b:0xef227fd91d10efa2!8m2!3d32.8159746!4d-96.8013608!16s%2Fg%2F11h4xhbwyx!19sChIJW8NOn-mfToYRou8QHdl_Iu8?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:42.600273
Aurum Health,"
4300 N Central Expy #110, Dallas, TX 75206, United States",Dallas Core,DFW,+1 214-865-7800,http://www.aurumhealth.com/,4.9,244,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Aurum+Health/data=!4m7!3m6!1s0x864e99a14fc4c20f:0xfc7424697798574a!8m2!3d32.817284!4d-96.7878006!16s%2Fg%2F11fwn35qxl!19sChIJD8LET6GZToYRSleYd2kkdPw?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:47.043831
UPKEEP Med Spa,"
5100 Belt Line Rd Suite 314, Addison, TX 75254, United States",Mid-Cities,DFW,+1 833-875-3377,https://www.upkeepmedspa.com/,4.9,376,Medical spa,Show open hours for the week,https://www.google.com/maps/place/UPKEEP+Med+Spa/data=!4m7!3m6!1s0x864c21e31f3c87ad:0x2764b862c1edacb8!8m2!3d32.9503724!4d-96.8226787!16s%2Fg%2F11tsm4jccb!19sChIJrYc8H-MhTIYRuKztwWK4ZCc?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:51.791261
Higher Level Skin & Beauty,"
218 W 10th St, Dallas, TX 75208, United States",Dallas Core,DFW,+1 469-779-8236,http://www.higherlevelskinbeauty.com/,5.0,89,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Higher+Level+Skin+%26+Beauty/data=!4m7!3m6!1s0x864e99f9a455640b:0xd8aefd2f6d5fcb26!8m2!3d32.7448443!4d-96.8255159!16s%2Fg%2F11n92mjtjp!19sChIJC2RVpPmZToYRJstfbS_9rtg?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:55.606161
InjectCo MedSpa Dallas,"
2520 N Carroll Ave, Dallas, TX 75204, United States",Dallas Core,DFW,+1 214-216-1033,https://injectco.com/services/med-spa-dallas-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp-dallas,5.0,141,Medical spa,Open · Closes 8 pm,https://www.google.com/maps/place/InjectCo+MedSpa+Dallas/data=!4m7!3m6!1s0x864e9fe869b36349:0x4ac0f895de49abc!8m2!3d32.8092406!4d-96.787478!16s%2Fg%2F11x1l42r31!19sChIJSWOzaeifToYRvJrkXYkPrAQ?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T19:59:59.688851
Riviera Spa - Uptown Knox Travis Walk,"
4514 Travis St #105, Dallas, TX 75205, United States",Dallas Core,DFW,+1 214-521-2112,https://rivieraspadallas.com/?utm_source=google&utm_medium=biz-profile&utm_campaign=gbp-main&utm_term=uptown,4.7,675,Day spa,Show open hours for the week,https://www.google.com/maps/place/Riviera+Spa+-+Uptown+Knox+Travis+Walk/data=!4m7!3m6!1s0x864e9f20b170f74d:0x4f86f9b84a6ce826!8m2!3d32.822583!4d-96.7903363!16s%2Fg%2F1trsyd_1!19sChIJTfdwsSCfToYRJuhsSrj5hk8?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:02.751841
DermSpa Dallas,"
6211 W Northwest Hwy c261, Dallas, TX 75225, United States",Dallas Core,DFW,+1 214-507-1071,http://dermspadallas.com/,4.9,123,Day spa,Show open hours for the week,https://www.google.com/maps/place/DermSpa+Dallas/data=!4m7!3m6!1s0x864e9e4ed536cefb:0x7f276d84fb721156!8m2!3d32.8663771!4d-96.8000078!16s%2Fg%2F11bw21dh25!19sChIJ-8421U6eToYRVhFy-4RtJ38?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:06.823183
house of preservation,"
3219 N Fitzhugh Ave, Dallas, TX 75204, United States",Dallas Core,DFW,+1 469-571-3740,http://houseofpreservation.com/,4.9,125,Medical spa,Show open hours for the week,https://www.google.com/maps/place/house+of+preservation/data=!4m7!3m6!1s0x864e9fc3f7f6dbc7:0x37765f0e62a1c51!8m2!3d32.8166057!4d-96.7935905!16s%2Fg%2F11h033hlh9!19sChIJx9v298OfToYRURwq5vBldwM?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:10.416701
Formula Wellness Uptown (West Village),"
3600 McKinney Ave, Dallas, TX 75204, United States",Dallas Core,DFW,+1 214-432-5700,https://formulawellness.com/locations/dallas-tx-uptown-west-village/?utm_source=google&utm_medium=local&utm_campaign=dallas3600-practice-website,4.8,199,Wellness center,Show open hours for the week,https://www.google.com/maps/place/Formula+Wellness+Uptown+%28West+Village%29/data=!4m7!3m6!1s0x864e9fb4dbef45ab:0xa69ab9019e550f63!8m2!3d32.8069742!4d-96.7974452!16s%2Fg%2F11gy529_0r!19sChIJq0Xv27SfToYRYw9VngG5mqY?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:15.417465
Privé Aesthetics,"
6417 Hillcrest Ave, Dallas, TX 75205, United States",Dallas Core,DFW,+1 817-739-6640,https://www.privemedaesthetics.com/?y_source=1_MjM5OTQ4NjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.9,154,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Priv%C3%A9+Aesthetics/data=!4m7!3m6!1s0x864e9f26dbb2e50b:0xefa02f87524e5b1e!8m2!3d32.844459!4d-96.7874415!16s%2Fg%2F11c72r1yfg!19sChIJC-Wy2yafToYRHltOUocvoO8?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:19.463554
Revive Primary Care & Med Spa - Highland Park,"
3330 Douglas Ave, Dallas, TX 75219, United States",Dallas Core,DFW,+1 469-638-9368,https://revivepcms.com/highland-park/,4.8,220,Medical clinic,Show open hours for the week,https://www.google.com/maps/place/Revive+Primary+Care+%26+Med+Spa+-+Highland+Park/data=!4m7!3m6!1s0x864e9fabaa11e249:0xcfdce694d313237d!8m2!3d32.8145146!4d-96.8110973!16s%2Fg%2F11y1c2f2vd!19sChIJSeIRqqufToYRfSMT05Tm3M8?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:22.422424
Laser Bar Medspa,"
3110 Swiss Ave, Dallas, TX 75204, United States",Dallas Core,DFW,+1 469-396-8514,https://laserbarandaesthetics.com/,5.0,45,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Laser+Bar+Medspa/data=!4m7!3m6!1s0x864e9ba6ba296e97:0x3011319f55e74c6f!8m2!3d32.7896426!4d-96.7837743!16s%2Fg%2F11n0mh4k7x!19sChIJl24puqabToYRb0znVZ8xETA?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:25.825135
Koffee Day Spa,"
1118 S Akard St, Dallas, TX 75201, United States",Dallas Core,DFW,+1 214-437-2753,http://www.koffeedayspa.com/,4.2,194,Day spa,Show open hours for the week,https://www.google.com/maps/place/Koffee+Day+Spa/data=!4m7!3m6!1s0x864e991ee0a103d5:0xe8d9ab4cb0351d0e!8m2!3d32.7720467!4d-96.7939818!16s%2Fg%2F1tjfbp2v!19sChIJ1QOh4B6ZToYRDh01sEyr2eg?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:30.257176
Skin Pharm,"
3131 Turtle Creek Blvd Suite 600, Dallas, TX 75219, United States",Dallas Core,DFW,+1 972-400-2866,https://skinpharm.com/,5.0,251,Skin care clinic,Show open hours for the week,https://www.google.com/maps/place/Skin+Pharm/data=!4m7!3m6!1s0x864e9fb6cf4ab527:0x8017c4aa722f47ff!8m2!3d32.8063347!4d-96.804373!16s%2Fg%2F11nmppdspb!19sChIJJ7VKz7afToYR_0cvcqrEF4A?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:35.030943
Alchemy Face Bar Lower Greenville | Dallas,"
5602 Bell Ave, Dallas, TX 75206, United States",Dallas Core,DFW,+1 972-803-6044,http://alchemyfacebar.com/,5.0,170,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Alchemy+Face+Bar+Lower+Greenville+%7C+Dallas/data=!4m7!3m6!1s0x864e9fdf151f3a71:0xd5478c538c455489!8m2!3d32.8153022!4d-96.7721097!16s%2Fg%2F11tdsv626s!19sChIJcTofFd-fToYRiVRFjFOMR9U?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:38.809851
Eyden Medical Spa,"
400 North St. Paul Street Ste 1205, Dallas, TX 75201, United States",Dallas Core,DFW,+1 972-362-6909,http://eydenspa.com/,5.0,1,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Eyden+Medical+Spa/data=!4m7!3m6!1s0x864e994effeb5957:0x9901a5450c22cb02!8m2!3d32.7842789!4d-96.7976334!16s%2Fg%2F11pt_9wfyf!19sChIJV1nr_06ZToYRAssiDEWlAZk?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:43.375356
Spa Habitat,"
3699 McKinney Ave # 304, Dallas, TX 75204, United States",Dallas Core,DFW,+1 214-522-9989,https://spahabitat.com/,4.6,150,Spa,Show open hours for the week,https://www.google.com/maps/place/Spa+Habitat/data=!4m7!3m6!1s0x864e9ed412792643:0x76b6574ec804623e!8m2!3d32.8080898!4d-96.797911!16s%2Fg%2F1tfh51t0!19sChIJQyZ5EtSeToYRPmIEyE5XtnY?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:46.277816
Luna Med Aesthetics,"
3015 State St #119, Dallas, TX 75204, United States",Dallas Core,DFW,+1 972-955-7520,http://www.lunamedaesthetics.com/,4.4,25,Skin care clinic,Show open hours for the week,https://www.google.com/maps/place/Luna+Med+Aesthetics/data=!4m7!3m6!1s0x864e99295f972e89:0xaf83dd0fe5267ced!8m2!3d32.7988698!4d-96.7964822!16s%2Fg%2F1tfqg62s!19sChIJiS6XXymZToYR7Xwm5Q_dg68?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:50.146825
Bare Aesthetics Dallas,"
3300 Oak Lawn Ave #106, Dallas, TX 75219, United States",Dallas Core,DFW,+1 214-980-4371,http://www.bareaestheticsdallas.com/,5.0,123,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Bare+Aesthetics+Dallas/data=!4m7!3m6!1s0x864e9f3bc24a8207:0x5d6765eff74d9528!8m2!3d32.8101683!4d-96.8073139!16s%2Fg%2F11twth8bc3!19sChIJB4JKwjufToYRKJVN9-9lZ10?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:52.839284
Sculpt Haus Medical Spa,"
126 Glass St suite 100, Dallas, TX 75207, United States",Dallas Core,DFW,+1 214-856-2070,https://www.sculpt-haus.com/,5.0,3,,,https://www.google.com/maps/place/Sculpt+Haus+Medical+Spa/data=!4m7!3m6!1s0x864e996c0449868d:0xa49eae478bb4b20a!8m2!3d32.7893609!4d-96.8228206!16s%2Fg%2F11z0g1n37s!19sChIJjYZJBGyZToYRCrK0i0eunqQ?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:57.260047
Vivian's Boutique Spa,"
5420 Ross Ave, Dallas, TX 75206, United States",Dallas Core,DFW,+1 214-484-4714,https://www.viviansdallas.com/,4.8,147,Spa,Show open hours for the week,https://www.google.com/maps/place/Vivian%27s+Boutique+Spa/data=!4m7!3m6!1s0x864e9f4a0beb3353:0x94d593eebc01786e!8m2!3d32.8104498!4d-96.7705486!16s%2Fg%2F11g86j0py9!19sChIJUzPrC0qfToYRbngBvO6T1ZQ?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:00:59.768413
Dallas Aesthetic Studio,"
701 Commerce St Suite, Dallas, TX 75202, United States",Dallas Core,DFW,+1 469-442-9792,https://tericawright.glossgenius.com/services,5.0,100,Skin care clinic,Show open hours for the week,https://www.google.com/maps/place/Dallas+Aesthetic+Studio/data=!4m7!3m6!1s0x864e99e87be860b3:0x44997cfd4ccaa1d4!8m2!3d32.7787323!4d-96.805621!16s%2Fg%2F11tf26syf9!19sChIJs2Doe-iZToYR1KHKTP18mUQ?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:01:04.214938
The Derm Lounge Aesthetics & Longevity,"
5941 Forest Ln, Dallas, TX 75230, United States",Dallas Core,DFW,+1 214-308-2570,https://thedermlounge.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb,4.9,107,Doctor,Show open hours for the week,https://www.google.com/maps/place/The+Derm+Lounge+Aesthetics+%26+Longevity/data=!4m7!3m6!1s0x864e9f269108047f:0x2cb3672dedd65ea6!8m2!3d32.9103574!4d-96.8048321!16s%2Fg%2F1ptwqs1hm!19sChIJfwQIkSafToYRpl7W7S1nsyw?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:01:08.260058
Olysis Med Spa,"
4245 N Central Expy Suite 200, Dallas, TX 75206, United States",Dallas Core,DFW,+1 682-593-1442,https://www.olysismedspa.com/,4.9,154,Electrolysis hair removal service,Show open hours for the week,https://www.google.com/maps/place/Olysis+Med+Spa/data=!4m7!3m6!1s0x864c2d9909fbc4fb:0xe2650e20a6a279ba!8m2!3d32.8170615!4d-96.7893573!16s%2Fg%2F11b7k8bljm!19sChIJ-8T7CZktTIYRunmipiAOZeI?authuser=0&hl=en&rclk=1,med spa Downtown Dallas TX,2026-03-04T20:01:11.339117
