name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,business_status,has_website,search_term,vertical,scraped_at,place_id
Grantlanta Lawn,"444 Kelly St SE, Atlanta, GA 30312, USA",Atlanta,GA,(678) 773-1617,http://grantlantalawn.com/,4.6,180,"roofing_contractor, general_contractor, service, point_of_interest, establishment",Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,https://maps.google.com/?cid=18153731504792079329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaping company Atlanta, GA",landscaping,2026-03-11T15:49:20.688517,ChIJCaFkORQB9YgR4Qvz-p4C7_s
Garden Atlantic Landscaping,"2623 Wood Hollow Dr, Atlanta, GA 30360, USA",Atlanta,GA,(404) 735-2493,https://www.gardenatlanticlandscaping.com/,5,63,"general_contractor, service, point_of_interest, establishment",Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM,https://maps.google.com/?cid=5115003584580573008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaping company Atlanta, GA",landscaping,2026-03-11T15:49:20.688523,ChIJc9U2OTU6dqERUFfG46gk_EY
Weaver Landscape,"4751 Best Rd, Atlanta, GA 30337, USA",Atlanta,GA,(404) 682-1926,http://www.weaverlandscape.com/,4.6,123,"general_contractor, service, point_of_interest, establishment",Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=12389148717118266359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaping company Atlanta, GA",landscaping,2026-03-11T15:49:20.688529,ChIJYSUkr6Yg9YgR9xtSIR4Z76s
Hannah Outdoor Designs,"2400 Herodian Way Suite 220, Smyrna, GA 30080, USA",Atlanta,GA,(678) 249-9258,http://hannahoutdoordesigns.com/,5,126,"general_contractor, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 9:00 AM – 1:00 PM | Sunday: Closed,https://maps.google.com/?cid=16883987299270417376&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaping company Atlanta, GA",landscaping,2026-03-11T15:49:20.688535,ChIJTV3ZygcR9YgR4Fs4Vf74T-o
Lawn Capital,"1242 Clairmont Rd, Decatur, GA 30030, USA",Atlanta,GA,(404) 798-8871,https://www.lawncapital.com/?utm_source=google&utm_medium=seo&utm_campaign=gbp-listing,4.7,121,"general_contractor, service, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 12:00 PM | Sunday: Closed,https://maps.google.com/?cid=9206534340736420624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaping company Atlanta, GA",landscaping,2026-03-11T15:49:20.688542,ChIJb3N6ficH9YgREIsHYDQuxH8
Blount's Lawn Care Solutions LLC,"351 2nd Ave NE, Atlanta, GA 30317, USA",Atlanta,GA,(770) 289-9819,https://blountslawncaresolutions.com/,4.8,78,"general_contractor, service, point_of_interest, establishment",Monday: 8:00 AM – 6:30 PM | Tuesday: 8:00 AM – 6:30 PM | Wednesday: 8:00 AM – 6:30 PM | Thursday: 8:00 AM – 6:30 PM | Friday: 8:00 AM – 6:30 PM | Saturday: 9:00 AM – 3:00 PM | Sunday: Closed,https://maps.google.com/?cid=13128358998496461240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaping company Atlanta, GA",landscaping,2026-03-11T15:49:20.688548,ChIJS2-Vk40H9YgRuEEvvfNMMbY
LawnStarter,"400 Colony Square NE Suite 200, Atlanta, GA 30361, USA",Atlanta,GA,(404) 998-4354,https://www.lawnstarter.com/atlanta-ga-lawn-care?utm_source=google&utm_medium=GLocal&utm_campaign=AtlantaLocal,4.5,4485,"service, point_of_interest, establishment",Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,https://maps.google.com/?cid=4306082905553429263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaping company Atlanta, GA",landscaping,2026-03-11T15:49:20.688554,ChIJW6R_X0QE9YgRD-PkhpZHwjs
New Beginning Landscape & Remodel LLC,"100 Hartsfield Center Pkwy #500, Atlanta, GA 30354, USA",Atlanta,GA,(770) 774-1461,https://newbeginninglandscape.com/,4.6,66,"general_contractor, service, point_of_interest, establishment",Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: Closed,https://maps.google.com/?cid=11111398575128822608&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaping company Atlanta, GA",landscaping,2026-03-11T15:49:20.688560,ChIJH5k4iF7j9IgRUMNVJCKeM5o
Yogardener,"1226 Zonolite Rd NE, Atlanta, GA 30306, USA",Atlanta,GA,(404) 623-2287,https://www.yogardener.com/contact/,5,41,"general_contractor, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: Closed,https://maps.google.com/?cid=6683674005804326471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaping company Atlanta, GA",landscaping,2026-03-11T15:49:20.688567,ChIJ___7pX0G9YgRR556vhguwVw
Clean Air Lawn Care Atlanta,"3367 W Hospital Ave Unit Q, Chamblee, GA 30341, USA",Atlanta,GA,(770) 250-1901,https://cleanairlawncare.com/service-locations/ga/atlanta/,5,30,"point_of_interest, service, establishment",Monday: 7:00 AM – 7:00 PM | Tuesday: 7:00 AM – 7:00 PM | Wednesday: 7:00 AM – 7:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 7:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=4265434950505721003&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"lawn care service Atlanta, GA",landscaping,2026-03-11T15:49:22.418299,ChIJBXmLIGuDyScRq-xt_XzeMTs
Atlanta Lawn Specialist,"400 17th St NW, Atlanta, GA 30363, USA",Atlanta,GA,(470) 208-1229,https://www.atlantalawnspecialist.com/home,5,14,"point_of_interest, service, establishment",Monday: 6:30 AM – 8:00 PM | Tuesday: 6:30 AM – 8:00 PM | Wednesday: 6:30 AM – 8:00 PM | Thursday: 6:30 AM – 8:00 PM | Friday: 6:30 AM – 8:00 PM | Saturday: 6:30 AM – 8:00 PM | Sunday: 7:30 AM – 8:00 PM,https://maps.google.com/?cid=15483381149003394466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"lawn care service Atlanta, GA",landscaping,2026-03-11T15:49:22.418318,ChIJGX7CRiAF9YgRoq1T3B4F4NY
Weed Pro Lawn Care,"2705 Holcomb Bridge Rd, Johns Creek, GA 30022, USA",Atlanta,GA,(770) 933-3776,http://weedpro.com/,4.9,941,"general_contractor, point_of_interest, service, establishment",Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 9:00 AM – 5:00 PM,https://maps.google.com/?cid=1674766312885834933&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"lawn care service Atlanta, GA",landscaping,2026-03-11T15:49:22.418327,ChIJYzGJ2JkK9YgRtdRZmRb3PRc
Peachtree Landscape,"5317 Peachtree Blvd Ste. S204, Atlanta, GA 30341, USA",Atlanta,GA,(404) 431-1950,http://www.peachtreelandscapega.com/,5,114,"supplier, general_contractor, point_of_interest, service, food, establishment",Monday: 7:00 AM – 6:00 PM | Tuesday: 7:00 AM – 6:00 PM | Wednesday: 7:00 AM – 6:00 PM | Thursday: 7:00 AM – 6:00 PM | Friday: 7:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=15007035770473993842&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscape maintenance Atlanta, GA",landscaping,2026-03-11T15:49:24.286417,ChIJ0Tt5lpeJ9ykRctauxoWzQ9A
Michaelangelo's Sustainable Landscape & Design Group,"2204 Justin Trail #1, Alpharetta, GA 30004, USA",Atlanta,GA,(770) 940-4336,https://www.landscapesandmore.com/,4.9,189,"swimming_pool, general_contractor, sports_activity_location, point_of_interest, service, establishment",Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=3570516309754011068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscape maintenance Atlanta, GA",landscaping,2026-03-11T15:49:24.286436,ChIJPTMYurqd9YgRvF2gk6oFjTE
Georgian Landscape Design,"1600 McFarland 400 Dr, Alpharetta, GA 30004, USA",Atlanta,GA,(770) 417-8737,https://www.houzz.com/professionals/landscape-architects-and-landscape-designers/georgian-landscape-design-pfvwus-pf~218168941,4.8,168,"general_contractor, point_of_interest, service, establishment",Monday: 9:30 AM – 4:00 PM | Tuesday: 9:30 AM – 4:00 PM | Wednesday: 9:30 AM – 4:00 PM | Thursday: 9:30 AM – 4:00 PM | Friday: 9:30 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=4102334260467470688&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscape maintenance Atlanta, GA",landscaping,2026-03-11T15:49:24.286444,ChIJ__8TjhGX9YgRYBEUWUZr7jg
2 city lawn llc,"1995 Phillips Dr SE, Atlanta, GA 30315, USA",Atlanta,GA,(404) 543-4272,,,0,"service, point_of_interest, establishment",Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=5056121747231418189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,no,"lawn mowing service Atlanta, GA",landscaping,2026-03-11T15:49:25.817404,ChIJv3TCOPMB9YgRTSfbzPDzKkY
Wideman Lawn Care,"709 Matilda Pl NW, Atlanta, GA 30318, USA",Atlanta,GA,(470) 420-4181,https://www.yourgreenpal.com/wideman-lawn-care,,0,"service, point_of_interest, establishment",Monday: Closed | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: 10:00 AM – 1:00 PM | Sunday: Closed,https://maps.google.com/?cid=16495748693082565410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"lawn mowing service Atlanta, GA",landscaping,2026-03-11T15:49:25.817423,ChIJ9-MFMSsb9YgRIutMwwms7OQ
Lawn works Sandy Springs,"7000 Roswell Rd, Atlanta, GA 30328, USA",Atlanta,GA,(770) 617-5017,http://lawnworkssandysprings.com/,5,33,"general_contractor, service, point_of_interest, establishment",Monday: 6:00 AM – 6:00 PM | Tuesday: 6:00 AM – 6:00 PM | Wednesday: 6:00 AM – 6:00 PM | Thursday: 6:00 AM – 6:00 PM | Friday: 6:00 AM – 6:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM,https://maps.google.com/?cid=9598607443318607133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"lawn mowing service Atlanta, GA",landscaping,2026-03-11T15:49:25.817432,ChIJEXImQMnrOwMRHQ1tNZ0aNYU
Canny Cut Landscaping,"2091 Brewer Blvd SW, Atlanta, GA 30310, USA",Atlanta,GA,(470) 531-4212,https://cannycutlandscaping.com/,4.8,49,"general_contractor, service, point_of_interest, establishment",Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 1:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=2858465236173711899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"lawn mowing service Atlanta, GA",landscaping,2026-03-11T15:49:25.817438,ChIJC9RkiYUHDQ8RG-rvzPxOqyc
DaGraca Landscaping Services,"1273 Metropolitan Ave SE #17602, Atlanta, GA 30316, USA",Atlanta,GA,,http://dagracalandscapingservices.com/?utm_source=gmb&utm_medium=referral,4.8,32,"general_contractor, service, point_of_interest, establishment",Monday: Closed | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: Closed | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=16616718988146425187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"lawn mowing service Atlanta, GA",landscaping,2026-03-11T15:49:25.817446,ChIJsbG8bvgB9YgRY730bOFxmuY
Affordable mowing services llc,"3025 Sweet Flag Run, Austell, GA 30106, USA",Atlanta,GA,(404) 996-8419,http://www.affordablemowingservicesllc.com/,4.7,39,"service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 12:00 PM | Sunday: Closed,https://maps.google.com/?cid=13985697666427290830&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"lawn mowing service Atlanta, GA",landscaping,2026-03-11T15:49:25.817452,ChIJoXeUJjEj9YgRzoRon-0tF8I
Gibbs Landscape Company,"4055 Atlanta Rd SE, Smyrna, GA 30080, USA",Atlanta,GA,(770) 432-7761,http://www.gibbslandscape.com/,4.5,162,"general_contractor, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=72212738413695113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaper Atlanta, GA",landscaping,2026-03-11T15:49:27.345172,ChIJizSkap0Q9YgRiRBoXRqNAAE
Community Foodscapes,"848 Oglethorpe Ave SW Suite 115512, Atlanta, GA 30310, USA",Atlanta,GA,(470) 600-2636,https://www.communityfoodscapes.org/,4.9,65,"general_contractor, service, point_of_interest, establishment",Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=4555440619334242577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaper Atlanta, GA",landscaping,2026-03-11T15:49:27.345188,ChIJp7MHnDED9YgREZHNhhstOD8
Venyscapes Landscaping,"3955 Flintridge Dr, Stone Mountain, GA 30083, USA",Atlanta,GA,(404) 886-1751,https://venyscapes.com/,4.9,337,"general_contractor, point_of_interest, service, establishment",Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=2770473392664297598&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"landscaping company Decatur, GA",landscaping,2026-03-11T15:49:28.949420,ChIJ8VMqkiap9YgRfkBtPd-yciY
