name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age
Wang and Cortes Dental,"
4212 S Manhattan Ave, Tampa, FL 33611, United States",Core Tampa,Tampa,+1 813-295-7422,http://www.yoursouthtampadentist.com/,4.8,480,Dentist,Show open hours for the week,https://www.google.com/maps/place/Wang+and+Cortes+Dental/data=!4m7!3m6!1s0x88c2c33da429cb27:0x3dfcb942236b547c!8m2!3d27.9035623!4d-82.5180178!16s%2Fg%2F1tglzs4s!19sChIJJ8sppD3DwogRfFRrI0K5_D0?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:34:39.933183,https://www.facebook.com/WangAndCortesDental,https://www.instagram.com/wangandcortesdental,,480,15,,9,yes,Has online booking; Large team (15 doctors); No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,90d ago
Tampa Bay Smile Makers,"
4208 W Bay to Bay Blvd, Tampa, FL 33629, United States",Core Tampa,Tampa,+1 813-837-3476,https://tampabaysmilemaker.com/?utm_source=local&utm_medium=organic&utm_campaign=GMB,5.0,744,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Tampa+Bay+Smile+Makers/data=!4m7!3m6!1s0x88c2c32896691aff:0x8723493fe3c1e31a!8m2!3d27.9195875!4d-82.5145999!16s%2Fg%2F1tddykc5!19sChIJ_xpplijDwogRGuPB4z9JI4c?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:34:57.126981,,,,744,,,0,no,Website timeout,1,Leaky Funnel,Unknown,Fresh,7d ago
"Tampa Smiles: John L. Redd II, DMD","
907 W Platt St, Tampa, FL 33606, United States",Core Tampa,Tampa,+1 813-981-7517,https://www.tampasmiles.com/,4.9,457,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Tampa+Smiles:+John+L.+Redd+II,+DMD/data=!4m7!3m6!1s0x88c2c484af1c7aa5:0xc6706e050da59221!8m2!3d27.941918!4d-82.4694386!16s%2Fg%2F1tf5fjqq!19sChIJpXocr4TEwogRIZKlDQVucMY?authuser=0&hl=en&rclk=1",dentist South Tampa FL,2026-03-02T13:35:21.237639,https://www.facebook.com/tr,http://www.Instagram.com/Tampa_Smiles,,457,6,,9,yes,Has online booking; Large team (6 doctors),1,Leaky Funnel,Group,Fresh,30d ago
Charles Martin DDS & Lee Zamos DMD South Tampa,"
1810 S MacDill Ave #3, Tampa, FL 33629, United States",Core Tampa,Tampa,+1 813-251-2875,https://www.charlesmartindds.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,5.0,99,Dentist,Show open hours for the week,https://www.google.com/maps/place/Charles+Martin+DDS+%26+Lee+Zamos+DMD+South+Tampa/data=!4m7!3m6!1s0x88c2c3410e05969f:0x59b7df2f0d9f2b13!8m2!3d27.9274648!4d-82.4933077!16s%2Fg%2F1ty75130!19sChIJn5YFDkHDwogREyufDS_ft1k?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:35:45.245156,https://www.facebook.com/CharlesMartinDDS,,,99,25,,9,yes,Has online booking; Large team (25 doctors); Facebook only,1,Leaky Funnel,Group,Fresh,60d ago
Pearl Dental Dr. Rebecca Downie,"
3607 W Azeele St, Tampa, FL 33609, United States",Core Tampa,Tampa,+1 813-803-5767,http://pearldentaltampa.com/,4.9,456,Dentist,Show open hours for the week,https://www.google.com/maps/place/Pearl+Dental+Dr.+Rebecca+Downie/data=!4m7!3m6!1s0x88c2c36c87de2dc9:0xa2d9c557bd0e9594!8m2!3d27.9414424!4d-82.5023358!16s%2Fg%2F11bw46hhyl!19sChIJyS3eh2zDwogRlJUOvVfF2aI?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:36:15.268809,,,,456,8,,8,yes,Has online booking; Large team (8 doctors); No social media; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
Sage Dental of South Tampa,"
1501 S Dale Mabry Hwy suite 101a, Tampa, FL 33629, United States",Core Tampa,Tampa,+1 813-324-3729,https://mysagedental.com/south-tampa?utm_source=Google&utm_medium=Business_Listing,4.6,317,Dentist,Show open hours for the week,https://www.google.com/maps/place/Sage+Dental+of+South+Tampa/data=!4m7!3m6!1s0x88c2c3edcd09af81:0x1d35cc5ee6582c04!8m2!3d27.9299795!4d-82.5061331!16s%2Fg%2F11t_pwll1d!19sChIJga8Jze3DwogRBCxY5l7MNR0?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:36:28.404809,https://www.facebook.com/mysagedental,https://www.instagram.com/mysagedental,,317,45,,10,yes,Has online booking; Large team (45 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
The Tooth Doctor,"
4213 S Manhattan Ave, Tampa, FL 33611, United States",Core Tampa,Tampa,+1 813-605-2573,https://thetoothdoctortampa.net/,4.9,86,Dentist,Show open hours for the week,https://www.google.com/maps/place/The+Tooth+Doctor/data=!4m7!3m6!1s0x88c2dd29ff01e8b3:0x2296e5e9a897074!8m2!3d27.9031722!4d-82.5187605!16s%2Fg%2F11bv3802h9!19sChIJs-gB_yndwogRdHCJml5uKQI?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:36:44.664324,https://www.facebook.com/TDofTampa,,,86,11,,9,no,Large team (11 doctors); Facebook only,1,Leaky Funnel,Group,Recent,10mo ago
Flex Dental,"
310 S Dale Mabry Hwy APT 120, Tampa, FL 33609, United States",Core Tampa,Tampa,+1 813-999-1092,https://www.flex-dental.com/,4.9,456,Dentist,Show open hours for the week,https://www.google.com/maps/place/Flex+Dental/data=!4m7!3m6!1s0x88c2c3104a500001:0xfb3a11d169a85bbc!8m2!3d27.9419506!4d-82.5053504!16s%2Fg%2F11hckm4xlv!19sChIJAQBQShDDwogRvFuoadEROvs?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:37:09.479697,https://www.facebook.com/flexdentaltampa,,,456,8,,9,yes,Has online booking; Large team (8 doctors); Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
Coast Dental,"
2307 S Dale Mabry Hwy Ste C, Tampa, FL 33629, United States",Core Tampa,Tampa,+1 813-254-6838,https://www.coastdental.com/dentist-office/tampa-fl-33629?utm_source=gmb&utm_medium=organic,4.5,660,Dentist,Show open hours for the week,https://www.google.com/maps/place/Coast+Dental/data=!4m7!3m6!1s0x88c2c33b15229e91:0x6e17975f3907e42b!8m2!3d27.924385!4d-82.5063638!16s%2Fg%2F1thx4vfk!19sChIJkZ4iFTvDwogRK-QHOV-XF24?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:37:32.843485,https://www.facebook.com/coastdental,https://www.instagram.com/coastdentalofficial,,660,7,,10,yes,Has online booking; Large team (7 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
OneSource Dental of South Tampa,"
3617 W Swann Ave, Tampa, FL 33609, United States",Core Tampa,Tampa,+1 813-773-3145,https://www.onesourcedentalsouthtampa.com/,5.0,147,Dentist,Show open hours for the week,https://www.google.com/maps/place/OneSource+Dental+of+South+Tampa/data=!4m7!3m6!1s0x88c2c3114ce0b975:0xcc27b19b004adee9!8m2!3d27.9378185!4d-82.5031721!16s%2Fg%2F1tkjl_0q!19sChIJdbngTBHDwogR6d5KAJuxJ8w?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:37:55.932933,https://www.facebook.com/OneSourceDentalofSouthTampa,https://www.instagram.com/onesourcedental,,147,14,,9,no,Large team (14 doctors),1,Leaky Funnel,Group,Fresh,14d ago
Dentistry On Swann,"
3612 W Swann Ave, Tampa, FL 33609, United States",Core Tampa,Tampa,+1 813-879-6370,http://www.dentistryonswann.com/,4.9,869,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dentistry+On+Swann/data=!4m7!3m6!1s0x88c2c316cbb2a1e5:0xc1b6b8d4d0700068!8m2!3d27.9372618!4d-82.50344!16s%2Fg%2F1tdfzhzn!19sChIJ5aGyyxbDwogRaABw0NS4tsE?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:38:15.045094,http://www.facebook.com/2008/fbml,,,869,10,,7,no,Large team (10 doctors); Facebook only; No SSL,1,Leaky Funnel,Group,Fresh,7d ago
Advanced Dental Associates of South Tampa,"
4312 W El Prado Blvd, Tampa, FL 33629, United States",Core Tampa,Tampa,+1 813-831-8588,https://www.dentistrysouthtampa.com/,4.9,274,Dentist,Show open hours for the week,https://www.google.com/maps/place/Advanced+Dental+Associates+of+South+Tampa/data=!4m7!3m6!1s0x88c2c36666565879:0x4afdf2a441b74ed1!8m2!3d27.9112407!4d-82.5169137!16s%2Fg%2F11hz6p350f!19sChIJeVhWZmbDwogR0U63QaTy_Uo?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:38:58.464023,https://www.facebook.com/AdvancedDentalAssociatesTampa,,,274,1,,9,no,Single practitioner; Facebook only,1,Leaky Funnel,Solo,Fresh,7d ago
"Ed Francisco, DDS - South Tampa Dentist","
2210 S MacDill Ave, Tampa, FL 33629, United States",Core Tampa,Tampa,+1 813-251-4432,https://www.edfranciscodds.com/,4.7,123,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Ed+Francisco,+DDS+-+South+Tampa+Dentist/data=!4m7!3m6!1s0x88c2c346cee09431:0x7df115d755ae5e2!8m2!3d27.9246795!4d-82.4933762!16s%2Fg%2F1tx4q416!19sChIJMZTgzkbDwogR4uVadV0R3wc?authuser=0&hl=en&rclk=1",dentist South Tampa FL,2026-03-02T13:39:22.209567,,https://www.instagram.com/edfranciscodds,,123,8,,10,yes,Has online booking; Large team (8 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,90d ago
"Manhattan Dental Solutions, LLC","
4355 S Manhattan Ave, Tampa, FL 33611, United States",Core Tampa,Tampa,+1 813-839-5351,http://manhattandentaltampa.com/,4.8,79,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Manhattan+Dental+Solutions,+LLC/data=!4m7!3m6!1s0x88c2dd29d6f110e5:0x26f5972be4c4bd7!8m2!3d27.9009306!4d-82.5187884!16s%2Fg%2F11gzqg5s34!19sChIJ5RDx1indwogR10tMvnJZbwI?authuser=0&hl=en&rclk=1",dentist South Tampa FL,2026-03-02T13:39:43.834656,,,,79,3,,7,no,No social media; No SSL,1,Leaky Funnel,Group,Fresh,60d ago
Coast Dental,"
2605 W Swann Ave #200, Tampa, FL 33609, United States",Core Tampa,Tampa,+1 813-871-6050,https://www.coastdental.com/dentist-office/tampa-fl-33609?utm_source=gmb&utm_medium=organic,4.5,667,Dentist,Show open hours for the week,https://www.google.com/maps/place/Coast+Dental/data=!4m7!3m6!1s0x88c2c36f3ee9f0af:0xd8a2da24ba80e960!8m2!3d27.9379357!4d-82.487389!16s%2Fg%2F1tg516c7!19sChIJr_DpPm_DwogRYOmAuiTaotg?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:40:08.893635,https://www.facebook.com/coastdental,https://www.instagram.com/coastdentalofficial,,667,11,,10,yes,Has online booking; Large team (11 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
South Tampa Kids Dental Krewe,"
3514 W Bay to Bay Blvd #102, Tampa, FL 33629, United States",Core Tampa,Tampa,+1 813-835-5437,http://www.southtampakids.com/,4.9,653,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/South+Tampa+Kids+Dental+Krewe/data=!4m7!3m6!1s0x88c2c3375f19ca93:0x84c0b5533cb25a54!8m2!3d27.9194588!4d-82.50112!16s%2Fg%2F1pzx04p0r!19sChIJk8oZXzfDwogRVFqyPFO1wIQ?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:40:29.790076,https://www.facebook.com/SouthTampaKids,,,653,1,,7,no,Single practitioner; Facebook only; No SSL,1,Leaky Funnel,Solo,Fresh,14d ago
Agoka Dental,"
3306 W Kennedy Blvd, Tampa, FL 33609, United States",Core Tampa,Tampa,+1 813-879-9000,http://www.agokadental.com/,4.9,535,Dentist,Show open hours for the week,https://www.google.com/maps/place/Agoka+Dental/data=!4m7!3m6!1s0x88c2c30d39cb2d85:0xa3393258761901fe!8m2!3d27.9445989!4d-82.4976275!16s%2Fg%2F1tgs1qpj!19sChIJhS3LOQ3DwogR_gEZdlgyOaM?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:40:48.448346,https://www.facebook.com/agokadentalusa,https://www.instagram.com/p/DL2965thICN,,535,6,,9,yes,Has online booking; Large team (6 doctors); No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Signature Smiles of Tampa,"
3814 W Bay Vista Ave, Tampa, FL 33611, United States",Core Tampa,Tampa,+1 813-302-9282,https://signaturesmilesoftampa.com/,4.9,103,Dentist,Show open hours for the week,https://www.google.com/maps/place/Signature+Smiles+of+Tampa/data=!4m7!3m6!1s0x88c2dd970dbf95f1:0x66343628e5153fdf!8m2!3d27.9062116!4d-82.5069344!16s%2Fg%2F11w96gsdkz!19sChIJ8ZW_DZfdwogR3z8V5Sg2NGY?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:41:10.794027,https://www.facebook.com/people/Signature-Smiles-of-Tampa,,,103,10,,10,yes,Has online booking; Large team (10 doctors); Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
The Family Dentist- Dr Ron O'Neal (South Tampa),"
3733 W Neptune St, Tampa, FL 33629, United States",Core Tampa,Tampa,+1 813-253-5303,https://www.tampabayfamilydentist.com/,4.9,43,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/The+Family+Dentist-+Dr+Ron+O%27Neal+%28South+Tampa%29/data=!4m7!3m6!1s0x88c2c33d75e53451:0xa95dc136b9621abd!8m2!3d27.930573!4d-82.5050956!16s%2Fg%2F11c606g8x1!19sChIJUTTldT3DwogRvRpiuTbBXak?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:41:42.187839,,,,43,10,,7,no,Large team (10 doctors); No social media,1,Leaky Funnel,Group,Recent,12mo ago
South Tampa Pediatric Dentistry,"
3224 Henderson Blvd, Tampa, FL 33609, United States",Core Tampa,Tampa,+1 813-874-0111,http://www.tampapedo.com/,4.9,250,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/South+Tampa+Pediatric+Dentistry/data=!4m7!3m6!1s0x88c2c372a4ce9da1:0xd493ac0736dde12d!8m2!3d27.9435271!4d-82.4959475!16s%2Fg%2F1tf_j5wx!19sChIJoZ3OpHLDwogRLeHdNgesk9Q?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:42:07.354323,https://www.facebook.com/SouthTampaPediatricDentistry,,,250,24,,7,no,Large team (24 doctors); Facebook only; No SSL,1,Leaky Funnel,Group,Fresh,30d ago
Seminole Heights Family Dentistry,"
300 W Hillsborough Ave, Tampa, FL 33604, United States",Core Tampa,Tampa,+1 813-882-5211,https://www.sh-dentist.com/,4.9,454,Dentist,Show open hours for the week,https://www.google.com/maps/place/Seminole+Heights+Family+Dentistry/data=!4m7!3m6!1s0x88c2c52b7856c637:0xb0428d26c7f38b5e!8m2!3d27.9957929!4d-82.4637312!16s%2Fg%2F11g0kf53l9!19sChIJN8ZWeCvFwogRXovzxyaNQrA?authuser=0&hl=en&rclk=1,dentist Ybor City Tampa FL,2026-03-02T13:42:27.180848,https://www.facebook.com/SeminoleHeightsDentist,,,454,5,,9,no,Facebook only,1,Leaky Funnel,Group,Fresh,14d ago
Bay Cosmetic Dentistry,"
3716 W Neptune St, Tampa, FL 33629, United States",Core Tampa,Tampa,+1 813-254-1007,https://www.baycosmeticdentistry.org/,4.8,632,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Bay+Cosmetic+Dentistry/data=!4m7!3m6!1s0x88c2c33da3de34ab:0x42a3f28f57a16916!8m2!3d27.9300143!4d-82.5047481!16s%2Fg%2F11b8b2p5w6!19sChIJqzTeoz3DwogRFmmhV4_yo0I?authuser=0&hl=en&rclk=1,dentist South Tampa FL,2026-03-02T13:42:34.652344,http://www.facebook.com/2008/fbml,https://www.instagram.com/baycosmeticdentists,,632,7,,10,yes,Has online booking; Large team (7 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Broadway Dental,"
5811 E Broadway Ave, Tampa, FL 33619, United States",Core Tampa,Tampa,+1 813-623-1014,https://www.tampabroadwaydental.com/?utm_source=gmb&utm_medium=organic,4.7,619,Dentist,Show open hours for the week,https://www.google.com/maps/place/Broadway+Dental/data=!4m7!3m6!1s0x88c2c589c3c746f7:0x4ab9ea1bb4f7c42c!8m2!3d27.9644382!4d-82.3895387!16s%2Fg%2F1td61j1s!19sChIJ90bHw4nFwogRLMT3tBvquUo?authuser=0&hl=en&rclk=1,dentist Ybor City Tampa FL,2026-03-02T13:42:47.536650,https://www.facebook.com/BroadwayDentalAmitDoshi,,,619,5,,10,yes,Has online booking; Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
Emergency Dentist Tampa,"
9 E 9th Ave, Tampa, FL 33605, United States",Core Tampa,Tampa,+1 813-519-6203,,5.0,,Emergency dental service,,https://www.google.com/maps/place/Emergency+Dentist+Tampa/data=!4m7!3m6!1s0x88c2c509dc376411:0xdb56c9cd57e1e7a7!8m2!3d27.9616164!4d-82.4409936!16s%2Fg%2F11r9v76t68!19sChIJEWQ33AnFwogRp-fhV83JVts?authuser=0&hl=en&rclk=1,dentist Ybor City Tampa FL,2026-03-02T13:43:12.094507,,,,,,,0,,No website,4,Invisible Good,Unknown,No reviews,
Advanced Dental Care of Tampa,"
3922 W Hillsborough Ave, Tampa, FL 33614, United States",Core Tampa,Tampa,+1 813-603-5109,https://www.adc-fl.com/dentist-office/tampa-fl-33614?utm_source=Google&utm_medium=KnowledgePanel&utm_campaign=Website,4.7,797,Dentist,Show open hours for the week,https://www.google.com/maps/place/Advanced+Dental+Care+of+Tampa/data=!4m7!3m6!1s0x88c2c3d9fff501bd:0x1e3fb37e4a84db26!8m2!3d27.9959014!4d-82.5098476!16s%2Fg%2F1tgz682d!19sChIJvQH1_9nDwogRJtuESn6zPx4?authuser=0&hl=en&rclk=1,dentist Ybor City Tampa FL,2026-03-02T13:43:33.100982,,,,797,,,5,no,No social media,1a,Leaky Funnel - No Booking,Group,Fresh,60d ago
Luz Hernandez DDS,"
2010 E Hillsborough Ave, Tampa, FL 33610, United States",Core Tampa,Tampa,+1 813-370-1040,https://www.luzdds.com/,4.9,146,Dentist,Show open hours for the week,https://www.google.com/maps/place/Luz+Hernandez+DDS/data=!4m7!3m6!1s0x88c2b78387708cbb:0xea59d8e96ed24749!8m2!3d27.997065!4d-82.4359866!16s%2Fg%2F1tcw4dlt!19sChIJu4xwh4O3wogRSUfSbunYWeo?authuser=0&hl=en&rclk=1,dentist Ybor City Tampa FL,2026-03-02T13:43:53.948939,https://www.facebook.com/LuzHernandezDDS,,,146,10,,9,yes,Has online booking; Large team (10 doctors); Facebook only,1,Leaky Funnel,Group,Fresh,120d ago
