segment,segment_name,name,city,phone,website,rating,review_count,site_score,facebook_url,instagram_url,easy_url,easy_score,doctor_count,google_maps_url,comments
1,Leaky Funnel,"מרפאת שיניים ד""ר פדי מאיר - Dr. Pedi Meir dental clinic",תל אביב,055-680-3661,https://www.linkedin.com/in/pedi-meir-%D7%A4%D7%93%D7%99-%D7%9E%D7%90%D7%99%D7%A8/,4.5,24,7,,,,,,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%A4%D7%93%D7%99+%D7%9E%D7%90%D7%99%D7%A8+-+Dr.+Pedi+Meir+dental+clinic%E2%80%AD/data=!4m7!3m6!1s0x151d4b8814d2f91d:0xaf87bfcbd5199754!8m2!3d32.0859963!4d34.7775534!16s%2Fg%2F1tcy1cc1!19sChIJHfnSFIhLHRURVJcZ1cu_h68?authuser=0&hl=iw&rclk=1,Has online booking; No social media
1,Leaky Funnel,איילון המרכז להשתלות שיניים,רמת גן,073-794-7770,http://ayalondental.co.il/,4.3,27,7,,,https://easy.co.il/page/10029187,8.8,7,https://www.google.com/maps/place/%D7%90%D7%99%D7%99%D7%9C%D7%95%D7%9F+%D7%94%D7%9E%D7%A8%D7%9B%D7%96+%D7%9C%D7%94%D7%A9%D7%AA%D7%9C%D7%95%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4bc73100c933:0x30b1b15cccac7344!8m2!3d32.0845947!4d34.8026708!16s%2Fg%2F11ggzkq01y!19sChIJM8kAMcdLHRURRHOszFyxsTA?authuser=0&hl=iw&rclk=1,Has online booking; Large team (7 doctors); No social media
1,Leaky Funnel,"ד""ר יוסף פיש",תל אביב,052-333-0456,http://www.drfish.co.il/,4.3,21,7,,,,,4,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%99%D7%95%D7%A1%D7%A3+%D7%A4%D7%99%D7%A9%E2%80%AD/data=!4m7!3m6!1s0x151d4b8493e79221:0xdb68106d85198ef8!8m2!3d32.076402!4d34.7831596!16s%2Fg%2F1tf62jn4!19sChIJIZLnk4RLHRUR-I4ZhW0QaNs?authuser=0&hl=iw&rclk=1,Has online booking; No social media
1,Leaky Funnel,"רשת מרפאות שיניים ד""ר עמוס בוחניק",בני ברק,03-618-1122,https://shinaim.net/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA-%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%91%D7%A0%D7%99-%D7%91%D7%A8%D7%A7/,4.2,24,9,https://www.facebook.com/reshetshinaim,,,,24,https://www.google.com/maps/place/%D7%A8%D7%A9%D7%AA+%D7%9E%D7%A8%D7%A4%D7%90%D7%95%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%A2%D7%9E%D7%95%D7%A1+%D7%91%D7%95%D7%97%D7%A0%D7%99%D7%A7%E2%80%AD/data=!4m7!3m6!1s0x151d4a25244aa959:0x2baab066777bec19!8m2!3d32.0859644!4d34.8315077!16s%2Fg%2F11hcw757lh!19sChIJWalKJCVKHRURGex7d2awqis?authuser=0&hl=iw&rclk=1,Has online booking; Large team (24 doctors); Facebook only
1,Leaky Funnel,"ד""ר ברונו קריינר - מומחה לכירורגיית פה ולסתות",בני ברק,03-750-0900,http://www.dr-kreiner.co.il/,4.2,21,7,,,,,7,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%91%D7%A8%D7%95%D7%A0%D7%95+%D7%A7%D7%A8%D7%99%D7%99%D7%A0%D7%A8+-+%D7%9E%D7%95%D7%9E%D7%97%D7%94+%D7%9C%D7%9B%D7%99%D7%A8%D7%95%D7%A8%D7%92%D7%99%D7%99%D7%AA+%D7%A4%D7%94+%D7%95%D7%9C%D7%A1%D7%AA%D7%95%D7%AA%E2%80%AD/data=!4m7!3m6!1s0x151d4b82c38ca14d:0xba83351d63c7e4a5!8m2!3d32.0940677!4d34.8232383!16s%2Fg%2F11fflxl3lr!19sChIJTaGMw4JLHRURpeTHYx01g7o?authuser=0&hl=iw&rclk=1,Has online booking; Large team (7 doctors); No social media
1,Leaky Funnel,"ד""ר אמיל ליטבק - רפואת שיניים בלייזר - טיפולי שיניים ללא כאב",קרית אונו,054-450-0109,http://www.laser4u.co.il/,4.2,21,7,https://www.facebook.com/%D7%93%D7%A8-%D7%9C%D7%99%D7%98%D7%91%D7%A7-%D7%94%D7%9E%D7%A8%D7%A4%D7%90%D7%94-%D7%9C%D7%A8%D7%A4%D7%95%D7%90%D7%AA-%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%9C%D7%99%D7%99%D7%96%D7%A8-171547917038295/,,,,7,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%90%D7%9E%D7%99%D7%9C+%D7%9C%D7%99%D7%98%D7%91%D7%A7+-+%D7%A8%D7%A4%D7%95%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%9C%D7%99%D7%99%D7%96%D7%A8+-+%D7%98%D7%99%D7%A4%D7%95%D7%9C%D7%99+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%9C%D7%9C%D7%90+%D7%9B%D7%90%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d3587f89d8529:0x63612e41053d192e!8m2!3d32.0554366!4d34.8625763!16s%2Fg%2F12hygrsmm!19sChIJKYWd-Ic1HRURLhk9BUEuYWM?authuser=0&hl=iw&rclk=1,Large team (7 doctors); Facebook only
1,Leaky Funnel,"ד""ר חיה מאיר - רופאת שיניים",תל אביב,03-529-2856,https://dr-meir.co.il/,4.1,22,8,https://www.facebook.com/1395008790615058,,https://easy.co.il/page/2769051,8.4,5,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%97%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%A8+-+%D7%A8%D7%95%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4b91146c768f:0xf5ae259c028b6283!8m2!3d32.0814278!4d34.7898728!16s%2Fg%2F1typqpkh!19sChIJj3ZsFJFLHRURg2KLApwlrvU?authuser=0&hl=iw&rclk=1,Has online booking; Large team (5 doctors); Facebook only
1,Leaky Funnel,פרופ' זיו מזור,תל אביב,077-363-0360,http://www.drmazor.com/,4.0,20,7,https://www.facebook.com/zmazor/,,https://easy.co.il/page/26799070,8.1,8,https://www.google.com/maps/place/%D7%A4%D7%A8%D7%95%D7%A4%27+%D7%96%D7%99%D7%95+%D7%9E%D7%96%D7%95%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d380d3f01094f:0xe351dc51d6054ce5!8m2!3d32.0771866!4d34.7933339!16s%2Fg%2F1t_6jwv_!19sChIJTwkBPw04HRUR5UwF1lHcUeM?authuser=0&hl=iw&rclk=1,Has online booking; Large team (8 doctors); Facebook only
2,"Warm Digital, No Proof",וינברג מדיקל סנטר - Weinberg Medical Center,תל אביב,055-318-0171,https://weinmc.com/,5.0,,9,https://www.facebook.com/WeinbergMedicalCenter/,,https://easy.co.il/page/10147032,8.8,5,https://www.google.com/maps/place/%D7%95%D7%99%D7%A0%D7%91%D7%A8%D7%92+%D7%9E%D7%93%D7%99%D7%A7%D7%9C+%D7%A1%D7%A0%D7%98%D7%A8+-+Weinberg+Medical+Center%E2%80%AD/data=!4m7!3m6!1s0x151d4b2cdeeb0b87:0xa5ab5403fe7c317d!8m2!3d32.0814278!4d34.7898728!16s%2Fg%2F11l2_k8cg2!19sChIJhwvr3ixLHRURfTF8_gNUq6U?authuser=0&hl=iw&rclk=1,Has online booking; Large team (5 doctors); Facebook only
2,"Warm Digital, No Proof","מרפאת שיניים ד""ר שחר דריי",תל אביב,03-522-5645,https://www.drshahardray.co.il/,5.0,4,10,https://www.facebook.com/DrShaharDray/,https://www.instagram.com/drshahardray/,https://easy.co.il/page/4809712,8.8,,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%A9%D7%97%D7%A8+%D7%93%D7%A8%D7%99%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d4b861567ad0d:0xc40fdf1fe89f6a5c!8m2!3d32.0889797!4d34.7972657!16s%2Fg%2F11fmvkx46k!19sChIJDa1nFYZLHRURXGqf6B_fD8Q?authuser=0&hl=iw&rclk=1,Has online booking
2,"Warm Digital, No Proof","ד""ר שירה חזק",תל אביב,054-814-2232,https://shinanihot.com/,5.0,,5,,,,,1,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A9%D7%99%D7%A8%D7%94+%D7%97%D7%96%D7%A7%E2%80%AD/data=!4m7!3m6!1s0x151d4be8942d22e1:0xaa43c059e65298c1!8m2!3d32.0861192!4d34.792311!16s%2Fg%2F11v150g0sz!19sChIJ4SItlOhLHRURwZhS5lnAQ6o?authuser=0&hl=iw&rclk=1,Has online booking; Single practitioner; No social media
2,"Warm Digital, No Proof","ד""ר יצחק ג'יניאו",תל אביב,,https://mysiteis.co.il/dritschak/,5.0,,8,https://www.facebook.com/%D7%90%D7%9C%D7%98%D7%A8%D7%A0%D7%98%D7%99%D7%91%D7%9C%D7%99-145195215501155/,,https://easy.co.il/page/3057020,9.0,10,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%99%D7%A6%D7%97%D7%A7+%D7%92%27%D7%99%D7%A0%D7%99%D7%90%D7%95%E2%80%AD/data=!4m7!3m6!1s0x151d4b84918de9d1:0xfae4c419b1b4473d!8m2!3d32.076402!4d34.7831596!16s%2Fg%2F11fnwh8kg_!19sChIJ0emNkYRLHRURPUe0sRnE5Po?authuser=0&hl=iw&rclk=1,Large team (10 doctors); Facebook only
2,"Warm Digital, No Proof","מרפאות ד""ר אבי וינברג",תל אביב,052-673-8731,https://www.dr-weinberg.com/,5.0,16,7,https://www.facebook.com/dr.weinberg.clinic/?locale=he_IL,https://www.instagram.com/dr_avi_weinberg/,https://easy.co.il/page/9186021,8.8,13,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%95%D7%AA+%D7%93%22%D7%A8+%D7%90%D7%91%D7%99+%D7%95%D7%99%D7%A0%D7%91%D7%A8%D7%92%E2%80%AD/data=!4m7!3m6!1s0x151d4b8e1ff5d7e3:0xe0fdf8639795a4d!8m2!3d32.0814278!4d34.7898728!16s%2Fg%2F1tgldcrx!19sChIJ49f1H45LHRURTVp5OYbfDw4?authuser=0&hl=iw&rclk=1,Large team (13 doctors)
2,"Warm Digital, No Proof","ד״ר חגי מירון, כירורג פה פנים ולסתות",תל אביב,054-823-4560,http://drhm.co.il/,5.0,,3,,,,,,"https://www.google.com/maps/place/%D7%93%D7%B4%D7%A8+%D7%97%D7%92%D7%99+%D7%9E%D7%99%D7%A8%D7%95%D7%9F,+%D7%9B%D7%99%D7%A8%D7%95%D7%A8%D7%92+%D7%A4%D7%94+%D7%A4%D7%A0%D7%99%D7%9D+%D7%95%D7%9C%D7%A1%D7%AA%D7%95%D7%AA%E2%80%AD/data=!4m7!3m6!1s0x151d488e9da1ea39:0xbd7f2cee51cdf5e9!8m2!3d32.0749514!4d34.7838708!16s%2Fg%2F11fmw_wmfs!19sChIJOeqhnY5IHRUR6fXNUe4sf70?authuser=0&hl=iw&rclk=1",No social media
2,"Warm Digital, No Proof","ד""ר עדן זר",תל אביב,052-239-5313,http://www.drez.co.il/,5.0,16,8,,https://www.instagram.com/dredenzar/,https://easy.co.il/page/27385928,8.6,11,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A2%D7%93%D7%9F+%D7%96%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d4b047089e6ff:0x38555750ac383b88!8m2!3d32.08045!4d34.8062971!16s%2Fg%2F11w9h96272!19sChIJ_-aJcARLHRURiDs4rFBXVTg?authuser=0&hl=iw&rclk=1,Has online booking; Large team (11 doctors)
2,"Warm Digital, No Proof","ד""ר חגית פניני - רופאת שיניים - מומחית לשיקום הפה",תל אביב,03-562-4866,http://drpnini.co.il/,5.0,8,8,https://www.facebook.com/drpnini,,https://easy.co.il/page/26224060,8.9,12,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%97%D7%92%D7%99%D7%AA+%D7%A4%D7%A0%D7%99%D7%A0%D7%99+-+%D7%A8%D7%95%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+-+%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%AA+%D7%9C%D7%A9%D7%99%D7%A7%D7%95%D7%9D+%D7%94%D7%A4%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d496740b0567f:0x30c8593d965e516d!8m2!3d32.1118678!4d34.7974995!16s%2Fg%2F11cjj9vkv4!19sChIJf1awQGdJHRURbVFelj1ZyDA?authuser=0&hl=iw&rclk=1,Has online booking; Large team (12 doctors); Facebook only
2,"Warm Digital, No Proof",פופקו דנטל,תל אביב,03-605-3311,http://www.pupko.co.il/,5.0,,6,https://www.facebook.com/pupko.dental/,,,,,https://www.google.com/maps/place/%D7%A4%D7%95%D7%A4%D7%A7%D7%95+%D7%93%D7%A0%D7%98%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151d4beb90cd5a73:0x5621a40cf2fc65a!8m2!3d32.0907542!4d34.7918055!16s%2Fg%2F1w0r2520!19sChIJc1rNkOtLHRURWsYvz0AaYgU?authuser=0&hl=iw&rclk=1,Facebook only
2,"Warm Digital, No Proof",ירון אבני,תל אביב,03-642-2164,https://www.dryaron.co.il/,5.0,4,9,https://www.facebook.com/%D7%93%D7%A8-%D7%99%D7%A8%D7%95%D7%9F-%D7%90%D7%91%D7%A0%D7%99-%D7%94%D7%A9%D7%AA%D7%9C%D7%95%D7%AA-%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%A9%D7%99%D7%A7%D7%95%D7%9D-%D7%94%D7%A4%D7%94-%D7%95%D7%A8%D7%A4%D7%95%D7%90%D7%AA-%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%AA-930309140315784/,,,,9,https://www.google.com/maps/place/%D7%99%D7%A8%D7%95%D7%9F+%D7%90%D7%91%D7%A0%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d496b4e041481:0xa4658a1f371c2be8!8m2!3d32.1253296!4d34.7982794!16s%2Fg%2F11hzv4x7v9!19sChIJgRQETmtJHRUR6CscNx-KZaQ?authuser=0&hl=iw&rclk=1,Has online booking; Large team (9 doctors); Facebook only
2,"Warm Digital, No Proof","ד""ר יוסי פנקס - רופא שיניים",רמת גן,03-613-6204,http://www.drpinkas.co.il/,5.0,11,7,https://www.facebook.com/yossi6136204/,,,,10,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%99%D7%95%D7%A1%D7%99+%D7%A4%D7%A0%D7%A7%D7%A1+-+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4bb9cc365779:0x123d4b61763944da!8m2!3d32.08045!4d34.8062971!16s%2Fg%2F11hbs_f0dy!19sChIJeVc2zLlLHRUR2kQ5dmFLPRI?authuser=0&hl=iw&rclk=1,Has online booking; Large team (10 doctors); Facebook only
