name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,business_status,has_website,search_term,vertical,scraped_at,place_id
Gemba Automotive,"1451 N 32nd St, Phoenix, AZ 85008, USA",Phoenix,AZ,(602) 275-2187,https://www.gembaautomotive.com/auto-repair-shop-phoenix-az,4.8,290,"tire_shop, auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 5:30 PM | Friday: 7:30 AM – 5:30 PM | Saturday: 7:30 AM – 5:30 PM | Sunday: Closed,https://maps.google.com/?cid=16598128170408754543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto repair shop Phoenix, AZ",auto_repair,2026-03-11T15:48:41.972197,ChIJJ0fDl9oNK4cRbz2eXaFlWOY
D & W Auto Service,"3039 E Thomas Rd, Phoenix, AZ 85016, USA",Phoenix,AZ,(602) 954-7923,https://phoenixhondarepair.com/,4.9,143,"car_repair, service, point_of_interest, establishment",Monday: 7:30 AM – 3:00 PM | Tuesday: 7:30 AM – 3:00 PM | Wednesday: 7:30 AM – 3:00 PM | Thursday: 7:30 AM – 3:00 PM | Friday: 7:30 AM – 12:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=4601492408874650211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto repair shop Phoenix, AZ",auto_repair,2026-03-11T15:48:41.972204,ChIJvW3HcbkNK4cRY0qhU_fI2z8
Tony's Auto Service Center,"5602 E Thomas Rd, Phoenix, AZ 85018, USA",Phoenix,AZ,(480) 945-7788,http://tonysautoservicecenter.com/,4.8,311,"chauffeur_service, medical_clinic, transportation_service, car_repair, service, health, point_of_interest, establishment",Monday: 7:00 AM – 5:30 PM | Tuesday: 7:00 AM – 5:30 PM | Wednesday: 7:00 AM – 5:30 PM | Thursday: 7:00 AM – 5:30 PM | Friday: 7:00 AM – 5:30 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=17870238303479916469&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto repair shop Phoenix, AZ",auto_repair,2026-03-11T15:48:41.972211,ChIJqXEnkA4MK4cRted_cg7X__c
Thunderbird Automotive Specialists,"3502 W Thunderbird Rd, Phoenix, AZ 85053, USA",Phoenix,AZ,(602) 962-9282,https://www.tbirdauto.com/,4.7,763,"tire_shop, auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=11340382508528791908&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto repair shop Phoenix, AZ",auto_repair,2026-03-11T15:48:41.972217,ChIJXdmCU65uK4cRZHHpvc4hYZ0
Jimmy G's Automotive - Full-Service Auto Repair,"17217 N Tatum Blvd, Phoenix, AZ 85032, USA",Phoenix,AZ,(480) 599-5111,https://jimmygsautomotive.com/,5,545,"tire_shop, auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: 7:30 AM – 5:00 PM | Tuesday: 7:30 AM – 5:00 PM | Wednesday: 7:30 AM – 5:00 PM | Thursday: 7:30 AM – 5:00 PM | Friday: 7:30 AM – 5:00 PM | Saturday: 7:30 AM – 4:00 PM | Sunday: Closed,https://maps.google.com/?cid=13907265257185547097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto repair shop Phoenix, AZ",auto_repair,2026-03-11T15:48:41.972224,ChIJswIZdTdxK4cRWROtSxGIAME
The Auto Shop,"1705 E Jefferson St, Phoenix, AZ 85034, USA",Phoenix,AZ,(602) 256-6164,https://phoenixautoshop.com/,4.5,89,"car_repair, service, point_of_interest, establishment",Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=18301244688870606232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto repair shop Phoenix, AZ",auto_repair,2026-03-11T15:48:41.972231,ChIJGXfZpD0SK4cRmAWjkxQV-_0
AZ Auto Repair and Body,"3016 W Van Buren St, Phoenix, AZ 85009, USA",Phoenix,AZ,(602) 653-6369,https://azautorepairandbody.com/,4.6,200,"car_repair, service, point_of_interest, establishment",Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: Closed,https://maps.google.com/?cid=13093851851700530044&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto repair shop Phoenix, AZ",auto_repair,2026-03-11T15:48:41.972237,ChIJSwpjwowTK4cRfGsziuK0trU
Alexanders Auto Repair,"3310 E Thomas Rd, Phoenix, AZ 85018, USA",Phoenix,AZ,(602) 956-3781,https://www.alexandersautorepair.com/,4.7,250,"car_repair, service, point_of_interest, establishment",Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 5:30 PM | Friday: 7:30 AM – 5:30 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=13186577778356339596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto repair shop Phoenix, AZ",auto_repair,2026-03-11T15:48:41.972244,ChIJKcl9FbcNK4cRjEP9uZ8iALc
Millennium Auto Repair,"1843 West Campbell Ave, Phoenix, AZ 85015, USA",Phoenix,AZ,(602) 277-0601,https://millenniumautorepairaz.com/,4.6,709,"tire_shop, auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: 8:00 AM – 5:30 PM | Tuesday: 8:00 AM – 5:30 PM | Wednesday: 8:00 AM – 5:30 PM | Thursday: 8:00 AM – 5:30 PM | Friday: 8:00 AM – 5:30 PM | Saturday: 8:00 AM – 5:30 PM | Sunday: Closed,https://maps.google.com/?cid=12222119689548348274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto repair shop Phoenix, AZ",auto_repair,2026-03-11T15:48:41.972251,ChIJub50aR8TK4cRcjvWIRqxnak
The Fix Auto Repair,"10409 N 21st Ave #2, Phoenix, AZ 85021, USA",Phoenix,AZ,(480) 242-5382,https://thefixautorepairaz.com/,4,72,"car_repair, service, point_of_interest, establishment",Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=7489675650784030592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto repair shop Phoenix, AZ",auto_repair,2026-03-11T15:48:41.972258,ChIJFU5X705sK4cRgO_fh1Ks8Gc
Central Car Care,"301 E Dunlap Ave, Phoenix, AZ 85020, USA",Phoenix,AZ,(602) 905-7773,https://www.centralcarcareaz.com/,4.8,922,"car_repair, service, point_of_interest, establishment",Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 5:30 PM | Friday: 7:30 AM – 5:30 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=16862658648709046805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"car mechanic Phoenix, AZ",auto_repair,2026-03-11T15:48:43.434366,ChIJ52kWmnRtK4cRFaL45LIyBOo
Mr. Mechanic,"1118 W Hatcher Rd, Phoenix, AZ 85021, USA",Phoenix,AZ,(602) 870-6992,https://automobilerepairshopphoenix.com/,4.8,249,"auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=9425150512017611004&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"car mechanic Phoenix, AZ",auto_repair,2026-03-11T15:48:43.434381,ChIJZ46kCqltK4cR_JhmP3TczII
Toydoc Auto,"2124 E Van Buren St Building 1, Phoenix, AZ 85006, USA",Phoenix,AZ,(602) 321-3990,http://www.toydocauto.com/,4.9,231,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 4:30 PM | Tuesday: 8:00 AM – 4:30 PM | Wednesday: 8:00 AM – 4:30 PM | Thursday: 8:00 AM – 4:30 PM | Friday: 8:00 AM – 4:30 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=11834687488999943577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"car mechanic Phoenix, AZ",auto_repair,2026-03-11T15:48:43.434386,ChIJienLj2sPK4cRme2ZgZFBPaQ
North Mountain Auto Repair,"15038 N Cave Creek Rd, Phoenix, AZ 85032, USA",Phoenix,AZ,(602) 641-5571,http://northmountainauto.com/,4.8,573,"tire_shop, auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=2322486406212378972&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"car mechanic Phoenix, AZ",auto_repair,2026-03-11T15:48:43.434391,ChIJo7PBOoJtK4cRXGH21RQhOyA
Martin's Auto Repair,"3636 N 16th St, Phoenix, AZ 85016, USA",Phoenix,AZ,(602) 266-5755,http://www.martinsautorepair.com/,4.7,322,"car_repair, service, point_of_interest, establishment",Monday: 7:00 AM – 5:30 PM | Tuesday: 7:00 AM – 5:30 PM | Wednesday: 7:00 AM – 5:30 PM | Thursday: 7:00 AM – 5:30 PM | Friday: 7:00 AM – 5:30 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=4609897940836171692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"car mechanic Phoenix, AZ",auto_repair,2026-03-11T15:48:43.434396,ChIJW0eDgH8SK4cRrD9YvsCl-T8
Amc Automotive,"4632 N 12th St, Phoenix, AZ 85014, USA",Phoenix,AZ,(602) 769-8555,http://amcautomotive.com/,4.9,426,"tire_shop, auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: 7:30 AM – 5:00 PM | Tuesday: 7:30 AM – 5:00 PM | Wednesday: 7:30 AM – 5:00 PM | Thursday: 7:30 AM – 5:00 PM | Friday: 7:30 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=14155561432462887334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"car mechanic Phoenix, AZ",auto_repair,2026-03-11T15:48:43.434401,ChIJoYVPzZsSK4cRpokrmh-ocsQ
Half Price Auto Repair & Performance,"9666 N Cave Creek Rd, Phoenix, AZ 85020, USA",Phoenix,AZ,(602) 888-2277,https://hpautorepair.com/,4.8,444,"tire_shop, auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: 7:00 AM – 6:00 PM | Tuesday: 7:00 AM – 6:00 PM | Wednesday: 7:00 AM – 6:00 PM | Thursday: 7:00 AM – 6:00 PM | Friday: 7:00 AM – 6:00 PM | Saturday: 7:00 AM – 4:00 PM | Sunday: Closed,https://maps.google.com/?cid=9535938055207274968&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"car mechanic Phoenix, AZ",auto_repair,2026-03-11T15:48:43.434405,ChIJT_-0CkttK4cR2EnCPCN1VoQ
Handyman Mobile Auto LLC,"2130 E Fairmount Ave, Phoenix, AZ 85016, USA",Phoenix,AZ,(623) 313-1588,http://handymanmobileautollc.square.site/,4.8,82,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 5:00 PM,https://maps.google.com/?cid=9919057743653121254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"car mechanic Phoenix, AZ",auto_repair,2026-03-11T15:48:43.434410,ChIJQZQWdSsNK4cR5iwI5XaSp4k
SS Collision - Auto Body & Paint Shop,"4124 N 22nd Dr, Phoenix, AZ 85015, USA",Phoenix,AZ,(602) 400-0880,https://sscollision.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,4.9,382,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 9:00 AM – 1:00 PM | Sunday: Closed,https://maps.google.com/?cid=9653416199516499893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto body shop Phoenix, AZ",auto_repair,2026-03-11T15:48:44.895828,ChIJ5boKOZFEK4cRta8uMePS94U
Lovetts Body Shop,"1411 E Camelback Rd, Phoenix, AZ 85014, USA",Phoenix,AZ,(602) 264-6800,http://www.lovettsbodyshop.com/,4.9,255,"car_repair, service, point_of_interest, establishment",Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 5:30 PM | Friday: 7:30 AM – 5:30 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=6286121251412011283&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto body shop Phoenix, AZ",auto_repair,2026-03-11T15:48:44.895848,ChIJz2Qq_J4SK4cRE2lyDfnJPFc
One Stop Auto Body & Paint - Collision Repair Specialists,"2017 W Ironwood Dr, Phoenix, AZ 85021, USA",Phoenix,AZ,(602) 944-0880,https://onestopcollisionrepair.com/?utm_source=gmb&utm_medium=organic,4.9,412,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=17637565901201816167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto body shop Phoenix, AZ",auto_repair,2026-03-11T15:48:44.895856,ChIJI2fXXTFtK4cRZzqtQ704xfQ
Select Auto Body,"545 W Highland Ave, Phoenix, AZ 85013, USA",Phoenix,AZ,(602) 241-9111,http://www.selectautobodyaz.com/,4.8,186,"car_repair, service, point_of_interest, establishment",Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 5:30 PM | Friday: 7:30 AM – 5:30 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=17707637582851357832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto body shop Phoenix, AZ",auto_repair,2026-03-11T15:48:44.895864,ChIJzcyYIugSK4cRiDw2AZAqvvU
USA Collision,"10020 N Cave Creek Rd, Phoenix, AZ 85020, USA",Phoenix,AZ,(602) 861-1919,http://www.usacollision.com/,4.9,338,"car_repair, service, point_of_interest, establishment",Monday: 7:30 AM – 5:00 PM | Tuesday: 7:30 AM – 5:00 PM | Wednesday: 7:30 AM – 5:00 PM | Thursday: 7:30 AM – 5:00 PM | Friday: 7:30 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=11847649421475838177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto body shop Phoenix, AZ",auto_repair,2026-03-11T15:48:44.895871,ChIJvfBBNYJtK4cR4fhtlmBOa6Q
Phx Auto Collision,"21622 N 7th Ave STE 1, Phoenix, AZ 85027, USA",Phoenix,AZ,(602) 802-9717,http://www.phxautos.com/,5,102,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: Closed,https://maps.google.com/?cid=1436398051533600403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto body shop Phoenix, AZ",auto_repair,2026-03-11T15:48:44.895885,ChIJgxjLoW1vK4cRkza54Woc7xM
Sam's Auto Body Inc.,"22018 N 24th Ave, Phoenix, AZ 85027, USA",Phoenix,AZ,(623) 582-8232,https://samsautobodyandpaint.com/,4.9,311,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=3652976209081441502&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,yes,"auto body shop Phoenix, AZ",auto_repair,2026-03-11T15:48:44.895892,ChIJt_8eY2RvK4cR3pxAA4L6sTI
