segment,segment_name,name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,neighborhood,has_website,search_term,vertical,scraped_at,place_id
0,Excluded (Chain/Bad),Elevated Auto & Collision,"323 N Loop W, Houston, TX 77008",Houston,Texas,(713) 393-7802,http://www.elevatedautotx.com/,5,170,"Auto body shop, Auto painting, Auto repair shop, Car inspection station, Car repair and maintenance service, Mechanic, Smog inspection station, Vehicle inspection service",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Elevated%20Auto%20%26%20Collision&query_place_id=ChIJ1Q5JJP3HQIYRQRkw0bNKwg0,Greater Heights,yes,auto repair shop,auto_repair,2026-03-11T16:22:18.897Z,ChIJ1Q5JJP3HQIYRQRkw0bNKwg0
0,Excluded (Chain/Bad),"Advanced Automotive, Inc.","2016 W Adobe Dr, Phoenix, AZ 85027",Phoenix,Arizona,(623) 780-9443,http://advautoaz.com/,5,114,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Advanced%20Automotive%2C%20Inc.&query_place_id=ChIJoYn5lHtvK4cRYZ6cHCbcTMA,Deer Valley,yes,auto repair shop,auto_repair,2026-03-11T16:22:47.747Z,ChIJoYn5lHtvK4cRYZ6cHCbcTMA
0,Excluded (Chain/Bad),Jimmy G's Automotive - Full-Service Auto Repair,"17217 N Tatum Blvd, Phoenix, AZ 85032",Phoenix,Arizona,(480) 599-5111,https://jimmygsautomotive.com/,5,545,"Auto repair shop, Car detailing service, Mechanic, Oil change service, Tire shop, Transmission shop, Wheel alignment service",Monday: 7:30 AM to 5 PM | Tuesday: 7:30 AM to 5 PM | Wednesday: 7:30 AM to 5 PM | Thursday: 7:30 AM to 5 PM | Friday: 7:30 AM to 5 PM | Saturday: 7:30 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Jimmy%20G's%20Automotive%20-%20Full-Service%20Auto%20Repair&query_place_id=ChIJswIZdTdxK4cRWROtSxGIAME,Paradise Valley Village,yes,auto repair shop,auto_repair,2026-03-11T16:22:50.296Z,ChIJswIZdTdxK4cRWROtSxGIAME
0,Excluded (Chain/Bad),GB Service Center,"22047 N 23rd Ave Suite B, Phoenix, AZ 85027",Phoenix,Arizona,(928) 325-8703,https://gbservicecenters.com/,5,103,"Auto repair shop, Auto air conditioning service, Auto body shop, Auto bodywork mechanic, Auto tune up service, Brake shop, Car detailing service, Car repair and maintenance service, Mechanic, Oil change service",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=GB%20Service%20Center&query_place_id=ChIJsb1i5H9vK4cRBpTQ7Dh-_W8,Deer Valley,yes,auto repair shop,auto_repair,2026-03-11T16:22:50.423Z,ChIJsb1i5H9vK4cRBpTQ7Dh-_W8
0,Excluded (Chain/Bad),Katy Auto Car,"19150 W Little York Rd UNIT 201, Katy, TX 77449, USA",Houston,TX,(832) 543-3334,http://www.katyautocar.com/,5,304,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: Closed,https://maps.google.com/?cid=394872572149717191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto repair shop Katy, TX",auto_repair,2026-03-11T15:48:17.461482,ChIJXTaUYZnXQIYRx1iHIoPeegU
0,Excluded (Chain/Bad),Phx Auto Collision,"21622 N 7th Ave STE 1, Phoenix, AZ 85027, USA",Phoenix,AZ,(602) 802-9717,http://www.phxautos.com/,5,102,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: Closed,https://maps.google.com/?cid=1436398051533600403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Phoenix, AZ",auto_repair,2026-03-11T15:48:44.895885,ChIJgxjLoW1vK4cRkza54Woc7xM
0,Excluded (Chain/Bad),HQ Auto Body and Paint,"202 N 19th Ave, Phoenix, AZ 85009, USA",Phoenix,AZ,(602) 870-0579,http://www.hqautobodyandpaint.com/,5,51,"car_repair, service, point_of_interest, establishment",Monday: 7:30 AM – 4:30 PM | Tuesday: 7:30 AM – 4:30 PM | Wednesday: 7:30 AM – 4:30 PM | Thursday: 7:30 AM – 4:30 PM | Friday: 7:30 AM – 4:30 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=665280345335555857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Phoenix, AZ",auto_repair,2026-03-11T15:48:44.895917,ChIJ3YElyCltK4cREWfGA_OMOwk
0,Excluded (Chain/Bad),Airpark Auto Clinic,"8135 E Butherus Dr #1, Scottsdale, AZ 85260, USA",Phoenix,AZ,(480) 922-0859,http://airparkautoclinic.com/,5,581,"auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: 7:30 AM – 5:00 PM | Tuesday: 7:30 AM – 5:00 PM | Wednesday: 7:30 AM – 5:00 PM | Thursday: 7:30 AM – 5:00 PM | Friday: 7:30 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=16609820635730022159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto repair shop Scottsdale, AZ",auto_repair,2026-03-11T15:48:49.865375,ChIJuUMnR0t0K4cRDw-kl93vgeY
0,Excluded (Chain/Bad),Babbitt Motor Werks,"15001 Hayden Rd Ste 112, Scottsdale, AZ 85260, USA",Phoenix,AZ,(480) 247-6624,https://www.babbittmotorwerks.com/,5,737,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=13539980603472784318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"car mechanic Scottsdale, AZ",auto_repair,2026-03-11T15:48:51.722469,ChIJVVWVEkt0K4cRvqus956s57s
0,Excluded (Chain/Bad),Scottsdale European Service,"7279 E Adobe Dr Suite 110, Scottsdale, AZ 85255, USA",Phoenix,AZ,(480) 473-4722,https://scottsdaleeuropeanservice.com/,5,1340,"car_repair, service, point_of_interest, establishment",Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 5:30 PM | Friday: 7:30 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=8040832747869243410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"car mechanic Scottsdale, AZ",auto_repair,2026-03-11T15:48:51.722479,ChIJDQY_aR53K4cREggTM8jGlm8
0,Excluded (Chain/Bad),Elwood Body Works,"7745 E McDowell Rd, Scottsdale, AZ 85257, USA",Phoenix,AZ,(480) 947-9479,https://www.elwoodbodyworks.com/,5,159,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=14966806832076294431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Scottsdale, AZ",auto_repair,2026-03-11T15:48:53.195654,ChIJPyHD-HoJK4cRHwnMJ4THtM8
0,Excluded (Chain/Bad),M&R Automotive Tempe,"6900 S Priest Dr Ste 5, Tempe, AZ 85283, USA",Phoenix,AZ,(480) 790-0493,https://mandrautomotivetempe.com/,5,110,"car_repair, point_of_interest, service, establishment",Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=16923113805613654556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto repair shop Tempe, AZ",auto_repair,2026-03-11T15:48:57.750910,ChIJ54nnY84FK4cRHGIc_Vf62uo
0,Excluded (Chain/Bad),Babbitt Motor Werks,"6315 S Kyrene Rd, Tempe, AZ 85283, USA",Phoenix,AZ,(480) 777-3774,http://babbittmotorwerks.com/,5,838,"car_repair, point_of_interest, service, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=16587399116336316119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"car mechanic Tempe, AZ",auto_repair,2026-03-11T15:48:59.224325,ChIJKaeIDAwGK4cR177azJxHMuY
0,Excluded (Chain/Bad),Mcilvain Motors,"939 S 48th St #215, Tempe, AZ 85281, USA",Phoenix,AZ,(480) 968-2858,https://www.mcilvainmotors.com/,5,186,"auto_parts_store, car_repair, store, point_of_interest, service, establishment",Monday: 6:00 AM – 1:30 PM | Tuesday: 6:00 AM – 1:30 PM | Wednesday: 6:00 AM – 1:30 PM | Thursday: 6:00 AM – 1:30 PM | Friday: 6:00 AM – 1:30 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=596750326433475373&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"car mechanic Tempe, AZ",auto_repair,2026-03-11T15:48:59.224344,ChIJDyRYGeAOK4cRLWuqmkIVSAg
0,Excluded (Chain/Bad),PCC Collision,"2141 S Industrial Park Ave Suite 101, Tempe, AZ 85282, USA",Phoenix,AZ,(480) 295-6328,http://pcccollision.net/,5,117,"car_repair, service, point_of_interest, establishment",Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: 11:00 AM – 2:00 PM | Sunday: Closed,https://maps.google.com/?cid=7003123141413169876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Tempe, AZ",auto_repair,2026-03-11T15:49:00.684618,ChIJT5eL7TQPK4cR1Oo_mmQXMGE
0,Excluded (Chain/Bad),Mesa Auto Works,"1636 N Banning, Mesa, AZ 85205, USA",Phoenix,AZ,(480) 969-1954,http://www.mesaautoworks.com/,5,296,"car_repair, service, point_of_interest, establishment",Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=18429280441965064207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto repair shop Mesa, AZ",auto_repair,2026-03-11T15:49:05.125840,ChIJmZZc2oalK4cRD7BhYev0wf8
0,Excluded (Chain/Bad),The Auto Bar,"2942 N Greenfield Rd #155, Mesa, AZ 85215, USA",Phoenix,AZ,(480) 427-9680,http://www.azautobar.com/,5,243,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=9331405484091758093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto repair shop Mesa, AZ",auto_repair,2026-03-11T15:49:05.125932,ChIJZyb7V9KpK4cRDdZrDtnPf4E
0,Excluded (Chain/Bad),Collision Works Mesa LLC,"1922 N Rosemont, Mesa, AZ 85205, USA",Phoenix,AZ,(480) 534-8188,https://collisionworksmesa.com/,5,288,"car_repair, service, point_of_interest, establishment",Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=2301847369976738138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Mesa, AZ",auto_repair,2026-03-11T15:49:08.069933,ChIJ6eimmqSlK4cRWnGhvvzN8R8
0,Excluded (Chain/Bad),In & Out Collision Repair LLC,"840 E Southern Ave, Mesa, AZ 85204, USA",Phoenix,AZ,(480) 643-0687,https://www.inoutcollisionrepair.com/,5,62,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 9:00 AM – 3:00 PM | Sunday: Closed,https://maps.google.com/?cid=802249577380449304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Mesa, AZ",auto_repair,2026-03-11T15:49:08.070003,ChIJEVTn_HOnK4cRGAz4eL0pIgs
0,Excluded (Chain/Bad),Network Collision Repair,"1021 N Gilbert Rd #105, Gilbert, AZ 85234, USA",Phoenix,AZ,(480) 691-2299,https://network-collision.com/,5,193,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=13717731073746914737&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Mesa, AZ",auto_repair,2026-03-11T15:49:08.070053,ChIJWUWe5HCpK4cRsc0FX7srX74
0,Excluded (Chain/Bad),A Better Repair,"755 N Country Club Dr #2, Mesa, AZ 85201, USA",Phoenix,AZ,(480) 326-3481,https://abetterrepair.com/,5,151,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=5937845592165484786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Mesa, AZ",auto_repair,2026-03-11T15:49:08.070066,ChIJKcFEFmSnK4cR8ogkJBt3Z1I
0,Excluded (Chain/Bad),All Star Collision,"6124 N 59th Ave, Glendale, AZ 85301, USA",Phoenix,AZ,(602) 692-0524,https://www.allstarcollisionglendale.com/,5,87,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 9:00 AM – 3:00 PM | Sunday: Closed,https://maps.google.com/?cid=9597141332877393676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Glendale, AZ",auto_repair,2026-03-11T15:49:16.102338,ChIJqUf65u5rK4cRDD9gxTHlL4U
0,Excluded (Chain/Bad),Chaney's Collision Centers Glen Harbor Auto Body Shop,"7910 N Glen Harbor Blvd, Glendale, AZ 85307, USA",Phoenix,AZ,(623) 248-8119,https://www.chaneyscollision.com/,5,332,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:30 PM | Tuesday: 8:00 AM – 5:30 PM | Wednesday: 8:00 AM – 5:30 PM | Thursday: 8:00 AM – 5:30 PM | Friday: 8:00 AM – 5:30 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=14655985347256679907&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Glendale, AZ",auto_repair,2026-03-11T15:49:16.102346,ChIJCWoGyB5BK4cR432QyAWFZMs
0,Excluded (Chain/Bad),VIP Collision,"7623 N 67th Ave suite 301, Glendale, AZ 85301, USA",Phoenix,AZ,(602) 799-5621,https://www.vipcollisionaz.com/,5,131,"car_repair, service, point_of_interest, establishment",Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: Closed,https://maps.google.com/?cid=15985869568202250468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,yes,"auto body shop Glendale, AZ",auto_repair,2026-03-11T15:49:16.102384,ChIJZ7Tg9cFrK4cR5Bhs7qw32d0
0,Excluded (Chain/Bad),Specialized Truck and Auto,"15520 Lee Rd Suite C, Humble, TX 77396",Humble,Texas,(281) 883-8362,https://specializedtruckandauto.com/,4.9,322,"Truck repair shop, Auto repair shop, Car inspection station, Diagnostic center, Diesel engine repair service, RV repair shop, Trailer repair shop, Truck stop",Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.google.com/maps/search/?api=1&query=Specialized%20Truck%20and%20Auto&query_place_id=ChIJ2dThBmmyQIYReWA8m1664Fk,Iah / Airport Area,yes,auto repair shop,auto_repair,2026-03-11T16:22:06.550Z,ChIJ2dThBmmyQIYReWA8m1664Fk
