segment,segment_name,name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,neighborhood,has_website,search_term,vertical,scraped_at,place_id,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text,review3_name,review3_stars,review3_text,review4_name,review4_stars,review4_text,review5_name,review5_stars,review5_text,facebook_url,instagram_url,email
4b,No Website + Good,Hernandez Auto Services & Tires LLC,"9244 W Bellfort Ave, Houston, TX 77031",Houston,Texas,(713) 485-4165,https://www.facebook.com/hernandezautoservicestiresllc,4.8,140,"Auto repair shop, Auto electrical service, Tire shop, Transmission shop, Used tire shop",Monday: 7:30 AM to 6 PM | Tuesday: 7:30 AM to 6 PM | Wednesday: 7:30 AM to 6 PM | Thursday: 7:30 AM to 6 PM | Friday: 7:30 AM to 6 PM | Saturday: 8:30 AM to 6 PM | Sunday: 9:30 AM to 5:30 PM,https://www.google.com/maps/search/?api=1&query=Hernandez%20Auto%20Services%20%26%20Tires%20LLC&query_place_id=ChIJjxNb1D3oQIYR1ynAgbyGmnk,Brays Oaks,no,auto repair shop,auto_repair,2026-03-11T16:23:03.406Z,ChIJjxNb1D3oQIYR1ynAgbyGmnk,Nahom Bereket,5,The guys were really helpful and great. Was quick and got my car back in 5 minutes. Would recommended anyone to come here!,Angela Salamanca,5,I'm so happy with the work they did. Ima come back every time I need something in My car. We reconmend them 100%! Noel and Francisco are good guys!,Bracha Gandjian,5,"They've changed my tires many times and plugged a few of my tires, they always do a great job and are very fairly priced. They're  pet friendly too, they never mind that I bring my dogs with me lol",Maria Karimi,5,They are life savers. They are help me for everything and gave me a very good discount for my tier. Really really thank you guys.,Shay,5,He was a great person to talk and helped me get back on the road quick and easy definitely recommend coming here ! I will be coming back (:,https://www.facebook.com/hernandezautoservicestiresllc,https://www.instagram.com/the_hernandez_sh0p,dswitalski@davischevrolet.com
4b,No Website + Good,Arturos Garage Auto Mechanics,"320 W Canino Rd, Houston, TX 77037",Houston,Texas,(713) 695-2155,,4.5,130,Auto repair shop,Monday: 9 AM to 7 PM | Tuesday: 9 AM to 7 PM | Wednesday: 9 AM to 7 PM | Thursday: 9 AM to 7 PM | Friday: 9 AM to 7 PM | Saturday: 9 AM to 7 PM | Sunday: 9 AM to 2 PM,https://www.google.com/maps/search/?api=1&query=Arturos%20Garage%20Auto%20Mechanics&query_place_id=ChIJm4o6qRrIQIYRHGDpaxqSAh8,Northside,no,auto repair shop,auto_repair,2026-03-11T16:22:15.959Z,ChIJm4o6qRrIQIYRHGDpaxqSAh8,Carlos Hardy,5,Very reliable and gets the job done for great prices,Anthony Devenport,5,"Well now let's see here, they have worked on 2 of my cars and did good work and did not  knock over my penny bank lol good work  fellas",Marie F,1,I have to warn people about this place and the mechanic Ronaldo. He takes zero accountability! He was replacing a part in my car and he did not do it properly. He messed up the fuse box and is claiming he didn’t. There was no issue with it …,Henri Osorto,5,I’ve entrusted Arturo’s Garage with both our tow truck fleet and my personal vehicles. What initially brought me to Arturo was his ability to fix issues that other shops couldn’t resolve. Arturo understands the importance of keeping …,alma timoson,1,It saddens me deeply to have to write this review being that I initially though this guy was a pretty fair individual. I was referred to him by an employee at Bap Geon where I get the parts for my car. A few times minor work was done to the …,https://www.facebook.com/ArturosMobileMechanic,https://www.instagram.com/arturosupercar,foia@fmcsa.dot.gov
4b,No Website + Good,Auto Best Houston Inc,"2501 Austin St, Houston, TX 77004",Houston,Texas,(713) 659-7600,,4.8,126,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 1 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Auto%20Best%20Houston%20Inc&query_place_id=ChIJ6RwfgRO_QIYRagF0UdrhdA8,Midtown,no,auto repair shop,auto_repair,2026-03-11T16:23:03.407Z,ChIJ6RwfgRO_QIYRagF0UdrhdA8,John S,5,"Very friendly and honest. I went because my front brakes were wobbling the steering wheel and they said that everything looked good and new so they wanted to make sure that I really wanted to do that. I did, and it helped the problem but …",Harsh Juneja,5,"Fred delivers top-notch service at truly reasonable prices. I’ve always appreciated his honesty, attention to detail, and consistent quality of work. Reliable mechanics like him are rare these days—he’s a gem in the industry!",Jacob Anderson,5,"Awesome guys, fast service at very reasonable prices. Fred is very honest and excellent with his customer satisfaction",Caroline Grace,5,"Going to the mechanic, as a woman, sometimes feels like a hassle, but Fred left me in awe of his knowledge, kindness and workmanship.
He fixed a issue that i thought would take a while in under 20 minutes with …",Jeromia Stinson,5,I’ve been taking my vehicles to Fred for help for years.  He is the always fair with pricing and upfront about any issues my cars may have.  Fred and Auto Best are the greatest mechanics I’ve had in the gulf coast.,https://www.facebook.com/TexasBestAuto,https://www.instagram.com/bestautotx,Raz@bestautotx.com
4b,No Website + Good,Texas mobile auto body repairs,"16538 Larchwood Dr, Humble, TX 77396",Humble,Texas,(832) 210-5357,,4.8,124,Auto body shop,Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 7 AM to 12:30 PM | Sunday: 9 AM to 5 PM,https://www.google.com/maps/search/?api=1&query=Texas%20mobile%20auto%20body%20repairs&query_place_id=ChIJc-rZzpyzQIYROoBI2rB_l7Q,Iah / Airport Area,no,auto repair shop,auto_repair,2026-03-11T16:22:31.957Z,ChIJc-rZzpyzQIYROoBI2rB_l7Q,Daniel Yassa,5,"Larry is such an awesome fair guy! He does incredible work for an honest price. I had some bodywork done that was terrible that he was able to repair and my car looks brand new. Will be back for any paint and bodywork, and recommend to anybody! Thanks again, Larry!",D,5,Larry was very professional and has reasonable prices. Only took a few hours and my car looks so much better. Definitely recommend!,Stefani Ruiz Cervantes,5,"Larry did an amazing job on painting and installing my new bumper. Great communication, got it done quickly and great price. 100% highly recommend.",holly kuchera,5,Larry did an excellent job repairing the front bumper of my 2018 Toyota Rav 4. I also had deep scratches in the paint of my car and his new paint job looks as good as new. The only issue was a slight drip pattern that dried due to rain. He …,Ibrahim Hussain,5,Best place to get your truck done for a fair price. I asked others for quoting the damage to be fixed they ranged from 800-1000. Texas mobile auto body repairs gave me a fair price for 600 and delivered the work the same day. Thank you guys y’all are amazing and do honest work. Added pictures of the damage and the repair:,https://www.facebook.com/mobiledentrepairtx,https://www.instagram.com/texas_mobile832,contact@instantcarfix.com
4b,No Website + Good,Texan Automotive,"1818 W Dallas St, Houston, TX 77019",Houston,Texas,(713) 393-7352,,4.6,121,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Texan%20Automotive&query_place_id=ChIJg7LA4lq_QIYRQPjH8w8xpek,Fourth Ward,no,auto repair shop,auto_repair,2026-03-11T16:22:47.684Z,ChIJg7LA4lq_QIYRQPjH8w8xpek,Jeisson Marquez,5,"If you’re looking for an honest and professional place to take your car, this is the one! My mom and I have been coming here for a while, and we completely trust them. They always know exactly what the car needs and explain everything …",P P,5,Highly recommend! Jaime is knowledgeable &amp; honest. I’ve used them for many years,Evan Kudlinski,5,"Have entrusted my vehicle to Jaime twice now (unrelated issues).

He and his staff are outstanding. They do great work, quickly, and at a fair …",Zamira Scattolon,5,A friend recommended this place and they were spot on! These are some of the most honest people Ive come across in Houston. They are quick and efficient and surprisingly very affordable. I dropped my car off yesterday and instead of …,Seth Getz,5,"The only place I’ll take my car. Jaime is very honest and typically can get stuff done the same day. Fair pricing, way better than dealership and quality service. If something is an honest quick fix, they will do it and only charge labor …",https://www.facebook.com/p/Texan-Auto-Group-100083208466889,https://www.instagram.com/texanauto,omar.majzoub@houstontexans.com
4b,No Website + Good,Jose Tire Service,"9130 Mesa Dr, Houston, TX 77028",Houston,Texas,(713) 635-4564,https://www.facebook.com/Josetireservice,4.6,113,"Tire shop, Brake shop, Wheel store",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: 10 AM to 2 PM,https://www.google.com/maps/search/?api=1&query=Jose%20Tire%20Service&query_place_id=ChIJyXF9W_G6QIYRfudFYgqL_LQ,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:23.858Z,ChIJyXF9W_G6QIYRfudFYgqL_LQ,Marcus Williams,5,"Great people, great service &amp; honor their word on warranty. I’ve been going here for years. Bought a brand new set of tires for my car at a great price. Going back to buy a set for my truck for sure and possibly level kit also.",Ariadna Rey,5,Great shop with excellent customer service! Sergio provides top-notch care. The quality of work is impressive. I’ll definitely be coming back!,brea' rauhl,5,"I came here and Sergio was the BEST, he helped me out tremendously and made my stay a 10/10. Would come again just for him.",martin garcia,5,If you want FAST and reliable service do not hesitate to go to these guys! I went to discount tire to get a nail in my tire fixed and they told me it'd be a 2 hour wait so I googled local tire shops and stumbled upon this one and he …,Prince Parker,3,I went here for a quote on repairing a tire rim.  Quoted 130 to do a repair and replacement of tire,https://www.facebook.com/Josetireservice,https://www.instagram.com/josetireservice,josestires2@josestireservice.com
4b,No Website + Good,Chad Car Care,"8710 Richmond Ave., Houston, TX 77063",Houston,Texas,(713) 953-7400,,4.6,113,"Auto repair shop, Auto body shop",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Chad%20Car%20Care&query_place_id=ChIJfYb24KjDQIYR14TCa6jEHAE,Westside,no,auto repair shop,auto_repair,2026-03-11T16:23:05.008Z,ChIJfYb24KjDQIYR14TCa6jEHAE,Gabi Moujaes,1,"Horrible Experience. Photos Attached. Came here a few years ago to get hail damage repaired on my 2015 bmw 428i. Took 2 weeks for some reason (they kept extending the time on me), but it was a decent price so i dealt with it. Now a couple …",NeedtoRead54,1,"I regret ever entrusting my car to these people! Their dishonest practices have caused me to be out of more money than necessary!
The fact that he charged me then took my car apart because I refused to pay for …",Noorgaard Damsgaard,4,Good mechanic with good pricing. The only draw back is that they might not be able to fix more complex issues on highend vehicles. But at least he does let you know that. Overall a great place to get your car fixed.,Suzanne Sutherland,5,I love this place! They were so friendly and honest. They fixed my car right away. I will definitely come back here when I need my car fixed in the future.,CREOLE COWBOY,5,This business is so professional and they will handle you with respect and care. Very honest aswell and it's hard to trust mechanics especially when you moved from another city and don't have the same resources as in previous city. Great …,https://www.facebook.com/pages/Chad-Car-Care/535226513188053,https://www.instagram.com/prelude_chad,chadcarcare@gmail.com
4b,No Website + Good,Mike's Garage LLC,"9629 N 21st Dr Ste 7, Phoenix, AZ 85021",Phoenix,Arizona,(602) 943-0909,,4.9,112,"Auto repair shop, Tire shop, Wheel alignment service",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Mike's%20Garage%20LLC&query_place_id=ChIJ94x2qlFsK4cRmNJawvBm82E,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:46.391Z,ChIJ94x2qlFsK4cRmNJawvBm82E,David Rizzo,5,"Believe everyone of the these five-star ratings. Mike's Garage is that good. Honest, competent, timely, and fairly priced. Add to all that, great customer service. Mike and his team wrote the book on how to run an auto shop and build customer loyalty.",Erin G,5,"I found Mike through an online search a few years ago and have been bringing my vehicle and referring him to all my family since. The work is always top notch and efficient, customer service is excellent and the price is fair.",Brandie R,5,"Honest, reliable, great staff. I've been to Mikes garage twice and was pleased with the services provided. I have found my mechanic.",Vin Jones,5,Mike was able to get one of our company trucks in right away for service. He identified a few other issue to be addressed next week or so. We have the unit already booked. Thanks for the service it’s rare now a days to find. Cheers Mike,Matthew Pierre,5,"Mike's garage has always been good to me - reasonably priced, great work, and no upsells.  Would give more than 5 stars if i could",https://www.facebook.com/p/Mikes-Garage-LLC-100063809630435,https://www.instagram.com/miksofficialgarage,azmikesauto@gmail.com
4b,No Website + Good,SUGARLAND PAINT AND BODY,"15850 W Bellfort Ave d7, Sugar Land, TX 77498, USA",Houston,TX,(713) 904-3359,,4.9,109,"car_repair, point_of_interest, service, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=3637124194396000398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Sugar Land, TX",auto_repair,2026-03-11T15:48:37.417926,ChIJq-bbuvDfQIYRjtDzOi-peTI,Ingris Flores,5,If you need a paint job for your car being it here! They have excellent customer service and the job they did for my vehicle came out looking great and it looks like there was never scratches or dents! And the price was great! They really …,Nicole Graham,5,"I can’t say enough great things about Sugarland Paint and Body! I brought in my 10-year-old car that had definitely seen better days, and they completely transformed it after getting side swiped and front bumper almost torn off. Billy and …",sydney dawson,5,"Had damage on the roof of my truck and took it to Billy at Sugar Land Paint and Body. I could not be happier with the paint job, it was excellent (they make sure you are happy). I also had a side step that had quit working and while my …",Chris A,5,"had my trunk and roof repainted at Sugar Land Paint and Body, and the experience was outstanding. John took the time to walk me through exactly what would be done, provided a clear and fair quote, and gave me a specific timeframe for …",Sachin Gopalakrishnan,5,Billy and crew did a great job on my Honda Civic. They were able to repair it quickly with great price. Helped us through the insurance process as well. Honest and trustworthy. Before and after pics below.,,,FBCREG@Fortbendcountytx.gov
4b,No Website + Good,Spooners Auto,"16637 North 21st St, Phoenix, AZ 85022",Phoenix,Arizona,(602) 485-7744,,4.8,105,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Spooners%20Auto&query_place_id=ChIJYQltEeZxK4cRvX_iqgpdNCE,Paradise Valley Village,no,auto repair shop,auto_repair,2026-03-11T16:22:48.966Z,ChIJYQltEeZxK4cRvX_iqgpdNCE,Eden Ossinger,5,Was recommended Spooners by a neighbor and they’ve now serviced my expedition twice and done a great job for without feeling like I have to sell a kidney. Let’s be real fixing a car anywhere is expensive it’s 2025. If you want good quality at a more than great price these guys are straightforward and legit.,Christopher,5,"I've gone to this shop since I moved to the neighborhood 13
years ago. These folks are so honest  that  when I go for an oil change I just tell them to do what's needed. I dropped one of my cars at the dealership for an …",sean ungvarsky,5,My 2002 7.3 ford diesel was having transmission issues. Was thinking I was going in for a huge reapir. Turned out to be an electric issue and I was out the door for great price.,Cat Mama,5,"Finally a place you can count on for vehicle repairs!  They have performed major and minor repairs/maintenance on our vehicles.  Jeff and Evan are trust worthy, excellent mechanics, price is competitive and service is fast and reliable.  Glad Gary recommended you guys!",Heidi B,5,"This is hands down the best shop and best people! They truly care and take care of their customers, they did an amazing job on my truck!",https://www.facebook.com/SpoonersAuto,https://www.instagram.com/spoonersauto,support@giftly.com
4b,No Website + Good,Luis Automotive Repair,"4219 W Whitton Ave, Phoenix, AZ 85019",Phoenix,Arizona,(602) 955-2115,,4.6,100,"Auto repair shop, Auto radiator repair service, Auto spring shop, Auto tune up service, Brake shop, Muffler shop, Oil change service, Tire shop, Transmission shop",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Luis%20Automotive%20Repair&query_place_id=ChIJW-SpVrkNK4cRXhLGhOxSku8,Rae Industrial District,no,auto repair shop,auto_repair,2026-03-11T16:22:25.633Z,ChIJW-SpVrkNK4cRXhLGhOxSku8,M W,5,"After a long day at work, I was looking for a shop to fix my car up. I only had 15 minutes left before most shops close and luckily I stumbled upon Luis’ shop. …",Nicole Santarsiero,5,"I first discovered Luis almost 10 years ago at his old location on Thomas. My (newish) car recently was having some suspension issues and they were able to diagnosis it right away with no additional fee. I appreciate this place so much I now have new struts and my car rides smooth again, thank you Luis!",Afiah Walsh,5,"BEST mechanic in Phoenix. Luis Automotive Repair WAS located at: 2950 E Thomas Rd., Phoenix A Z 85016 and MOVED to 4219 W Whitton Ave., Phoenix AZ 85019. Luis has been my mechanic since 2011. 12 years of loyalty. They have been servicing my …",Alondra J Arellano,5,I found Luis when he was in the Arcadia location and will forever follow wherever his shop is. He and his crew are super knowledgeable and helpful when it comes to not only understanding what my car issues were but providing the best …,Caitlin Wallen,5,Luis Auto Body is the best! Luis and his daughter are so sweet and helpful. 10/10 recommend going here. …,https://www.facebook.com/Luis.Auto.Repair.Inc/videos/here-at-luis-auto-we-also-got-you-covered-on-engine-work-mechaniclife/905836322415473,https://www.instagram.com/luis_automobile_detailing_,Phoenixprecisionauto@gmail.com
4b,No Website + Good,Chanchavac Auto Repair,"8710 Windswept Ln, Houston, TX 77063",Houston,Texas,(281) 235-5273,,4.6,99,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Chanchavac%20Auto%20Repair&query_place_id=ChIJbzwvqTDDQIYRgxhEcU0y93s,Westside,no,auto repair shop,auto_repair,2026-03-11T16:23:05.008Z,ChIJbzwvqTDDQIYRgxhEcU0y93s,Angel Martinez,5,Excellent service and great prices,Manni Munir,5,I highly recommend Chanchavac Auto Repair and the owner Giovanni is an excellent mechanic who will quickly diagnose the root cause of the problem and fix it in a timely manner at a reasonable price. therefore I highly recommend him to all my friends and family.,Alice B,5,Giovanni is the best! Their service is the best! I've never had my automobile done or my daughter's automobile done and it was not perfect. They have perfect prices they give perfect service and they are very polite. I would suggest them to …,Rommel,5,"Chanchavac auto repair is an extremely solid auto shop! Giovanni will always give you competitive pricing for auto parts, and makes sure to be 1000% honest with you regarding the diagnosis of your car, so you won't find any hidden fees. To …",Ramon Ondo,5,"Hello everyone this is going to be my first time on writing a report. Chanchavac "" Jovany"" Is One of the best mechanic I have ever seen. Friendly, respectful, kindness, and mostly honesty. 👌🏾👍🏽 …",https://www.facebook.com/100064662045056/posts/chanchavac-matzarfirst-name-alexmiddle-namesuffixage-25race-lname-number-246238a/1221874313311292,,dhelvik@plainsman.com
4b,No Website + Good,J’s mobile auto repair,"1010 W Vogel Ave, Phoenix, AZ 85021",Phoenix,Arizona,(480) 322-4012,,4.9,96,"Mechanic, Car repair and maintenance service",Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.google.com/maps/search/?api=1&query=J%E2%80%99s%20mobile%20auto%20repair&query_place_id=ChIJ649nS71tK4cREVghBO3606U,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:45.396Z,ChIJ649nS71tK4cREVghBO3606U,ALEXA GONZALEZ,5,Jacob and Johnny are absolutely awesome! They are knowledgeable and experts at their craft. They’ve done several repairs on different occasions on my car and have been extremely reliable and quick to assess the issues that my car had to …,Lance Michael,5,"My car was not running right and I couldn’t figure it out, and I took it to other shops to get diagnosed and they were gonna charge me and arm and a leg just for diagnosing the problem for me. I had Josh look at it for me and he did a …",J.R. Adams,5,"Johnny and Jacob were great, very polite and got my radiator fixed and an oil change very quickly. Johnny responded very quickly to texts and gave frequent updates...I will definitely call him again.",Braquis Wilson,5,Johnnyy was great got done with one job came directly to get my car rite. Didn't even take long. Very great job. I appreciate it fast service. Give him a ring with whatever you need done. Great Service.,John Speelman,5,Johnny and Jacob were awesome they started at 10pm and even with some mistakes made by autozone giving them the wrong part they continued and worked to get it done for me at 3am. They went above and beyond and did a great job fixing my fuel pump. Would absolutely recommend them to anyone having vehicle issues.,https://www.facebook.com/p/Js-Mobile-Auto-Repair-61579900568960,https://www.instagram.com/jsmobileautorepairaz,steven@jsmobiledetail.net
4b,No Website + Good,Houston Mobile mechanic,"2909 Hillcroft Ave, Houston, TX 77057, USA",Houston,TX,(832) 804-5629,,4.8,96,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 8:00 PM,https://maps.google.com/?cid=6749287201832724877&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"car mechanic Houston, TX",auto_repair,2026-03-11T15:48:02.828581,ChIJlaCnlM7DQIYRjWlUaPNIql0,George Ankar,5,"Fantastic work, and he was serious about getting the job done right! He communicates well, and he won’t disappear on you for hours. I guess it really depends on how busy he is, but he is true to his word and he will get the job done for sure. Much respect sir. Thank you for your time and help. I truly appreciate you.",Wu Zi X,5,"A lot of mechanics, especially mobile, won’t work on Audi’s. One of their mechanics pulled up in less than an hour and had me back on the road in about 45 minutes. 10/10 would recommend. Will be making this company my goto for both my cars.",Nicole Jen,5,"If you're in need of a mobile mechanic this is it.
Brock was my mechanic,  I was shopping around for a mechanic because my car turned off on me while driving home from work. …",Jamecia Mcclendon,1,"I booked an appointment 20 days in advance with this company. I already had all the parts, and everything was set. 30 minutes BEFORE the mechanic was scheduled to come out, I get a text message stating that I was out of their service area …",Vee Moe,5,"Mechanic Brock, was very Professional and Did An Excellent Job, repairing my automobile. What I liked the most about his service.. was we ran into a few unknown problems and he patiently fixed the issues and got them resolved. My car is running smoothly.",https://www.facebook.com/people/Houston-Mobile-Mechanic/61568151550802,https://www.instagram.com/mobilemechanichouston,311@houstontx.gov
4b,No Website + Good,Affordable German,"1510 W Broadway Rd, Phoenix, AZ 85041",Phoenix,Arizona,(602) 253-8889,,4.7,96,"Auto repair shop, Auto electrical service, Auto radiator repair service",Monday: 9 AM to 5 PM | Tuesday: 9 AM to 5 PM | Wednesday: 9 AM to 5 PM | Thursday: 9 AM to 5 PM | Friday: 9 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Affordable%20German&query_place_id=ChIJ5Z4V8qgRK4cRJ1-9oDNvJ4c,South Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:38.386Z,ChIJ5Z4V8qgRK4cRJ1-9oDNvJ4c,Patrick Rowe,5,"This is the place for RIALTA!
The owner even has one.
Very friendly and accommodating. …",mike bee,5,"Audi AC was blowing cool air, not cold. They took the time to show me where the problem was. It would be very expensive to fix.
They improvised a cost effective solution and I have COLD air again! Thank you Affordable German",DePhane Marcelle Weaver,5,"Thank you for taking the time to work on our family Westfalia! We look forward to camping. Love your dogs when we visit and taking the time to explain our issues, fixing them.",Zivi Krieger,5,"Honest shop. Bill has gone above and beyond the call of duty. They’ve been in business for years, could have possibly trained half of phoenix’s European mechanics. If you have what they work on, seems like it’d be the only place to go. Fair prices, care about people and know their stuff.",Doug Vincent,5,"Super helpful, very knowledgeable, and obviously a part of the community. Highly recommended if you need anything Vanagon related, much more too",https://www.facebook.com/pages/Affordable-German/111508808912112,https://www.instagram.com/gluttonywithagerman,dave@brathausaz.com
4b,No Website + Good,Almeda Auto Service,"2112 Almeda Genoa Rd, Houston, TX 77047",Houston,Texas,(832) 656-2836,,4.6,94,Auto repair shop,Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Almeda%20Auto%20Service&query_place_id=ChIJfwLsFcSVQIYRuew_2bfDEJY,Central Southwest,no,auto repair shop,auto_repair,2026-03-11T16:22:55.052Z,ChIJfwLsFcSVQIYRuew_2bfDEJY,Tracey Jones,5,"Pulled up, got my emissions test &amp; was done in about 15 minutes. Great service &amp; would highly recommend this Auto Shop!",Thao Nguyen,5,"Great service, quick and the staff are nice and helpful. I came for inspection but the car's computer hasn't reset after the battery was replaced so the guy gave me the  paper, explained I need to drive a few miles and come back. I came back next week and everything was done in 10 mins. I'm happy with the experience here. Thank you!",Nicky,5,Very helpful and very kind. Came in for something really simple and honestly felt like I was undercharged,Justin Castro,5,Quick state inspection they do tires as well,JAIME G SANCHEZ,5,Good and fast inspevtion service,https://www.facebook.com/p/Almeda-Auto-Parts-100057070225936,https://www.instagram.com/almeda_marketplace,alamedaautocare@hotmail.com
4b,No Website + Good,Suggs Automotive,"19610 N 37th Dr, Glendale, AZ 85308",Glendale,Arizona,(602) 820-0077,,4.7,93,"Auto repair shop, Auto air conditioning service, Auto body shop, Brake shop, Engine rebuilding service, Oil change service, Small engine repair service, Transmission shop",Monday: 7:30 AM to 5:30 PM | Tuesday: 7:30 AM to 5:30 PM | Wednesday: 7:30 AM to 5:30 PM | Thursday: 7:30 AM to 5:30 PM | Friday: 7:30 AM to 5:30 PM | Saturday: 8 AM to 12 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Suggs%20Automotive&query_place_id=ChIJm-zecTVvK4cR5EsYlxMmkIQ,Deer Valley,no,auto repair shop,auto_repair,2026-03-11T16:22:48.966Z,ChIJm-zecTVvK4cR5EsYlxMmkIQ,Steven M,5,"I have an older Cadillac and was having issues with it. Not only did David diagnose the issues and problems but fix them cheaper than anybody else would have. Amazing person! Friendly, caring, and very smart when it comes to automotive. I …",Elle January,5,My engine went out in my 2006 Lexus 470GX.I started doing research on whether to rebuild my engine or have a used engine installed. I talked to numerous companies who provided “a ballpark” but could not give me additional information until …,Gina Marie,5,"The most knowledgeable auto mechanic in the city of Phoenix!!! Professional!!!  David got me in last minute before driving to Mexico, was able to get a part and fix my issue that day. …",Larry Laststand,5,Dave is very experienced as well as dependable and reasonable! I take all my vehicles to Suggs Automotive and I would highly recommend you do the same!! AAA+++,Chelsea Elizabeth,5,"Dave helped fix our Lexus hybrid. He completely rebuilt the car. It was a job that required a lot of time and he got it done. He also saved us a ton of money compared to what Lexus was quoting us. In this economy, having an amazing mechanic …",https://www.facebook.com/GussAutomotive,,alonso@elacompany.com
