name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age
IN•GLO Face and Body Sculpting Med Spa,"
115 W 27th St #1001, New York, NY 10001, United States",Manhattan,New York,+1 212-647-8919,https://inglomedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.9,74,Medical spa,Show open hours for the week,https://www.google.com/maps/place/IN%E2%80%A2GLO+Face+and+Body+Sculpting+Med+Spa/data=!4m7!3m6!1s0x89c25997d5a70033:0x1c6644c9dc6a401f!8m2!3d40.7459917!4d-73.9916991!16s%2Fg%2F1v_0knp9!19sChIJMwCn1ZdZwokRH0Bq3MlEZhw?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:07:15.549959,https://www.facebook.com/inglomedspa,https://www.instagram.com/inglo.medspa,,74,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Recent,7mo ago
SKINNEY Medspa,"
125 5th Ave Floor 2, New York, NY 10003, United States",Manhattan,New York,+1 646-212-2316,https://skinneymedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-flagship-nyc,4.7,449,Medical spa,Show open hours for the week,https://www.google.com/maps/place/SKINNEY+Medspa/data=!4m7!3m6!1s0x89c259a3b1712b0f:0x24503d8f21358b3!8m2!3d40.7393436!4d-73.9909742!16s%2Fg%2F1yfh_hzsd!19sChIJDytxsaNZwokRs1gT8tgDRQI?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:07:20.275969,https://facebook.com/skinneymedspa,https://instagram.com/skinneymedspa,https://www.tiktok.com/@skinney,449,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
ZZ Med Spa,"
120 E 56th St 2nd Floor, New York, NY 10022, United States",Manhattan,New York,+1 917-905-4928,https://zzmedspa.com/,5.0,264,Medical spa,Show open hours for the week,https://www.google.com/maps/place/ZZ+Med+Spa/data=!4m7!3m6!1s0x89c259bfcf1fe3c1:0x3006de9aeb8c4c40!8m2!3d40.7604884!4d-73.9706578!16s%2Fg%2F11x11d052n!19sChIJweMfz79ZwokRQEyM65reBjA?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:07:29.446205,http://www.facebook.com/2008/fbml,https://www.instagram.com/zzmedspa,,264,8,,10,yes,Has online booking; Large team (8 providers); Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Ever/Body Flatiron,"
16 W 17th St, New York, NY 10011, United States",Manhattan,New York,+1 347-230-2895,https://everbody.com/,4.7,500,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Ever%2FBody+Flatiron/data=!4m7!3m6!1s0x89c259345aacc945:0x5f00497ab52919d!8m2!3d40.7382286!4d-73.9933331!16s%2Fg%2F11fsr1qcl5!19sChIJRcmsWjRZwokRnZFSq5cE8AU?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:07:52.160950,https://www.facebook.com/everbodyco,https://www.instagram.com/everbody,https://www.tiktok.com/@ever_body,500,3,,9,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Skin Center New York,"
37 W 26th St RM 400, New York, NY 10010, United States",Manhattan,New York,+1 212-257-0222,https://www.skincenter.nyc/,4.9,192,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Skin+Center+New+York/data=!4m7!3m6!1s0x89c259bc0ff5e731:0x8b494483cb2fc2!8m2!3d40.7445921!4d-73.9904595!16s%2Fg%2F11hdpgktxn!19sChIJMef1D7xZwokRwi_Lg0RJiwA?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:07:56.310213,,,,192,,,8,yes,Has online booking; No social media,1,Leaky Funnel,Group,Fresh,14d ago
DermaStar Skin & Laser,"
352 7th Ave Suite 807, New York, NY 10001, United States",Manhattan,New York,+1 315-216-7497,https://dermastarspa.com/,5.0,165,Laser hair removal service,Show open hours for the week,https://www.google.com/maps/place/DermaStar+Skin+%26+Laser/data=!4m7!3m6!1s0x89c259c46410a55b:0x3e74af8091464bd3!8m2!3d40.748264!4d-73.9928419!16s%2Fg%2F11s67cn7dz!19sChIJW6UQZMRZwokR00tGkYCvdD4?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:08:01.852094,https://www.facebook.com/DermaStarSpa,https://www.instagram.com/dermastarnyc,,165,4,,8,no,,1,Leaky Funnel,Group,Fresh,7d ago
Ease Spa Wellness,"
133 E 54th St # 203, New York, NY 10022, United States",Manhattan,New York,+1 212-625-8966,http://www.easespawellness.com/,4.7,208,Laser hair removal service,Show open hours for the week,https://www.google.com/maps/place/Ease+Spa+Wellness/data=!4m7!3m6!1s0x89c2598a20e64025:0x448c08c25af99ea1!8m2!3d40.7593177!4d-73.9708293!16s%2Fg%2F1vcl4p50!19sChIJJUDmIIpZwokRoZ75WsIIjEQ?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:08:10.869302,https://www.facebook.com/EaseMedSpa,https://www.instagram.com/easemedspa,,208,,,8,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
CasaGlow MedSpa,"
10 E 22nd St, New York, NY 10010, United States",Manhattan,New York,+1 646-922-7568,https://www.casaglow.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=CasaGlow-MedSpa&utm_content=website,4.9,129,Medical spa,Show open hours for the week,https://www.google.com/maps/place/CasaGlow+MedSpa/data=!4m7!3m6!1s0x89c259e058a023a1:0x581c8feb9640eeb4!8m2!3d40.7401604!4d-73.9889129!16s%2Fg%2F11l352gz4d!19sChIJoSOgWOBZwokRtO5AluuPHFg?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:08:23.182420,https://www.facebook.com/casaglownyc,https://www.instagram.com/casaglowaesthetics,,129,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
MiracleFace MedSpa,"
211 E 43rd St suite 716, New York, NY 10017, United States",Manhattan,New York,+1 212-920-7790,https://miraclefacemedspanyc.com/,4.5,162,Medical spa,Show open hours for the week,https://www.google.com/maps/place/MiracleFace+MedSpa/data=!4m7!3m6!1s0x89c259a7bdb03c83:0x39ed1f04479d57e2!8m2!3d40.7512725!4d-73.9731523!16s%2Fg%2F11cmplpnk2!19sChIJgzywvadZwokR4ledRwQf7Tk?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:08:33.409959,,,,162,,,0,no,Website error: Page.goto: net::ERR_CERT_DATE_INVALID at https://m,1,Leaky Funnel,Group,Stale,6yr ago
Vada Spa and Laser Center,"
364 6th Ave, New York, NY 10011, United States",Manhattan,New York,+1 212-206-1572,http://www.vadaspa.com/,4.3,783,Spa,Show open hours for the week,https://www.google.com/maps/place/Vada+Spa+and+Laser+Center/data=!4m7!3m6!1s0x89c25996ae87b785:0x5b0a8bb7ff264908!8m2!3d40.732519!4d-74.00008!16s%2Fg%2F1vgw9jwl!19sChIJhbeHrpZZwokRCEkm_7eLCls?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:08:39.916764,https://www.facebook.com/tr,https://www.instagram.com/vadaspa,,783,,,8,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Holistic Harmony MedSpa,"
2700 Grand Concourse Suite 1, Bronx, NY 10458, United States",Manhattan,New York,+1 347-845-3342,https://holisticharmonymedspa.com/,5.0,24,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Holistic+Harmony+MedSpa/data=!4m7!3m6!1s0x89c2f3f4d449c5e1:0x824d170d82d7a819!8m2!3d40.866964!4d-73.893084!16s%2Fg%2F11x05j7hn1!19sChIJ4cVJ1PTzwokRGajXgg0XTYI?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:08:45.972985,,https://www.instagram.com/holisticharmonymedspa,,24,5,,9,yes,Has online booking,1,Leaky Funnel,Group,Fresh,60d ago
Skin Spa New York - Mideast / E 56th St. Medical Spa,"
127 E 56th St Floor 3, New York, NY 10022, United States",Manhattan,New York,+1 212-883-1125,https://skinspanewyork.com/pages/midtown-east?utm_source=google&utm_medium=organic&utm_campaign=google-business-profile-midtown-east,4.3,181,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Skin+Spa+New+York+-+Mideast+%2F+E+56th+St.+Medical+Spa/data=!4m7!3m6!1s0x89c259398ddb2a61:0xf93fde77815fc084!8m2!3d40.7606602!4d-73.9700314!16s%2Fg%2F11gyy_fkj8!19sChIJYSrbjTlZwokRhMBfgXfeP_k?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:08:55.827391,https://facebook.com/skinspanewyork,https://instagram.com/skinspanewyork,https://tiktok.com/@skinspanewyork,181,1,,10,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,14d ago
Clinique des Champs Élysées,"
5 E 57th St Floor 12, New York, NY 10022, United States",Manhattan,New York,+1 212-812-1107,https://newyork.crpce.com/,4.9,265,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Clinique+des+Champs+%C3%89lys%C3%A9es/data=!4m7!3m6!1s0x89c259352fa4506d:0x9e7616d97fee1884!8m2!3d40.762907!4d-73.9731637!16s%2Fg%2F11fv7kqvh4!19sChIJbVCkLzVZwokRhBjuf9kWdp4?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:09:18.215179,http://www.facebook.com/2008/fbml,https://www.instagram.com/cliniquemedspanyc,,265,3,,9,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Rejuv Health Spa,"
245 5th Ave, New York, NY 10016, United States",Manhattan,New York,+1 646-906-9716,https://www.rejuvhealthspa.org/,4.9,27,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Rejuv+Health+Spa/data=!4m7!3m6!1s0xa4533533a68e612d:0xca09aa8500e6d42!8m2!3d40.7443846!4d-73.9870662!16s%2Fg%2F11vb4xzscc!19sChIJLWGOpjM1U6QRQm0OUKiaoAw?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:09:24.735074,,https://www.instagram.com/rejuvhealthspa,,27,,,9,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Recent,12mo ago
Manhattan Aesthetics,"
36 E 36th St 2nd Floor, New York, NY 10016, United States",Manhattan,New York,+1 212-960-8172,https://www.manhattan-aesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.9,109,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Manhattan+Aesthetics/data=!4m7!3m6!1s0x89c25900956f28ed:0xa4831faeab2e37a0!8m2!3d40.7485982!4d-73.9812862!16s%2Fg%2F11dfj6rf52!19sChIJ7ShvlQBZwokRoDcuq64fg6Q?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:09:30.904902,https://www.facebook.com/ManhattanAesthetics,https://www.instagram.com/manhattanaesthetics,,109,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
TREAT Medspa,"
244 5th Ave 3rd floor, New York, NY 10001, United States",Manhattan,New York,+1 646-849-2580,https://treatmedspa.com/?UTM_source=GBP_listing&UTM_medium=organic&source=gmb,5.0,39,Medical spa,Show open hours for the week,https://www.google.com/maps/place/TREAT+Medspa/data=!4m7!3m6!1s0x89c2592ae22a3037:0x76a70e5a5af70df6!8m2!3d40.7446298!4d-73.987667!16s%2Fg%2F11xgpdymmc!19sChIJNzAq4ipZwokR9g33WloOp3Y?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:09:44.717992,https://www.facebook.com/tr,https://www.instagram.com/treatmedspaofficial,https://www.tiktok.com/@treatmedspa,39,1,,10,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,7d ago
Anand Medical Spa,"
635 Madison Ave, New York, NY 10022, United States",Manhattan,New York,+1 646-653-9693,https://anandmedicalspa.com/,4.7,67,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Anand+Medical+Spa/data=!4m7!3m6!1s0x89c25901740aa87d:0xca3364ecd27c44b4!8m2!3d40.763626!4d-73.970973!16s%2Fg%2F11xwfg2cm!19sChIJfagKdAFZwokRtER80uxkM8o?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:09:49.378599,https://www.facebook.com/AnandMedicalSpa,https://www.instagram.com/drchughnyc,,67,22,,10,yes,Has online booking; Large team (22 providers); Has online booking,1,Leaky Funnel,Group,Fresh,60d ago
Tribeca Medspa,"
114 Hudson St, New York, NY 10013, United States",Manhattan,New York,+1 212-925-9500,https://www.tribecamedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Tribeca-Medspa&utm_content=website,4.7,297,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Tribeca+Medspa/data=!4m7!3m6!1s0x89c259f5651ecb83:0x6acd5d236da30822!8m2!3d40.7196937!4d-74.0083527!16s%2Fg%2F1v3_3lx5!19sChIJg8seZfVZwokRIgijbSNdzWo?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:10:00.211650,https://www.facebook.com/TribecaMedSpa,https://www.instagram.com/tribecamedspa,https://www.tiktok.com/@tribecamedspa,297,6,,10,yes,Has online booking; Large team (6 providers); Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
"Midtown Laser Spa + BOTOX, FILLERS","
37 E 28th St 7th floor Suite #700, New York, NY 10016, United States",Manhattan,New York,+1 917-526-9253,http://www.midtownlaserspa.com/,4.0,39,Medical spa,Show open hours for the week,"https://www.google.com/maps/place/Midtown+Laser+Spa+%2B+BOTOX,+FILLERS/data=!4m7!3m6!1s0x89c259f23c19f4cd:0x5b0b954af84ef738!8m2!3d40.7438397!4d-73.9845869!16s%2Fg%2F11mw8lvfx_!19sChIJzfQZPPJZwokROPdO-EqVC1s?authuser=0&hl=en&rclk=1",med spa Midtown Manhattan New York,2026-03-04T20:10:04.666614,https://www.facebook.com/eurekabodycareandspa,https://www.instagram.com/eurekabodycareandspa,https://www.tiktok.com/@eurekabodycareandspa,39,,,9,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Recent,12mo ago
Beauty Lyft,"
325 W 38th St #603, New York, NY 10018, United States",Manhattan,New York,+1 917-597-9488,https://beautylyftmedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.8,74,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Beauty+Lyft/data=!4m7!3m6!1s0x89c25947f1665e19:0xbf9ee90339df5bf7!8m2!3d40.7553951!4d-73.9927197!16s%2Fg%2F11m5v3td3x!19sChIJGV5m8UdZwokR91vfOQPpnr8?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:10:10.020711,https://www.facebook.com/beautylyftmedspa,https://www.instagram.com/beautylyftmedspa,https://www.tiktok.com/@beautylyft,74,19,,10,yes,Has online booking; Large team (19 providers); Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Modify MedSpa - Suite 504,"
274 Madison Ave Suite 504, New York, NY 10016, United States",Manhattan,New York,+1 212-634-1654,https://modifymedspa.com/,5.0,69,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Modify+MedSpa+-+Suite+504/data=!4m7!3m6!1s0x89c259812a47fb6f:0xc6dcdfca0b04c02b!8m2!3d40.7513478!4d-73.9805538!16s%2Fg%2F11fw90wg0g!19sChIJb_tHKoFZwokRK8AEC8rf3MY?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:10:14.478400,https://www.facebook.com/cgo082811,https://www.instagram.com/modify_medspa,https://www.tiktok.com/@modifymedspa,69,1,,10,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,120d ago
"Eureka Body Care and Spa + Medspa, Botox","
37 E 28th St 7th floor Suite #700, New York, NY 10016, United States",Manhattan,New York,+1 212-858-0706,http://www.eurekabodycareandspa.com/,4.8,666,Medical spa,Show open hours for the week,"https://www.google.com/maps/place/Eureka+Body+Care+and+Spa+%2B+Medspa,+Botox/data=!4m7!3m6!1s0x89c259a7bdb03cc1:0x5c7103a7bdf91367!8m2!3d40.7438397!4d-73.9845869!16s%2Fg%2F11clvdgvky!19sChIJwTywvadZwokRZxP5vacDcVw?authuser=0&hl=en&rclk=1",med spa Midtown Manhattan New York,2026-03-04T20:10:19.096934,https://www.facebook.com/eurekabodycareandspa,https://www.instagram.com/eurekabodycareandspa,https://www.tiktok.com/@eurekabodycareandspa,666,,,8,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Central Park West Med Spa,"
2 W 67th St, New York, NY 10023, United States",Manhattan,New York,+1 917-696-9085,https://centralparkwestmedspa.com/,5.0,18,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Central+Park+West+Med+Spa/data=!4m7!3m6!1s0x89c258f4c1eeaaab:0x1dc0068a5ed07a49!8m2!3d40.7730938!4d-73.9788937!16s%2Fg%2F11f63x6lkt!19sChIJq6ruwfRYwokRSXrQXooGwB0?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:10:34.660237,,,,18,5,,7,no,No social media,2,"Warm Digital, No Proof",Group,Recent,12mo ago
Morpheus 8 Treatment NYC,"
109 W 38th St ste 1200-d, New York, NY 10018, United States",Manhattan,New York,+1 929-214-1631,https://www.selfiehousenyc.com/,5.0,29,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Morpheus+8+Treatment+NYC/data=!4m7!3m6!1s0x80c2c7f6ca621fb1:0xbde9e4b8e654eb81!8m2!3d40.7527077!4d-73.9863856!16s%2Fg%2F11vb84pynf!19sChIJsR9iyvbHwoARgetU5rjk6b0?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:10:40.766302,http://www.facebook.com/2008/fbml,https://www.instagram.com/selfie_house_nyc,,29,1,,9,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,60d ago
Trifecta Med Spa Downtown,"
115 Broadway #1305, New York, NY 10006, United States",Manhattan,New York,+1 212-600-4112,https://trifectamedspanyc.com/location/downtown/,4.8,152,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Trifecta+Med+Spa+Downtown/data=!4m7!3m6!1s0x89c25a1746173077:0xe06c5ff484730d33!8m2!3d40.7088245!4d-74.0112487!16s%2Fg%2F12hpndcy3!19sChIJdzAXRhdawokRMw1zhPRfbOA?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:10:54.052692,https://www.facebook.com/TrifectaMedSpaNYC,https://www.instagram.com/trifectamedspa,,152,2,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Botox Treatment NYC,"
109 W 38th St 12th Floor, Ste 1203, New York, NY 10018, United States",Manhattan,New York,+1 929-214-1251,https://www.selfiehousenyc.com/?,5.0,36,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Botox+Treatment+NYC/data=!4m7!3m6!1s0x89d9f3a1fe9bf9cf:0xe85dfd4ff87eed09!8m2!3d40.7527077!4d-73.9863856!16s%2Fg%2F1tglnx1y!19sChIJz_mb_qHz2YkRCe1--E_9Xeg?authuser=0&hl=en&rclk=1,med spa Midtown Manhattan New York,2026-03-04T20:11:00.923718,http://www.facebook.com/2008/fbml,https://www.instagram.com/selfie_house_nyc,,36,1,,9,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,21d ago
