name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age
Azura Medical Spa,"
2540 W Arrowood Rd STE 100, Charlotte, NC 28273, United States",Central Charlotte,Charlotte,+1 980-297-7733,http://www.azuramedicalspa.com/,4.7,98,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Azura+Medical+Spa/data=!4m7!3m6!1s0x88569bd7d054dced:0x3903f7e21470bd4b!8m2!3d35.148069!4d-80.9292361!16s%2Fg%2F1tglj05k!19sChIJ7dxU0NebVogRS71wFOL3Azk?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:06:24.775529,https://www.facebook.com/AzuraMedicalSpa,,,98,1,,8,no,Single practitioner; Facebook only; No SSL,1,Leaky Funnel,Solo,Recent,12mo ago
Le Petit Spa Charlotte,"
6324 Fairview Rd STE 101, Charlotte, NC 28210, United States",Central Charlotte,Charlotte,+1 980-406-3269,http://www.lepetitspacharlotte.com/,4.9,175,Day spa,Show open hours for the week,https://www.google.com/maps/place/Le+Petit+Spa+Charlotte/data=!4m7!3m6!1s0x88569e6ba0389507:0x96d36a252a6ab00f!8m2!3d35.148793!4d-80.8350786!16s%2Fg%2F1w4569s1!19sChIJB5U4oGueVogRD7BqKiVq05Y?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:06:30.415679,,,,175,,,1,no,No social media; No SSL; No mobile viewport; Thin content,1,Leaky Funnel,Group,Recent,11mo ago
Miramae Medical Skin Care Studio,"
1232 East Blvd, Charlotte, NC 28203, United States",Central Charlotte,Charlotte,+1 980-221-6487,https://www.miramaestudio.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,5.0,443,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Miramae+Medical+Skin+Care+Studio/data=!4m7!3m6!1s0x88569e4cb49e6081:0xe51d986fac4f98f5!8m2!3d35.202557!4d-80.8459357!16s%2Fg%2F11c1vjdm98!19sChIJgWCetEyeVogR9ZhPrG-YHeU?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:06:37.502391,https://www.facebook.com/miramaestudio,https://www.instagram.com/miramae_studio,,443,5,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Toccare Skin Spa,"
1419 East Blvd, Charlotte, NC 28203, United States",Central Charlotte,Charlotte,+1 980-303-6110,http://www.toccaredayspa.com/,4.8,144,Day spa,Show open hours for the week,https://www.google.com/maps/place/Toccare+Skin+Spa/data=!4m7!3m6!1s0x88569fe93aea0a95:0x14e16316b0cfc3b6!8m2!3d35.2009674!4d-80.8427523!16s%2Fg%2F1hjhdv210!19sChIJlQrqOumfVogRtsPPsBZj4RQ?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:06:46.794535,http://www.facebook.com/2008/fbml,https://www.instagram.com/toccareskinspa,,144,,,9,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,90d ago
KUR Health Spa,"
3928 Park Rd, Charlotte, NC 28209, United States",Central Charlotte,Charlotte,+1 704-477-1215,https://www.kurhealthspa.com/,5.0,306,Health spa,Show open hours for the week,https://www.google.com/maps/place/KUR+Health+Spa/data=!4m7!3m6!1s0x88569faad94f891d:0x895c4a230373c34c!8m2!3d35.177004!4d-80.8517872!16s%2Fg%2F11gcg0p0cc!19sChIJHYlP2aqfVogRTMNzAyNKXIk?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:06:54.752476,https://www.facebook.com/KURSpa,https://www.instagram.com/kurhealthspa,,306,,,9,no,,1,Leaky Funnel,Group,Fresh,14d ago
Nature's Spa and Wellness,"
6311 Carmel Rd B, Charlotte, NC 28226, United States",Central Charlotte,Charlotte,+1 704-542-7306,http://natures-spa.com/?utm_source=GBP&utm_medium=Google&utm_campaign=gbp_traffic,4.8,298,Day spa,Show open hours for the week,https://www.google.com/maps/place/Nature%27s+Spa+and+Wellness/data=!4m7!3m6!1s0x88569da891b1894f:0xc7918aee9d9728a7!8m2!3d35.091521!4d-80.843543!16s%2Fg%2F1tj4hrvq!19sChIJT4mxkaidVogRpyiXne6Kkcc?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:06:59.751539,https://www.facebook.com/NaturesSpaandWellness,https://www.instagram.com/Naturesspacharlotte,,298,,,7,no,No SSL,1,Leaky Funnel,Group,Fresh,30d ago
Poseidon Spa,"
201 W Trade St, Charlotte, NC 28202, United States",Central Charlotte,Charlotte,+1 980-999-5608,https://www.marriott.com/en-us/hotels/cltak-grand-bohemian-charlotte-autograph-collection/experiences/?scid=feed67b0-9a2f-4de1-8df6-114544116108,4.3,66,Spa,Show open hours for the week,https://www.google.com/maps/place/Poseidon+Spa/data=!4m7!3m6!1s0x8856a1e43fa2de15:0xd2e37159529d695f!8m2!3d35.227743!4d-80.8448985!16s%2Fg%2F11jpfspf6v!19sChIJFd6iP-ShVogRX2mdUllx49I?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:07:13.037487,https://www.facebook.com/grandbohemiancharlotte,https://www.instagram.com/grandbohemiancharlotte,,66,,,9,no,,1,Leaky Funnel,Group,Fresh,30d ago
Prestige Med Spa and Wellness Center,"
2136 Ayrsley Town Blvd Suite A, Charlotte, NC 28273, United States",Central Charlotte,Charlotte,+1 980-237-4630,https://prestigemedicalspacharlotte.com/,4.7,89,Medical clinic,Show open hours for the week,https://www.google.com/maps/place/Prestige+Med+Spa+and+Wellness+Center/data=!4m7!3m6!1s0x88569ba113557a4d:0x249b6c2903465529!8m2!3d35.1383646!4d-80.9345727!16s%2Fg%2F11fhz1zwgk!19sChIJTXpVE6GbVogRKVVGAylsmyQ?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:07:17.976444,https://www.facebook.com/prestigemedspacharlotte,https://www.instagram.com/prestigemedspacharlotte,,89,3,,9,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Charlotte Spa & Esthetics,"
3705 Latrobe Dr STE 310, Charlotte, NC 28211, United States",Central Charlotte,Charlotte,+1 704-614-2579,https://www.charlottesspa.com/,4.7,128,Spa,Show open hours for the week,https://www.google.com/maps/place/Charlotte+Spa+%26+Esthetics/data=!4m7!3m6!1s0x8854204a35474583:0xe81f07e2de1e958e!8m2!3d35.1959454!4d-80.7960808!16s%2Fg%2F11ffv30ygd!19sChIJg0VHNUogVIgRjpUe3uIHH-g?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:07:29.019386,https://www.facebook.com/tr,https://www.instagram.com/charlottespaesthetics,,128,,,8,yes,Has online booking; Thin content,1,Leaky Funnel,Group,Fresh,180d ago
Allure Medical,"
330 Billingsley Rd, Charlotte, NC 28211, United States",Central Charlotte,Charlotte,+1 888-269-3209,https://www.alluremedical.com/locations/charlotte-nc/?utm_source=gmb&utm_medium=gmb&utm_campaign=gmbcharlottenc,4.5,266,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Allure+Medical/data=!4m7!3m6!1s0x885421a4c3bc8e55:0xd37f65549d31fdfa!8m2!3d35.1898629!4d-80.8066797!16s%2Fg%2F11l6qk1fzq!19sChIJVY68w6QhVIgR-v0xnVRlf9M?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:07:34.421656,https://www.facebook.com/AllureMedicals,https://www.instagram.com/alluremedicals,,266,2,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
The Maxim Clinic - South End,"
128 E Park Ave A, Charlotte, NC 28203, United States",Central Charlotte,Charlotte,+1 704-575-9673,https://reviveactiveandaesthetic.com/,4.9,52,Medical spa,Open · Closes 7 pm,https://www.google.com/maps/place/The+Maxim+Clinic+-+South+End/data=!4m7!3m6!1s0x8856a13488b1755d:0x313ce850d6963275!8m2!3d35.2138965!4d-80.8562976!16s%2Fg%2F11t6yhgyf4!19sChIJXXWxiDShVogRdTKW1lDoPDE?authuser=0&hl=en&rclk=1,med spa Uptown Charlotte NC,2026-03-04T20:07:43.668668,,,,52,,,0,no,Website error: Page.goto: net::ERR_SSL_VERSION_OR_CIPHER_MISMATCH,1,Leaky Funnel,Group,Fresh,180d ago
OVME,"
2040 South Blvd Suite 2, Charlotte, NC 28203, United States",Central Charlotte,Charlotte,+1 704-709-6863,https://ovme.com/pages/south-end-charlotte-nc,4.8,400,Medical spa,Show open hours for the week,https://www.google.com/maps/place/OVME/data=!4m7!3m6!1s0x88569f348474f2bd:0xc8bf6f4360bc7d6!8m2!3d35.2085872!4d-80.8609786!16s%2Fg%2F11fq8y3cry!19sChIJvfJ0hDSfVogR1scLNvT2iww?authuser=0&hl=en&rclk=1,med spa South End Charlotte NC,2026-03-04T20:08:45.036773,,https://www.instagram.com/ovmeofficial,https://www.tiktok.com/@ovme,400,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Unknown,Fresh,7d ago
VELA,"
1800 Camden Rd Suite 104, Charlotte, NC 28203, United States",Central Charlotte,Charlotte,+1 704-654-8598,http://www.velaclt.com/,5.0,177,Medical spa,Show open hours for the week,https://www.google.com/maps/place/VELA/data=!4m7!3m6!1s0x88541f42dd127df9:0x95bd7e94b460635a!8m2!3d35.2123587!4d-80.8592674!16s%2Fg%2F11n127y3s8!19sChIJ-X0S3UIfVIgRWmNgtJR-vZU?authuser=0&hl=en&rclk=1,med spa South End Charlotte NC,2026-03-04T20:09:02.569195,,https://instagram.com/velaclt,,177,,,8,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Unknown,Fresh,7d ago
Ageless Remedies SouthPark,"
3900 Colony Rd, Charlotte, NC 28211, United States",Central Charlotte,Charlotte,+1 704-385-1681,https://agelessremediessouthpark.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,4.8,690,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Ageless+Remedies+SouthPark/data=!4m7!3m6!1s0x88569e3dba13e50b:0x7e5cb7d16d611b90!8m2!3d35.1540988!4d-80.8241181!16s%2Fg%2F1tlgynlm!19sChIJC-UTuj2eVogRkBthbdG3XH4?authuser=0&hl=en&rclk=1,med spa South End Charlotte NC,2026-03-04T20:09:26.112063,,,,690,,,0,no,Website error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://a,1,Leaky Funnel,Unknown,Fresh,30d ago
Aesthetica Med Spa,"
8809 Lenox Pointe Dr Suite C Building, Studios 101/102, Charlotte, NC 28273, United States",Central Charlotte,Charlotte,+1 980-378-1855,http://www.aestheticamspa.com/,5.0,321,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Aesthetica+Med+Spa/data=!4m7!3m6!1s0x88569a41013b42db:0x96d90efdbe2058eb!8m2!3d35.1349235!4d-80.9355567!16s%2Fg%2F11jsl7p3r6!19sChIJ20I7AUGaVogR61ggvv0O2ZY?authuser=0&hl=en&rclk=1,med spa South End Charlotte NC,2026-03-04T20:09:36.433605,https://www.facebook.com/111289881446279,https://www.instagram.com/aestheticqueen_clt,https://www.tiktok.com/@aestheticqueen_clt,321,4,,9,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
SkinSpirit Charlotte,"
1041 Providence Rd Ste 180, Charlotte, NC 28207, United States",Central Charlotte,Charlotte,+1 980-381-3400,https://www.skinspirit.com/locations/charlotte/,5.0,113,Medical spa,Show open hours for the week,https://www.google.com/maps/place/SkinSpirit+Charlotte/data=!4m7!3m6!1s0x88569f84325be765:0x88e5c225dc38d033!8m2!3d35.1949827!4d-80.8257028!16s%2Fg%2F11v0f742gs!19sChIJZedbMoSfVogRM9A43CXC5Yg?authuser=0&hl=en&rclk=1,med spa South End Charlotte NC,2026-03-04T20:10:20.519179,https://www.facebook.com/SkinSpiritSkincareClinicSpa,https://www.instagram.com/skinspirit,https://www.tiktok.com/@skinspirit,113,3,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
M2 Medical Spa and Wellness,"
8430 Rea Rd # E, Charlotte, NC 28277, United States",Central Charlotte,Charlotte,+1 704-243-9720,http://www.m2medicalspaandwellness.com/,4.7,202,Medical spa,Show open hours for the week,https://www.google.com/maps/place/M2+Medical+Spa+and+Wellness/data=!4m7!3m6!1s0x88569d598f925017:0x166b244ce3f875a8!8m2!3d35.0536312!4d-80.8126657!16s%2Fg%2F11c4516gkh!19sChIJF1CSj1mdVogRqHX440wkaxY?authuser=0&hl=en&rclk=1,med spa South End Charlotte NC,2026-03-04T20:10:36.503966,https://www.facebook.com/people/M2-Medical-Spa-and-Wellness/100076165747042,https://www.instagram.com/m2medicalspaandwellness,,202,,,9,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
primp.,"
1208 South Blvd, Charlotte, NC 28203, United States",Central Charlotte,Charlotte,+1 704-334-8087,https://primpclt.com/,4.8,888,Hair salon,Open · Closes 8 pm,https://www.google.com/maps/place/primp./data=!4m7!3m6!1s0x88569f80556cb017:0xe893ecda52cd3127!8m2!3d35.2171032!4d-80.8517299!16s%2Fg%2F1tffkh65!19sChIJF7BsVYCfVogRJzHNUtrsk-g?authuser=0&hl=en&rclk=1,med spa South End Charlotte NC,2026-03-04T20:10:42.160750,https://www.facebook.com/primpclt,https://www.instagram.com/primp.clt,,888,,,9,yes,Has online booking; Has online booking,1,Leaky Funnel,Unknown,Fresh,7d ago
704 aesthetics,"
1814 Euclid Ave, Charlotte, NC 28203, United States",Central Charlotte,Charlotte,+1 704-681-4854,http://704aesthetics.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7086798125295518682,5.0,149,Medical spa,Show open hours for the week,https://www.google.com/maps/place/704+aesthetics/data=!4m7!3m6!1s0x88569fd0ff5fd0cf:0xbcf8a462b73c0843!8m2!3d35.2097192!4d-80.8560846!16s%2Fg%2F11ty7v1sfh!19sChIJz9Bf_9CfVogRQwg8t2Kk-Lw?authuser=0&hl=en&rclk=1,med spa South End Charlotte NC,2026-03-04T20:10:49.799672,https://www.facebook.com/704aesthetics,https://www.instagram.com/704aesthetics,https://www.tiktok.com/@704aesthetics,149,1,,9,yes,Has online booking; Single practitioner; No SSL; Has online booking,1,Leaky Funnel,Solo,Fresh,30d ago
Drip IV Wellness & MedSpa,"
3123 N Davidson St STE 103, Charlotte, NC 28205, United States",Central Charlotte,Charlotte,+1 704-440-1185,http://dripivspa.com/,4.9,365,Spa,Show open hours for the week,https://www.google.com/maps/place/Drip+IV+Wellness+%26+MedSpa/data=!4m7!3m6!1s0x88541f852692e657:0x8d8a8c59880e0733!8m2!3d35.2469126!4d-80.806113!16s%2Fg%2F11sy01y4qw!19sChIJV-aSJoUfVIgRMwcOiFmMio0?authuser=0&hl=en&rclk=1,med spa NoDa Charlotte NC,2026-03-04T20:11:57.480770,https://www.facebook.com/tr,http://instagram.com/dripivmedspa,,365,,,8,yes,Has online booking; No SSL,1,Leaky Funnel,Group,Fresh,30d ago
Soul Haven Day Spa & I B TAN,"
416 E 36th St suite 6, Charlotte, NC 28205, United States",Central Charlotte,Charlotte,+1 704-315-0046,https://soulhavendayspa.glossgenius.com/,5.0,12,Facial spa,Show open hours for the week,https://www.google.com/maps/place/Soul+Haven+Day+Spa+%26+I+B+TAN/data=!4m7!3m6!1s0x88541f1219622d1b:0x674883b63776440f!8m2!3d35.2487137!4d-80.8060063!16s%2Fg%2F11y3w7y7r3!19sChIJGy1iGRIfVIgRD0R2N7aDSGc?authuser=0&hl=en&rclk=1,med spa NoDa Charlotte NC,2026-03-04T20:12:11.656348,https://www.facebook.com/GlossGenius,https://www.instagram.com/glossgenius,https://www.tiktok.com/@glossgenius,12,,,9,yes,Has online booking; Has online booking,2,"Warm Digital, No Proof",Group,Recent,12mo ago
Med.ish Laser Spa and WeightLoss:Charlotte's #1- WeightLoss Laser Hair Removal Semaglutide Tirzepatide Liquid Lipo,"
3126 Milton Rd Suite 219, Charlotte, NC 28215, United States",Central Charlotte,Charlotte,+1 704-910-5865,https://www.medishspa.com/,5.0,121,Weight loss service,Show open hours for the week,https://www.google.com/maps/place/Med.ish+Laser+Spa+and+WeightLoss:Charlotte%27s+%231-+WeightLoss+Laser+Hair+Removal+Semaglutide+Tirzepatide+Liquid+Lipo/data=!4m7!3m6!1s0x88541f4d20af9b2b:0x969b816d70a1ab49!8m2!3d35.235494!4d-80.735448!16s%2Fg%2F11shxg3gcq!19sChIJK5uvIE0fVIgRSauhcG2Bm5Y?authuser=0&hl=en&rclk=1,med spa NoDa Charlotte NC,2026-03-04T20:12:34.997426,https://www.facebook.com/tr,https://www.instagram.com/med.ish_spa,,121,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,120d ago
Mod Esthetics,"
3464 N Davidson St, Charlotte, NC 28205, United States",Central Charlotte,Charlotte,+1 704-343-6400,http://www.modesthetics.com/,5.0,24,Day spa,Show open hours for the week,https://www.google.com/maps/place/Mod+Esthetics/data=!4m7!3m6!1s0x885421a812fc0331:0xd56a6baaa0646ef6!8m2!3d35.2494698!4d-80.8011387!16s%2Fg%2F11j43d1fqw!19sChIJMQP8EqghVIgR9m5koKpratU?authuser=0&hl=en&rclk=1,med spa NoDa Charlotte NC,2026-03-04T20:12:53.648956,https://www.facebook.com/tr,https://www.instagram.com/modesthetics,,24,,,8,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Unknown,Fresh,30d ago
"Medi La’Belle Aesthetics, PLLC","
416 E 36th St unit 500 suite 22, Charlotte, NC 28205, United States",Central Charlotte,Charlotte,+1 704-635-0066,https://www.medilabelle.com/,5.0,2,Medical spa,Show open hours for the week,"https://www.google.com/maps/place/Medi+La%E2%80%99Belle+Aesthetics,+PLLC/data=!4m7!3m6!1s0x88569fd11eaf36a7:0x7a27b316f3a6c0d7!8m2!3d35.2487137!4d-80.8060063!16s%2Fg%2F11w7kw1z1s!19sChIJpzavHtGfVogR18Cm8xazJ3o?authuser=0&hl=en&rclk=1",med spa NoDa Charlotte NC,2026-03-04T20:13:16.159153,,https://www.instagram.com/medilabelle,,2,2,,9,yes,Has online booking; Has online booking,2,"Warm Digital, No Proof",Group,Fresh,30d ago
Om Spa Charlotte,"
1755 Lombardy Cir Suite 100B, Charlotte, NC 28203, United States",Central Charlotte,Charlotte,+1 704-302-1524,https://www.omspacharlotte.com/,4.9,193,Wellness center,Show open hours for the week,https://www.google.com/maps/place/Om+Spa+Charlotte/data=!4m7!3m6!1s0x88569fe92e04f581:0x39c9e2a76a219713!8m2!3d35.198855!4d-80.8402633!16s%2Fg%2F11gbndj12y!19sChIJgfUELumfVogRE5chaqfiyTk?authuser=0&hl=en&rclk=1,med spa NoDa Charlotte NC,2026-03-04T20:13:37.041866,https://www.facebook.com/omspa,https://www.instagram.com/omspacharlotte,,193,6,,10,yes,Has online booking; Large team (6 providers); Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
VIO Med Spa,"
9905 Sandy Rock Pl, Charlotte, NC 28277, United States",Central Charlotte,Charlotte,+1 980-470-4846,https://www.viomedspa.com/locations/charlotte,4.8,58,Medical spa,Show open hours for the week,https://www.google.com/maps/place/VIO+Med+Spa/data=!4m7!3m6!1s0x88542718348c54db:0xc16c68cab8f72931!8m2!3d35.051759!4d-80.7735149!16s%2Fg%2F11w9qgfqr4!19sChIJ21SMNBgnVIgRMSn3uMpobME?authuser=0&hl=en&rclk=1,med spa NoDa Charlotte NC,2026-03-04T20:13:45.499700,https://www.facebook.com/VIOMedSpa,https://www.instagram.com/viomedspa,,58,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,120d ago
