name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age
Bella Medspa,"
3216 Paces Ferry Pl NW, Atlanta, GA 30305, United States",Core Atlanta,Atlanta,+1 678-908-3491,https://bellamedspaatl.com/,4.5,146,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Bella+Medspa/data=!4m7!3m6!1s0x88f50f145ba9559f:0xa20eb07053ba5d8e!8m2!3d33.8424074!4d-84.3822465!16s%2Fg%2F1wbrymk_!19sChIJn1WpWxQP9YgRjl26U3CwDqI?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:06:08.604640,https://www.facebook.com/bellamedspaATL,https://www.instagram.com/bella_medspa_atl,,146,,,9,yes,Has online booking,1,Leaky Funnel,Group,Recent,12mo ago
Blue Divine Aesthetics,"
107 W Paces Ferry Rd NW, Atlanta, GA 30305, United States",Core Atlanta,Atlanta,+1 404-467-4232,https://www.bluedivine.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,4.6,323,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Blue+Divine+Aesthetics/data=!4m7!3m6!1s0x88f5058f331af113:0x21b6f45088d1aad5!8m2!3d33.841718!4d-84.3838566!16s%2Fg%2F1hm4b86gy!19sChIJE_EaM48F9YgR1arRiFD0tiE?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:06:20.263792,https://www.facebook.com/bluedivineatl,https://www.instagram.com/bluedivineatl,https://www.tiktok.com/@bluedivineaesthetics,323,1,,9,yes,Has online booking; Single practitioner,1,Leaky Funnel,Solo,Fresh,60d ago
Natural Body Spa + Med Spa | Brookhaven,"
1432 Dresden Dr #300, Atlanta, GA 30319, United States",Core Atlanta,Atlanta,+1 404-816-8801,https://www.naturalbody.com/spa-locations/georgia-brookhaven,4.9,681,Day spa,Show open hours for the week,https://www.google.com/maps/place/Natural+Body+Spa+%2B+Med+Spa+%7C+Brookhaven/data=!4m7!3m6!1s0x88f50896866927bb:0x451b0cffa35935d7!8m2!3d33.8610331!4d-84.3302531!16s%2Fg%2F1pp2vm461!19sChIJuydphpYI9YgR1zVZo_8MG0U?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:06:26.180384,https://www.facebook.com/NaturalBodySpaandShop,https://www.instagram.com/naturalbodyspaandshop,,681,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Balanced Aesthetics + Wellness,"
1350 Dresden Dr NE #1006, Atlanta, GA 30319, United States",Core Atlanta,Atlanta,+1 470-226-2390,http://www.balancedaestheticsmedspa.com/,5.0,439,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Balanced+Aesthetics+%2B+Wellness/data=!4m7!3m6!1s0x88f505ef3409988f:0x8a95292b93378dde!8m2!3d33.8607758!4d-84.3338812!16s%2Fg%2F11kksyp6d4!19sChIJj5gJNO8F9YgR3o03kysplYo?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:06:34.793294,https://www.facebook.com/tr,https://www.instagram.com/balancedaestheticswellness,https://www.tiktok.com/@balancedaestheticsmedspa,439,1,,8,yes,Has online booking; Single practitioner; No SSL,1,Leaky Funnel,Solo,Fresh,7d ago
dermani MEDSPA® Vinings,"
4300 Paces Ferry Rd SE Suite 245, Atlanta, GA 30339, United States",Core Atlanta,Atlanta,+1 770-884-8102,https://dermanimedspa.com/vinings/,4.9,430,Medical spa,,https://www.google.com/maps/place/dermani+MEDSPA%C2%AE+Vinings/data=!4m7!3m6!1s0x88f5106ef8728c43:0x612be60bac9e5596!8m2!3d33.8648158!4d-84.4670662!16s%2Fg%2F11d_bgy6c6!19sChIJQ4xy-G4Q9YgRllWerAvmK2E?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:06:45.401527,https://www.facebook.com/dermaniMEDSPAvinings,https://www.instagram.com/dermanimedspa_vinings,,430,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
The K Spa,"
371 East Paces Ferry Rd NE #850, Atlanta, GA 30305, United States",Core Atlanta,Atlanta,+1 404-549-3503,https://www.thekspa.com/,4.9,38,Facial spa,Show open hours for the week,https://www.google.com/maps/place/The+K+Spa/data=!4m7!3m6!1s0x88f50934e0bd939b:0xbde1d5c5a54f027!8m2!3d33.8382185!4d-84.3748946!16s%2Fg%2F11cs5p5qml!19sChIJm5O94DQJ9YgRJ_BUWlwd3gs?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:06:49.372016,https://www.facebook.com/thekspa,https://www.instagram.com/thekspa__,,38,4,,9,no,,1,Leaky Funnel,Group,Recent,12mo ago
SkynBar,"
3872 Roswell Rd NE Suite D4, Atlanta, GA 30342, United States",Core Atlanta,Atlanta,+1 470-305-5850,https://skynbaratlanta.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=atlanta,5.0,278,Medical spa,Show open hours for the week,https://www.google.com/maps/place/SkynBar/data=!4m7!3m6!1s0x88f50f60ce6a1f3b:0x54ece66a8abbd16d!8m2!3d33.8606405!4d-84.3817866!16s%2Fg%2F11h7pbpmc1!19sChIJOx9qzmAP9YgRbdG7imrm7FQ?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:07:02.890202,https://www.facebook.com/skynbaratlanta,https://www.instagram.com/skynbaratlanta,,278,10,,10,yes,Has online booking; Large team (10 providers); Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
Inspire Wellness & Aesthetics,"
270 17th St NW unit 100, Atlanta, GA 30363, United States",Core Atlanta,Atlanta,+1 404-282-4126,https://inspirewellnessaesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.9,50,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Inspire+Wellness+%26+Aesthetics/data=!4m7!3m6!1s0x88f5058b0a187a69:0x59d535ed78b13dd1!8m2!3d33.7910241!4d-84.3976047!16s%2Fg%2F11vk9094dg!19sChIJaXoYCosF9YgR0T2xeO011Vk?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:07:09.793081,https://www.facebook.com/inspirewellnessaesthetics,https://www.instagram.com/inspirewellnessaesthetics,,50,3,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,90d ago
MedSpa Downtown,"
104 Rome St, Carrollton, GA 30117, United States",Core Atlanta,Atlanta,+1 404-301-4042,https://medspadowntown.com/,5.0,145,Medical spa,Show open hours for the week,https://www.google.com/maps/place/MedSpa+Downtown/data=!4m7!3m6!1s0x888b2f6a967f4fcd:0xd48316e379b3bb97!8m2!3d33.5806579!4d-85.075119!16s%2Fg%2F11n_w0ljcv!19sChIJzU9_lmovi4gRl7uzeeMWg9Q?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:07:14.640971,http://www.facebook.com/2008/fbml,https://www.instagram.com/medspadowntown,https://www.tiktok.com/@medspadowntown,145,11,,10,yes,Has online booking; Large team (11 providers); Has online booking,1,Leaky Funnel,Group,Fresh,90d ago
Natural Body Spa + Med Spa | Smyrna,"
1675 Cumberland Pkwy SE #410, Smyrna, GA 30080, United States",Cobb,Atlanta,+1 770-437-0780,https://www.naturalbody.com/spa-locations/georgia-smyrna,4.7,1240,Day spa,Open · Closes 9 pm,https://www.google.com/maps/place/Natural+Body+Spa+%2B+Med+Spa+%7C+Smyrna/data=!4m7!3m6!1s0x88f51a770652905b:0x97455ee9b695f60f!8m2!3d33.849867!4d-84.4922548!16s%2Fg%2F1ttyxkzv!19sChIJW5BSBnca9YgRD_aVtuleRZc?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:07:23.353467,https://www.facebook.com/NaturalBodySpaandShop,https://www.instagram.com/naturalbodyspaandshop,,1240,1,,10,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,7d ago
Keller Aesthetic Specialists | CoolSculpting Atlanta,"
5555 Peachtree Dunwoody Rd NE UNIT 135, Atlanta, GA 30342, United States",Core Atlanta,Atlanta,+1 404-493-3916,https://www.kelleraesthetics.com/,4.8,40,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Keller+Aesthetic+Specialists+%7C+CoolSculpting+Atlanta/data=!4m7!3m6!1s0x88f509d90da14bf5:0x56653d5069a4f3ad!8m2!3d33.9056794!4d-84.3520726!16s%2Fg%2F11gtz3wdqv!19sChIJ9UuhDdkJ9YgRrfOkaVA9ZVY?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:07:31.601199,,,,40,,,0,no,Website timeout,1,Leaky Funnel,Unknown,Fresh,14d ago
WIFH,"
6115 Peachtree Dunwoody Rd NE #200, Sandy Springs, GA 30328, United States",North Fulton,Atlanta,+1 404-800-9832,https://www.wifh.com/?utm_campaign=gmb,4.9,356,Medical spa,Show open hours for the week,https://www.google.com/maps/place/WIFH/data=!4m7!3m6!1s0x88f5094c2d1a7c5b:0xf5f7bbd91c523b21!8m2!3d33.9213106!4d-84.350924!16s%2Fg%2F1vqmk69h!19sChIJW3waLUwJ9YgRITtSHNm79_U?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:07:38.458825,,,,356,,,3,no,No social media; No mobile viewport; Thin content,1,Leaky Funnel,Unknown,Fresh,7d ago
dermani MEDSPA® Sandy Springs,"
5950 Roswell Rd, Atlanta, GA 30328, United States",Core Atlanta,Atlanta,+1 770-884-4934,https://dermanimedspa.com/sandy-springs/,4.6,285,Medical spa,,https://www.google.com/maps/place/dermani+MEDSPA%C2%AE+Sandy+Springs/data=!4m7!3m6!1s0x88f50e93d593fbdf:0x35688371097e0aa9!8m2!3d33.9180654!4d-84.3817664!16s%2Fg%2F1s04b3lgz!19sChIJ3_uT1ZMO9YgRqQp-CXGDaDU?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:07:47.880024,https://www.facebook.com/dermaniMEDSPAsandysprings,https://www.instagram.com/dermanimedspa_sandysprings,,285,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,60d ago
ALIVE Holistic Health Care,"
12 Broad St NW, Atlanta, GA 30303, United States",Core Atlanta,Atlanta,+1 404-558-5825,http://aliveholistichealthcare.janeapp.com/,4.9,,Medical spa,Show open hours for the week,https://www.google.com/maps/place/ALIVE+Holistic+Health+Care/data=!4m7!3m6!1s0x88f5036650e4f61b:0x451165b511e171b8!8m2!3d33.7553354!4d-84.3897971!16s%2Fg%2F11vrmcy53g!19sChIJG_bkUGYD9YgRuHHhEbVlEUU?authuser=0&hl=en&rclk=1,med spa Downtown Atlanta GA,2026-03-04T20:07:52.350759,,,,,,,3,no,No social media; No SSL; Thin content,2,"Warm Digital, No Proof",Unknown,No reviews,
4Ever Young Med Spa & Wellness Center - Atlanta Midtown,"
1080 W Peachtree St NW unit 5, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 470-943-4448,https://4everyoungantiaging.com/atlanta-midtown/?utm_source=google&utm_medium=organic&utm_campaign=gbp-atlanta-midtown,5.0,958,Medical spa,Show open hours for the week,https://www.google.com/maps/place/4Ever+Young+Med+Spa+%26+Wellness+Center+-+Atlanta+Midtown/data=!4m7!3m6!1s0x88f505836684796d:0x96779122b0ad465a!8m2!3d33.7846886!4d-84.3882501!16s%2Fg%2F11ybykrnqd!19sChIJbXmEZoMF9YgRWkatsCKRd5Y?authuser=0&hl=en&rclk=1,med spa Midtown Atlanta GA,2026-03-04T20:08:22.737967,https://www.facebook.com/4everyoungantiaging,https://www.instagram.com/4everyoung_atlanta,,958,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
AYA Medical Spa Colony Square - Midtown,"
145 15th St NE Suite 103, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 470-968-6035,https://ayaskin.com/locations/colony-square-medspa?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=georgia-colony-square,4.8,207,Medical spa,Show open hours for the week,https://www.google.com/maps/place/AYA+Medical+Spa+Colony+Square+-+Midtown/data=!4m7!3m6!1s0x88f505d2964332b9:0x3ae66e14dc1c9e78!8m2!3d33.7883107!4d-84.3825488!16s%2Fg%2F11kgsnfxy5!19sChIJuTJDltIF9YgReJ4c3BRu5jo?authuser=0&hl=en&rclk=1,med spa Midtown Atlanta GA,2026-03-04T20:08:31.957055,https://www.facebook.com/tr,https://www.instagram.com/ayamedicalspa,https://www.tiktok.com/@ayamedicalspa,207,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
LumiVita Midtown,"
190 10th St NE, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,,https://lumivita.com/,5.0,1,,,https://www.google.com/maps/place/LumiVita+Midtown/data=!4m7!3m6!1s0x88f505f35efa902b:0x53254226b7f52849!8m2!3d33.7819904!4d-84.3810559!16s%2Fg%2F11zkmgx_kd!19sChIJK5D6XvMF9YgRSSj1tyZCJVM?authuser=0&hl=en&rclk=1,med spa Midtown Atlanta GA,2026-03-04T20:08:37.843923,https://www.facebook.com/lumivitawellness,https://www.instagram.com/lumivitawellness,,1,,,8,no,,2,"Warm Digital, No Proof",Unknown,Fresh,30d ago
Atlanta Medical Aesthetics,"
Salon Lofts, 6 77 12th St NE, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 770-653-5173,http://www.atlantamedicalaesthetics.com/,4.7,49,Skin care clinic,Show open hours for the week,https://www.google.com/maps/place/Atlanta+Medical+Aesthetics/data=!4m7!3m6!1s0x88f50436af1f02df:0xdde9c0ab23364d49!8m2!3d33.7842852!4d-84.3847612!16s%2Fg%2F11f0x18qc9!19sChIJ3wIfrzYE9YgRSU02I6vA6d0?authuser=0&hl=en&rclk=1,med spa Midtown Atlanta GA,2026-03-04T20:09:07.266694,https://www.facebook.com/Atlantabotox,,,49,1,,8,no,Single practitioner; Facebook only; No SSL,1,Leaky Funnel,Solo,Fresh,30d ago
ELLEMES Medical Spa,"
5505 Peachtree Dunwoody Rd NE Suite 630, Atlanta, GA 30342, United States",Core Atlanta,Atlanta,+1 470-222-6581,https://ellemesmedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,4.9,390,Medical spa,Show open hours for the week,https://www.google.com/maps/place/ELLEMES+Medical+Spa/data=!4m7!3m6!1s0x88f509d7e9e58f31:0xd3e935b8f1727e62!8m2!3d33.9040559!4d-84.35225!16s%2Fg%2F11fns111w9!19sChIJMY_l6dcJ9YgRYn5y8bg16dM?authuser=0&hl=en&rclk=1,med spa Midtown Atlanta GA,2026-03-04T20:09:12.263499,,,,390,,,4,no,No social media; Thin content,1,Leaky Funnel,Group,Fresh,14d ago
BLUE Med Center & Spa,"
190 10th St NE, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 404-815-8880,http://www.bluemedcenter.com/,4.9,418,,,https://www.google.com/maps/place/BLUE+Med+Center+%26+Spa/data=!4m7!3m6!1s0x88f50442237e9c1d:0xc87d96d477632f9e!8m2!3d33.7819894!4d-84.381059!16s%2Fg%2F1wc322bg!19sChIJHZx-I0IE9YgRni9jd9SWfcg?authuser=0&hl=en&rclk=1,med spa Midtown Atlanta GA,2026-03-04T20:09:47.601550,,,,418,,,0,no,Website error: Page.goto: net::ERR_ABORTED at http://www.bluemedc,1,Leaky Funnel,Group,Recent,11mo ago
dermani MEDSPA® Buckhead,"
2900 Peachtree Rd #111, Atlanta, GA 30305, United States",Core Atlanta,Atlanta,+1 770-847-8230,https://dermanimedspa.com/buckhead-atlanta-ga/,4.7,407,Medical spa,,https://www.google.com/maps/place/dermani+MEDSPA%C2%AE+Buckhead/data=!4m7!3m6!1s0x88f505f568f0693b:0xa0aea1c6911f7173!8m2!3d33.8341023!4d-84.383887!16s%2Fg%2F11byx7y860!19sChIJO2nwaPUF9YgRc3EfkcahrqA?authuser=0&hl=en&rclk=1,med spa Buckhead Atlanta GA,2026-03-04T20:10:30.791370,https://www.facebook.com/dermaniMEDSPAbuckheadatl,https://www.instagram.com/dermanimedspa_buckhead,,407,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,60d ago
AYA Medical Spa Buckhead,"
371 East Paces Ferry Rd NE, Atlanta, GA 30305, United States",Core Atlanta,Atlanta,+1 404-600-3381,https://ayaskin.com/locations/buckhead-medspa?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=georgia-buckhead,4.9,108,Medical spa,Show open hours for the week,https://www.google.com/maps/place/AYA+Medical+Spa+Buckhead/data=!4m7!3m6!1s0x88f50520844eb641:0xab7b31355584d82b!8m2!3d33.8385276!4d-84.3751068!16s%2Fg%2F11h4zrrb_5!19sChIJQbZOhCAF9YgRK9iEVTUxe6s?authuser=0&hl=en&rclk=1,med spa Buckhead Atlanta GA,2026-03-04T20:10:36.646933,https://www.facebook.com/tr,https://www.instagram.com/ayamedicalspa,https://www.tiktok.com/@ayamedicalspa,108,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
SkinSpirit Buckhead,"
3330 Piedmont Rd NE Ste 7, Atlanta, GA 30305, United States",Core Atlanta,Atlanta,+1 404-726-0500,https://www.skinspirit.com/locations/buckhead?utm_source=citation&utm_medium=organic&utm_campaign=buckhead,5.0,139,Medical spa,Show open hours for the week,https://www.google.com/maps/place/SkinSpirit+Buckhead/data=!4m7!3m6!1s0x88f505f63e5f8a01:0x3d4734b3a303cec9!8m2!3d33.8455108!4d-84.3732887!16s%2Fg%2F11vx6fl2ql!19sChIJAYpfPvYF9YgRyc4Do7M0Rz0?authuser=0&hl=en&rclk=1,med spa Buckhead Atlanta GA,2026-03-04T20:10:46.772413,https://www.facebook.com/SkinSpiritSkincareClinicSpa,https://www.instagram.com/skinspirit,https://www.tiktok.com/@skinspirit,139,3,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Buckhead Grand Spa,"
3338 Peachtree Rd NE, Atlanta, GA 30326, United States",Core Atlanta,Atlanta,+1 404-816-4511,http://www.buckheadgrandspa.com/,4.8,591,Day spa,Show open hours for the week,https://www.google.com/maps/place/Buckhead+Grand+Spa/data=!4m7!3m6!1s0x88f50f5f22875f63:0x6de07d238c9e7993!8m2!3d33.8486684!4d-84.3716269!16s%2Fg%2F1tg5cyw5!19sChIJY1-HIl8P9YgRk3mejCN94G0?authuser=0&hl=en&rclk=1,med spa Buckhead Atlanta GA,2026-03-04T20:11:04.175531,https://www.facebook.com//pages/Buckhead-Grand-Spa/233058133785,,,591,,,4,no,Facebook only; No SSL; No mobile viewport; Thin content,1,Leaky Funnel,Group,Fresh,14d ago
Regenerative MedSpa of Buckhead,"
2061 Peachtree Rd NE Suite 250, Atlanta, GA 30309, United States",Core Atlanta,Atlanta,+1 404-816-8557,https://www.regenmedspabuckhead.com/,4.9,76,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Regenerative+MedSpa+of+Buckhead/data=!4m7!3m6!1s0x88f505e29a9841eb:0xeba1eb6f4b34c805!8m2!3d33.8111606!4d-84.3920225!16s%2Fg%2F11h_zbhq_6!19sChIJ60GYmuIF9YgRBcg0S2_roes?authuser=0&hl=en&rclk=1,med spa Buckhead Atlanta GA,2026-03-04T20:11:12.134565,https://www.facebook.com/RegenMedSpaBuckhead,https://www.instagram.com/regenmedspabuckhead,,76,1,,5,yes,Has online booking; Single practitioner; Thin content,1,Leaky Funnel,Solo,Recent,7mo ago
