name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments
Smile On Nashville,"
1914 Charlotte Ave #104, Nashville, TN 37203, United States",Core Nashville,Nashville,+1 615-891-3192,https://smileonnashville.com/,4.9,271,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Smile+On+Nashville/data=!4m7!3m6!1s0x886466c045c44379:0x93fe8bb1bd506a59!8m2!3d36.1572865!4d-86.8037995!16s%2Fg%2F11gdknw6l3!19sChIJeUPERcBmZIgRWWpQvbGL_pM?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:28:07.445238,https://www.facebook.com/smileonnashville,https://www.instagram.com/smileonnashville,,271,4,,8,no,
12 South Dental Studio,"
2700 12th Ave S, Nashville, TN 37204, United States",Core Nashville,Nashville,+1 615-832-6300,http://www.12southdentalstudio.com/,5.0,540,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/12+South+Dental+Studio/data=!4m7!3m6!1s0x8864642fd02bfdd3:0x82bfbf7528c6da83!8m2!3d36.1231044!4d-86.7898771!16s%2Fg%2F12jw0k1m2!19sChIJ0_0r0C9kZIgRg9rGKHW_v4I?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:28:12.307009,https://www.facebook.com/12SouthDentalStudio,https://www.instagram.com/12sdentalstudio,,540,11,,8,yes,Has online booking; Large team (11 doctors); No SSL
"BiTE Dentistry | Dr. Cristin Lewis, Nashville Root-Cause Airway & Whole Body Health Wellness","
3212 West End Ave Ste 301, Nashville, TN 37203, United States",Core Nashville,Nashville,+1 615-297-7440,https://bitedds.com/,4.9,403,Dentist,Show open hours for the week,"https://www.google.com/maps/place/BiTE+Dentistry+%7C+Dr.+Cristin+Lewis,+Nashville+Root-Cause+Airway+%26+Whole+Body+Health+Wellness/data=!4m7!3m6!1s0x886466ac0c623eb7:0x17f2fd3912873b9a!8m2!3d36.1415802!4d-86.8180092!16s%2Fg%2F1tctsdkm!19sChIJtz5iDKxmZIgRmjuHEjn98hc?authuser=0&hl=en&rclk=1",dentist Downtown Nashville TN,2026-03-02T13:28:16.432480,https://www.facebook.com/bitedds,,,403,16,,10,yes,Has online booking; Large team (16 doctors); Facebook only; Has online booking
Dental Haus Germantown,"
1390 Adams St Ste 12, Nashville, TN 37208, United States",Core Nashville,Nashville,+1 629-299-0435,https://www.dentalhausgermantown.com/,4.9,606,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Haus+Germantown/data=!4m7!3m6!1s0x886467c960cc7b9f:0x2165f324b7e1284c!8m2!3d36.1808561!4d-86.7838532!16s%2Fg%2F11n0dkbr_8!19sChIJn3vMYMlnZIgRTCjhtyTzZSE?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:28:25.248228,https://www.facebook.com/DentalHausGermantown,https://www.instagram.com/dentalhausgermantown,,606,21,,9,yes,Has online booking; Large team (21 doctors)
"Belle Meade Family Dentistry - Nashville, TN","
104 Kenner Ave #101, Nashville, TN 37205, United States",Core Nashville,Nashville,+1 615-298-2030,https://www.bellemeadedental.com/,4.9,860,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Belle+Meade+Family+Dentistry+-+Nashville,+TN/data=!4m7!3m6!1s0x886463dcc2b37c7d:0x980ef83f63fbf233!8m2!3d36.1252403!4d-86.8453369!16s%2Fg%2F1td2653q!19sChIJfXyzwtxjZIgRM_L7Yz_4Dpg?authuser=0&hl=en&rclk=1",dentist Downtown Nashville TN,2026-03-02T13:28:30.390163,https://www.facebook.com/bellemeadefamilydentistry,,,860,14,,10,yes,Has online booking; Large team (14 doctors); Facebook only; Has online booking
Nashville Dental Center,"
3754 Nolensville Pk, Nashville, TN 37211, United States",Core Nashville,Nashville,+1 615-331-2483,https://www.nashvilledc.net/,4.5,738,Dentist,Show open hours for the week,https://www.google.com/maps/place/Nashville+Dental+Center/data=!4m7!3m6!1s0x88646f78468fffff:0x44356d99786593b4!8m2!3d36.0903551!4d-86.7331503!16s%2Fg%2F1tjwjg_4!19sChIJ__-PRnhvZIgRtJNleJltNUQ?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:28:35.703879,https://www.facebook.com/nashvilledc,,,738,1,,10,yes,Has online booking; Single practitioner; Facebook only; Has online booking
East Nashville Aesthetic and Implant Dentistry,"
815 Gallatin Ave, Nashville, TN 37206, United States",Core Nashville,Nashville,+1 615-208-4447,https://eastnashvilledentistry.com/?utm_source=businessprofiles&utm_medium=organic&utm_campaign=offsiteSEO,4.8,462,Dentist,Show open hours for the week,https://www.google.com/maps/place/East+Nashville+Aesthetic+and+Implant+Dentistry/data=!4m7!3m6!1s0x886467103cbe0c77:0x33da291ea0bd605d!8m2!3d36.1864295!4d-86.7470114!16s%2Fg%2F11f7b5fwtj!19sChIJdwy-PBBnZIgRXWC9oB4p2jM?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:28:43.916069,https://www.facebook.com/people/East-Nashville-Aesthetic-Dentistry/100091644266911,https://instagram.com/eastnashvilledentistry,,462,,,10,yes,Has online booking; Has online booking
"David Wickness, DMD- Nashville Cosmetic Dentist","
105 Kenner Ave, Nashville, TN 37205, United States",Core Nashville,Nashville,+1 615-560-8830,https://www.davidwicknessdmd.com/?utm_campaign=gmb,5.0,747,Cosmetic dentist,Show open hours for the week,"https://www.google.com/maps/place/David+Wickness,+DMD-+Nashville+Cosmetic+Dentist/data=!4m7!3m6!1s0x880cd0dbd6df13e1:0xb6d7dfb9ed730ec2!8m2!3d36.1246243!4d-86.8458417!16s%2Fg%2F1vg4kcp_!19sChIJ4RPf1tvQDIgRwg5z7bnf17Y?authuser=0&hl=en&rclk=1",dentist Downtown Nashville TN,2026-03-02T13:28:47.997294,https://www.facebook.com/davidwicknessdmd,,,747,13,,9,no,Large team (13 doctors); Facebook only
Vitality Dental,"
2708 Old Elm Hill Pike, Nashville, TN 37214, United States",Core Nashville,Nashville,+1 615-885-1555,https://vitalitydentaltn.com/?utm_source=google&utm_medium=gbp&utm_campaign=google_business,4.9,1295,Dentist,Show open hours for the week,https://www.google.com/maps/place/Vitality+Dental/data=!4m7!3m6!1s0x8864695d5e750d91:0x168683dc6b8ac9fb!8m2!3d36.1514699!4d-86.6702816!16s%2Fg%2F1tcw8xvd!19sChIJkQ11Xl1pZIgR-8mKa9yDhhY?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:28:57.535408,https://www.facebook.com/VitalityDentalTN,https://www.instagram.com/vitalitydentaltn,,1295,9,,10,yes,Has online booking; Large team (9 doctors); Has online booking
Tend Dental East Nashville,"
962 Woodland St, Nashville, TN 37206, United States",Core Nashville,Nashville,+1 615-490-9063,https://www.hellotend.com/site/studios/east-nashville?utm_source=gmb&utm_medium=organic&utm_campaign=eastnashville+6001&utm_content=web,4.7,466,Dentist,Show open hours for the week,https://www.google.com/maps/place/Tend+Dental+East+Nashville/data=!4m7!3m6!1s0x886467f562ea3201:0xf280bc4aba976f09!8m2!3d36.1765083!4d-86.7520477!16s%2Fg%2F11t91w3p0y!19sChIJATLqYvVnZIgRCW-Xukq8gPI?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:29:06.843732,,,,466,,,5,no,No social media
Scott Nickels DDS,"
323 21st Ave N, Nashville, TN 37203, United States",Core Nashville,Nashville,+1 615-327-4257,https://www.scottnickelsdds.com/,5.0,369,Dentist,Show open hours for the week,https://www.google.com/maps/place/Scott+Nickels+DDS/data=!4m7!3m6!1s0x886466bf7094b3f7:0x4a180c0b6203e6af!8m2!3d36.1546999!4d-86.804949!16s%2Fg%2F1w4f8vdv!19sChIJ97OUcL9mZIgRr-YDYgsMGEo?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:29:11.353645,https://facebook.com/100063534251489,,,369,7,,9,no,Large team (7 doctors); Facebook only
American Dental Center,"
617 Woodland St, Nashville, TN 37206, United States",Core Nashville,Nashville,+1 615-256-2321,,4.6,88,Dentist,Show open hours for the week,https://www.google.com/maps/place/American+Dental+Center/data=!4m7!3m6!1s0x8864663581ee212d:0x5a8c9761f04297e7!8m2!3d36.1733932!4d-86.761528!16s%2Fg%2F1tkbyz5b!19sChIJLSHugTVmZIgR55dC8GGXjFo?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:29:21.753009,,,,88,,,0,,No website
Nations Dental Studio,"
4900 Centennial Blvd Suite 104, Nashville, TN 37209, United States",Core Nashville,Nashville,+1 615-933-5800,https://nationsdentalstudio.com/,5.0,468,Dentist,Show open hours for the week,https://www.google.com/maps/place/Nations+Dental+Studio/data=!4m7!3m6!1s0x886461afdb44af59:0xf22c9420feb63501!8m2!3d36.1629936!4d-86.847311!16s%2Fg%2F11mv2q21s5!19sChIJWa9E269hZIgRATW2_iCULPI?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:29:26.182161,https://www.facebook.com/nationsdentalstudio,https://www.instagram.com/nationsdentalstudio,,468,11,,10,yes,Has online booking; Large team (11 doctors); Has online booking
Berry Hill Dental Group,"
2641 8th Ave S, Nashville, TN 37204, United States",Core Nashville,Nashville,+1 615-784-5104,https://www.berryhilldentalgroup.com/?sc_cid=GBP%3AO%3AGP%3A794%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTU1NzEwNTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.6,262,Dentist,Show open hours for the week,https://www.google.com/maps/place/Berry+Hill+Dental+Group/data=!4m7!3m6!1s0x886465cef915f949:0x7e1d384afe85af9f!8m2!3d36.1191022!4d-86.7752535!16s%2Fg%2F11qp_p0smg!19sChIJSfkV-c5lZIgRn6-F_ko4HX4?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:29:35.198564,,,,262,,,2,no,No social media; No mobile viewport; Thin content
Joseph P. Wiggs DDS,"
1916 Patterson St #605, Nashville, TN 37203, United States",Core Nashville,Nashville,+1 615-329-4388,https://josephwiggsdds.com/,4.9,204,Dentist,Show open hours for the week,https://www.google.com/maps/place/Joseph+P.+Wiggs+DDS/data=!4m7!3m6!1s0x886466c0025c36ad:0xa4de79a98d6cd1b6!8m2!3d36.1557446!4d-86.8019911!16s%2Fg%2F1td1f48r!19sChIJrTZcAsBmZIgRttFsjal53qQ?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:29:48.522335,https://www.facebook.com/JosephWiggsDDS,,,204,15,,10,yes,Has online booking; Large team (15 doctors); Facebook only; Has online booking
"Nashville Dental Studio- Kenzie Davidovich, D.M.D.","
5505 Edmondson Pike # 201, Nashville, TN 37211, United States",Core Nashville,Nashville,+1 615-398-4343,http://www.nashvilleds.com/,5.0,354,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Nashville+Dental+Studio-+Kenzie+Davidovich,+D.M.D./data=!4m7!3m6!1s0x69000e3dc79a90d:0x200e13e5d1ac5e04!8m2!3d36.0438827!4d-86.744728!16s%2Fg%2F11t53l7rkm!19sChIJDal53OMAkAYRBF6s0eUTDiA?authuser=0&hl=en&rclk=1",dentist Downtown Nashville TN,2026-03-02T13:29:51.826742,http://www.facebook.com/2008/fbml,https://www.instagram.com/nashvilledentalstudio,,354,5,,9,yes,Has online booking; No SSL; Has online booking
Green Hills Family Dentistry,"
4301 Hillsboro Pike Ste 315, Nashville, TN 37215, United States",Core Nashville,Nashville,+1 629-276-6233,http://greenhillsfamilydentistry.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,4.9,957,Dentist,Show open hours for the week,https://www.google.com/maps/place/Green+Hills+Family+Dentistry/data=!4m7!3m6!1s0x8864638781788f67:0xdf0936f668ccbda0!8m2!3d36.098927!4d-86.82206!16s%2Fg%2F1tdy55xf!19sChIJZ494gYdjZIgRoL3MaPY2Cd8?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:30:09.183486,https://facebook.com/251616671539168,https://www.instagram.com/greenhillsfd,,957,8,,8,yes,Has online booking; Large team (8 doctors); No SSL
Dental Design Studios LLC,"
145 Thompson Ln, Nashville, TN 37211, United States",Core Nashville,Nashville,+1 615-432-2388,https://ddsnashville.com/,4.9,609,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Design+Studios+LLC/data=!4m7!3m6!1s0x88646fbf6bb91bcd:0x51479d5b2cf8fc5c!8m2!3d36.109891!4d-86.7377817!16s%2Fg%2F1q5hrm92h!19sChIJzRu5a79vZIgRXPz4LFudR1E?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:30:19.085311,https://www.facebook.com/DDSNashville,,,609,21,,10,yes,Has online booking; Large team (21 doctors); Facebook only; Has online booking
Matt McGee Family and Cosmetic Dentistry,"
2827 Bransford Ave, Nashville, TN 37204, United States",Core Nashville,Nashville,+1 615-298-2385,https://www.mynashvillefamilydentist.com/,4.9,201,Dentist,Show open hours for the week,https://www.google.com/maps/place/Matt+McGee+Family+and+Cosmetic+Dentistry/data=!4m7!3m6!1s0x886465c72970628f:0x442cfdcf3b041865!8m2!3d36.113594!4d-86.767132!16s%2Fg%2F1tmklq7w!19sChIJj2JwKcdlZIgRZRgEO8_9LEQ?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:30:31.246523,https://www.facebook.com/tr,,,201,8,,10,yes,Has online booking; Large team (8 doctors); Facebook only; Has online booking
West End Smiles,"
1800 West End Ave UNIT 102, Nashville, TN 37203, United States",Core Nashville,Nashville,+1 615-327-4904,http://www.westendsmiles.com/,4.4,47,Dentist,Show open hours for the week,https://www.google.com/maps/place/West+End+Smiles/data=!4m7!3m6!1s0x886466b02efb7ba7:0xa5c7b0eed050fe9b!8m2!3d36.1530439!4d-86.7962921!16s%2Fg%2F1tfrsnm0!19sChIJp3v7LrBmZIgRm_5Q0O6wx6U?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:30:38.623864,,,,47,,,0,no,Website error: Page.goto: net::ERR_NAME_NOT_RESOLVED at http://ww
"Clint Newman, DDS","
3796 Bedford Ave STE 201, Nashville, TN 37215, United States",Core Nashville,Nashville,+1 615-802-7960,https://www.clintnewmandds.com/?utm_source=gmb&utm_campaign=eii,4.9,469,Cosmetic dentist,Show open hours for the week,"https://www.google.com/maps/place/Clint+Newman,+DDS/data=!4m7!3m6!1s0x886464784aa20eab:0x4cbefb4f5f7ffd2d!8m2!3d36.1097585!4d-86.819469!16s%2Fg%2F1thx4sw5!19sChIJqw6iSnhkZIgRLf1_X0_7vkw?authuser=0&hl=en&rclk=1",dentist Downtown Nashville TN,2026-03-02T13:30:49.255224,https://www.facebook.com/ClintNewmanDDS,,,469,40,,9,yes,Has online booking; Large team (40 doctors); Facebook only
Interfaith Dental,"
600 Hill Ave, Nashville, TN 37210, United States",Core Nashville,Nashville,+1 615-329-4790,http://www.interfaithdental.com/,4.9,515,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Interfaith+Dental/data=!4m7!3m6!1s0x886466eb16c8bb21:0x1b815cacc0579a90!8m2!3d36.1387256!4d-86.7343791!16s%2Fg%2F1tf6bsl7!19sChIJIbvIFutmZIgRkJpXwKxcgRs?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:30:58.521166,,,,515,,,0,no,Website timeout
Nuvia Dental Implant Center,"
335 24th Ave N ste 115, Nashville, TN 37203, United States",Core Nashville,Nashville,+1 615-988-7982,https://www.nuviasmiles.com/locations/dental-implants-nashville-tennessee?o_source=Organic&o_medium=Website&o_campaign=GMB&o_term=Nashville,4.9,1483,Dental implants provider,Show open hours for the week,https://www.google.com/maps/place/Nuvia+Dental+Implant+Center/data=!4m7!3m6!1s0x88646729f924da77:0x3682a9ad99d05166!8m2!3d36.1535718!4d-86.8111737!16s%2Fg%2F11khf6f37k!19sChIJd9ok-SlnZIgRZlHQma2pgjY?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:31:20.582970,,,,1483,,,0,no,Website error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://w
Nashville Smiles,"
8090 TN-100, Nashville, TN 37221, United States",Core Nashville,Nashville,+1 615-646-3549,https://www.nashvillesmiles.com/?utm_source=google&utm_medium=local&utm_campaign=gmb,4.9,513,Dentist,Show open hours for the week,https://www.google.com/maps/place/Nashville+Smiles/data=!4m7!3m6!1s0x8864870d221a250f:0x354ccf9645c2b0d5!8m2!3d36.046032!4d-86.9548886!16s%2Fg%2F1hd_dfq99!19sChIJDyUaIg2HZIgR1bDCRZbPTDU?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:31:36.713400,https://www.facebook.com/NashvilleSmiles,https://www.instagram.com/nashvillesmiles,,513,1,,9,yes,Has online booking; Single practitioner
Gorham & Ammarell Dentistry,"
124 30th Ave N, Nashville, TN 37203, United States",Core Nashville,Nashville,+1 615-327-4914,http://www.westendnashvilledentists.com/,4.9,461,Dentist,Show open hours for the week,https://www.google.com/maps/place/Gorham+%26+Ammarell+Dentistry/data=!4m7!3m6!1s0x886466b1d73fc16f:0x2b5792a8468ec02!8m2!3d36.1452026!4d-86.8150212!16s%2Fg%2F1tpllgn1!19sChIJb8E_17FmZIgRAuxohCp5tQI?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:31:57.924892,,,,461,,,0,no,Website timeout
Tennessee Family Dental (Green Hills),"
4205 Hillsboro Pike STE 106, Nashville, TN 37215, United States",Core Nashville,Nashville,+1 615-730-5566,https://tnfamilydental.com/locations/Green-Hills,4.9,342,Dentist,Show open hours for the week,https://www.google.com/maps/place/Tennessee+Family+Dental+%28Green+Hills%29/data=!4m7!3m6!1s0x886464783123700f:0x92f4102802bb6fa1!8m2!3d36.1005774!4d-86.8199612!16s%2Fg%2F11cmn3tmc4!19sChIJD3AjMXhkZIgRoW-7AigQ9JI?authuser=0&hl=en&rclk=1,dentist Downtown Nashville TN,2026-03-02T13:32:14.376135,,,,342,,,0,no,Website timeout
