name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age
Sunset Hills Dentistry,"
1221 W Ben White Blvd #207a, Austin, TX 78704, United States",Central Austin,Austin,+1 512-441-7777,http://castordds.com/,4.9,352,Dentist,Show open hours for the week,https://www.google.com/maps/place/Sunset+Hills+Dentistry/data=!4m7!3m6!1s0x8644b4b6182e493d:0xf98b4b844cba469e!8m2!3d30.2269885!4d-97.7789516!16s%2Fg%2F1tj2nvwz!19sChIJPUkuGLa0RIYRnka6TIRLi_k?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:49:07.069389,,,,352,,,4,no,No social media; No SSL,1,Leaky Funnel,Unknown,Fresh,30d ago
Swish Dental South,"
3715 S 1st St suite b, Austin, TX 78704, United States",Central Austin,Austin,+1 512-296-2841,https://www.swishsmiles.com/location/south-1st-downtown-austin-swish-dental,4.7,876,Dentist,Show open hours for the week,https://www.google.com/maps/place/Swish+Dental+South/data=!4m7!3m6!1s0x8644b4c083327d89:0x36f8ffe05367f696!8m2!3d30.2288381!4d-97.7677685!16s%2Fg%2F11fy4d6m42!19sChIJiX0yg8C0RIYRlvZnU-D_-DY?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:49:30.674526,https://www.facebook.com/SwishDentalTX,https://www.instagram.com/swishdental,https://www.tiktok.com/@swishdental,876,11,,9,no,Large team (11 doctors),1,Leaky Funnel,Group,Fresh,21d ago
The Cosmetic Dentists of Austin,"
2700 Barton Creek Blvd Suite 130, Austin, TX 78735, United States",Central Austin,Austin,+1 512-333-7777,https://thecosmeticdentistsofaustin.com/,4.9,338,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/The+Cosmetic+Dentists+of+Austin/data=!4m7!3m6!1s0x865b4a0023331e97:0x1d39d347423e3b00!8m2!3d30.2889606!4d-97.871564!16s%2Fg%2F1hc1hhl28!19sChIJlx4zIwBKW4YRADs-QkfTOR0?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:49:49.371874,,,,338,,,0,no,Website timeout,1,Leaky Funnel,Unknown,Fresh,60d ago
360 Dental Care,"
3660 Stoneridge Rd B101, Austin, TX 78746, United States",Central Austin,Austin,+1 512-595-3725,https://www.360dentalcare.com/,5.0,427,Dentist,Show open hours for the week,https://www.google.com/maps/place/360+Dental+Care/data=!4m7!3m6!1s0x865b4aee0d88fbdf:0x477aa4963d4e2a0c!8m2!3d30.2654459!4d-97.8159179!16s%2Fg%2F1w3w3g18!19sChIJ3_uIDe5KW4YRDCpOPZakekc?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:50:28.418351,https://www.facebook.com/drnussbaumdds,https://www.instagram.com/mnussdds,,427,2,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
High Point Dentistry,"
515 S Congress Ave UNIT 107, Austin, TX 78704, United States",Central Austin,Austin,+1 512-448-9669,https://highpointsmilestx.com/south-congress-dentist/,5.0,272,Dentist,Show open hours for the week,https://www.google.com/maps/place/High+Point+Dentistry/data=!4m7!3m6!1s0x8644b54365d2dc2b:0x12374db088065365!8m2!3d30.256!4d-97.746364!16s%2Fg%2F11wc2_5mvg!19sChIJK9zSZUO1RIYRZVMGiLBNNxI?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:50:55.836306,https://www.facebook.com/highpointsmiles,https://www.instagram.com/highpointdentistry,,272,20,,9,yes,Has online booking; Large team (20 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
A Summer Smile,"
8656 State Hwy 71 Building D, Austin, TX 78735, United States",Central Austin,Austin,+1 512-254-9616,https://youraustintxdentist.com/,4.9,253,Dentist,Show open hours for the week,https://www.google.com/maps/place/A+Summer+Smile/data=!4m7!3m6!1s0x865b49989c284e83:0x1c631e5e132c7553!8m2!3d30.2516503!4d-97.8927089!16s%2Fg%2F1thf8zsq!19sChIJg04onJhJW4YRU3UsE14eYxw?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:51:29.765409,https://www.facebook.com/youraustintxdentist,https://www.instagram.com/a.summer.smile,,253,10,,9,yes,Has online booking; Large team (10 doctors),1,Leaky Funnel,Group,Fresh,21d ago
Lifetime Smiles Cosmetic Dentistry - South Austin,"
2100 W William Cannon Dr, Austin, TX 78745, United States",Central Austin,Austin,+1 512-900-2384,https://atxdentistry.com/?utm_source=google_organic&utm_medium=gmb_website&utm_campaign=gmb_website_link,4.6,291,Dentist,Show open hours for the week,https://www.google.com/maps/place/Lifetime+Smiles+Cosmetic+Dentistry+-+South+Austin/data=!4m7!3m6!1s0x865b4b601b9fe903:0xbec8285b4501c3f0!8m2!3d30.203765!4d-97.807812!16s%2Fg%2F1tc_rfh9!19sChIJA-mfG2BLW4YR8MMBRVsoyL4?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:51:54.822069,,,,291,,,0,no,Website timeout,1a,Leaky Funnel - No Booking,Group,Fresh,30d ago
"Emily Ianno Zaramella, DDS","
901 S MoPac Expy Building 2 Suite 395, Austin, TX 78746, United States",Central Austin,Austin,+1 512-328-4411,https://emilyzaramelladds.com/,5.0,83,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Emily+Ianno+Zaramella,+DDS/data=!4m7!3m6!1s0x8644b53245d1cc0d:0x477d81f87a5ff796!8m2!3d30.2644178!4d-97.7815239!16s%2Fg%2F1vrqb0cv!19sChIJDczRRTK1RIYRlvdfeviBfUc?authuser=0&hl=en&rclk=1",dentist Zilker Austin TX,2026-03-02T13:52:36.037513,https://www.facebook.com/EmilyZaramellaDDS,https://www.instagram.com/dr.zaramella,,83,10,,10,yes,Has online booking; Large team (10 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
The Hills Dental Spa - TMJ & Cosmetic Dentistry,"
6836 Bee Caves Rd Building 1, Suite 300, Austin, TX 78746, United States",Central Austin,Austin,+1 737-248-1026,https://thehillsdentalspa.com/?utm_source=GoogleMyBusiness&utm_medium=Organic&utm_campaign=Website,4.9,264,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/The+Hills+Dental+Spa+-+TMJ+%26+Cosmetic+Dentistry/data=!4m7!3m6!1s0x865b3585bfa9d445:0x76e8240fc51b9e2e!8m2!3d30.3004277!4d-97.8385323!16s%2Fg%2F1tz76d60!19sChIJRdSpv4U1W4YRLp4bxQ8k6HY?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:52:52.066704,https://www.facebook.com/thehillsdentalspa,https://www.instagram.com/thehillsdentalspa,,264,19,,10,yes,Has online booking; Large team (19 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
High Point Dentistry,"
2719 E 7th St, Austin, TX 78702, United States",Central Austin,Austin,+1 512-473-8444,https://highpointsmilestx.com/dentist-in-east-austin/,4.9,519,Dentist,Show open hours for the week,https://www.google.com/maps/place/High+Point+Dentistry/data=!4m7!3m6!1s0x8644b5cdd7c35955:0xc162d97ed68ca840!8m2!3d30.25971!4d-97.7106901!16s%2Fg%2F1tksj5mf!19sChIJVVnD1821RIYRQKiM1n7ZYsE?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:53:07.119538,https://www.facebook.com/highpointsmiles,https://www.instagram.com/highpointdentistry,,519,40,,9,yes,Has online booking; Large team (40 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Dental Smiles,"
1201 Barbara Jordan Blvd Suite 1435, Austin, TX 78723, United States",Central Austin,Austin,+1 512-467-9955,https://mydentalsmiles.com/,4.9,314,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Smiles/data=!4m7!3m6!1s0x8644ca061ab0364d:0xa1253d5b85da5cd3!8m2!3d30.3053156!4d-97.7082495!16s%2Fg%2F1tp0f1lc!19sChIJTTawGgbKRIYR01zahVs9JaE?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:53:25.599495,https://www.facebook.com/dentalsmiles78723,,,314,12,,8,no,Large team (12 doctors); Facebook only,1,Leaky Funnel,Group,Fresh,7d ago
River Rock Dental Austin - Mueller,"
1801 E 51st St Suite 390, Austin, TX 78723, United States",Central Austin,Austin,+1 512-669-5147,https://riverrockdentalfamily.com/locations/mueller/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,4.7,714,Dentist,Show open hours for the week,https://www.google.com/maps/place/River+Rock+Dental+Austin+-+Mueller/data=!4m7!3m6!1s0x8644b5fffb62edcb:0xd339331fdb965f0d!8m2!3d30.3030817!4d-97.6990359!16s%2Fg%2F1ptvtg7mc!19sChIJy-1i-_-1RIYRDV-W2x8zOdM?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:53:41.613597,https://www.facebook.com/RiverRockDental,,,714,38,,10,yes,Has online booking; Large team (38 doctors); Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,7d ago
Brilliant Smiles,"
5608 Parkcrest Dr #250, Austin, TX 78731, United States",Central Austin,Austin,+1 512-452-0888,https://www.brilliantsmiles.com/,5.0,219,Dentist,Show open hours for the week,https://www.google.com/maps/place/Brilliant+Smiles/data=!4m7!3m6!1s0x8644ca88118ebfa9:0xd4367fa18dc5cd67!8m2!3d30.3378062!4d-97.759304!16s%2Fg%2F12hpmz9xg!19sChIJqb-OEYjKRIYRZ83FjaF_NtQ?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:54:01.360782,https://www.facebook.com/brilliantsmilesatx,https://www.instagram.com/brilliantsmilesaustin,,219,24,,9,no,Large team (24 doctors),1,Leaky Funnel,Group,Fresh,30d ago
Dr. Samantha Hollinger DMD,"
2708 S Lamar Blvd, Austin, TX 78704, United States",Central Austin,Austin,,https://www.dentalwestaustin.com/,5.0,,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dr.+Samantha+Hollinger+DMD/data=!4m7!3m6!1s0x8644b54f452a4003:0xaa041604cc69cd96!8m2!3d30.2449988!4d-97.7808676!16s%2Fg%2F11lyjnphzv!19sChIJA0AqRU-1RIYRls1pzAQWBKo?authuser=0&hl=en&rclk=1,dentist Zilker Austin TX,2026-03-02T13:54:18.159610,https://www.facebook.com/westaustindental,https://instagram.com/westaustindental,,,8,,9,yes,Has online booking; Large team (8 doctors),2,"Warm Digital, No Proof",Group,No reviews,
Ideal Dental San Marcos,"
200 Springtown Way Ste 108, San Marcos, TX 78666, United States",South,Austin,+1 512-717-6053,https://www.myidealdental.com/san-marcos/?utm_source=organic&utm_medium=soci&utm_campaign=websiteurl,4.7,549,Dentist,Show open hours for the week,https://www.google.com/maps/place/Ideal+Dental+San+Marcos/data=!4m7!3m6!1s0x865ca9148c057bfb:0x9b4c70f94d7aafb1!8m2!3d29.8863179!4d-97.9228224!16s%2Fg%2F11fmdl6b_l!19sChIJ-3sFjBSpXIYRsa96TflwTJs?authuser=0&hl=en&rclk=1,dentist San Marcos TX,2026-03-02T14:02:17.275609,https://facebook.com/DecaDentalGroup,https://instagram.com/decadentalgroup,,549,,,9,no,,1,Leaky Funnel,Unknown,Fresh,60d ago
San Marcos Gentle Dental,"
1337 Thorpe Ln, San Marcos, TX 78666, United States",South,Austin,+1 512-396-5225,https://www.sanmarcosdental.com/,4.9,586,Dentist,Show open hours for the week,https://www.google.com/maps/place/San+Marcos+Gentle+Dental/data=!4m7!3m6!1s0x865ca84e8512490f:0xd836252bc2090fa3!8m2!3d29.8899379!4d-97.9217884!16s%2Fg%2F1hc2zzrhq!19sChIJD0kShU6oXIYRow8JwislNtg?authuser=0&hl=en&rclk=1,dentist San Marcos TX,2026-03-02T14:02:34.312348,https://www.facebook.com/SanMarcosGentleDental,,,586,6,,8,no,Large team (6 doctors); Facebook only,1,Leaky Funnel,Group,Fresh,14d ago
The Dental Space,"
1101 Thorpe Ln Suite 101, San Marcos, TX 78666, United States",South,Austin,+1 512-667-9770,https://www.dentalspacesanmarcos.com/,4.9,430,Dentist,Show open hours for the week,https://www.google.com/maps/place/The+Dental+Space/data=!4m7!3m6!1s0x865ca9019fa86155:0x69c4e7267e32ceca!8m2!3d29.8871898!4d-97.9246902!16s%2Fg%2F11nf9x303b!19sChIJVWGonwGpXIYRys4yfibnxGk?authuser=0&hl=en&rclk=1,dentist San Marcos TX,2026-03-02T14:02:52.010847,https://www.facebook.com/Thedentalspace,,,430,,,10,yes,Has online booking; Facebook only; Has online booking,1,Leaky Funnel,Unknown,Fresh,90d ago
AquaSprings Dental,"
1400 TX-123, San Marcos, TX 78666, United States",South,Austin,+1 512-392-6222,https://aquaspringsdental.com/?utm_source=google&utm_medium=social&utm_campaign=AquaSprings+Dental&utm_term=Dentist+San+Marcos,4.8,780,Dentist,Show open hours for the week,https://www.google.com/maps/place/AquaSprings+Dental/data=!4m7!3m6!1s0x865ca437464c2a55:0xdc37013c053c110b!8m2!3d29.854745!4d-97.9402237!16s%2Fg%2F1tfjr3kx!19sChIJVSpMRjekXIYRCxE8BTwBN9w?authuser=0&hl=en&rclk=1,dentist San Marcos TX,2026-03-02T14:03:16.194889,https://www.facebook.com/AquaSpringsDental,https://www.instagram.com/aquaspringsdental,,780,20,,10,yes,Has online booking; Large team (20 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
myDental at San Marcos,"
1430 I 35 N Frontage Rd Suite 114, San Marcos, TX 78666, United States",South,Austin,+1 512-815-2254,https://www.mydental.com/locations/san-marcos/?utm_source=google&utm_medium=organic&utm_campaign=gbp,5.0,338,Dentist,Show open hours for the week,https://www.google.com/maps/place/myDental+at+San+Marcos/data=!4m7!3m6!1s0x865ca9bccd306c7b:0x1f9c82bebe33ec67!8m2!3d29.8912233!4d-97.9127138!16s%2Fg%2F11y649ny42!19sChIJe2wwzbypXIYRZ-wzvr6CnB8?authuser=0&hl=en&rclk=1,dentist San Marcos TX,2026-03-02T14:03:40.339821,https://www.facebook.com/tr,https://www.instagram.com/mydentalsmiles,,338,46,,10,yes,Has online booking; Large team (46 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Carus Dental San Marcos,"
301 W Hopkins St, San Marcos, TX 78666, United States",South,Austin,+1 737-340-5792,http://carussanmarcos.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,4.6,372,Dentist,Show open hours for the week,https://www.google.com/maps/place/Carus+Dental+San+Marcos/data=!4m7!3m6!1s0x865ca865c95007dd:0xa53dee7bc26c37a0!8m2!3d29.882589!4d-97.943997!16s%2Fg%2F1tzgk1h3!19sChIJ3QdQyWWoXIYRoDdswnvuPaU?authuser=0&hl=en&rclk=1,dentist San Marcos TX,2026-03-02T14:04:08.058596,https://facebook.com/161087947243145,,,372,1,,8,yes,Has online booking; Single practitioner; Facebook only; No SSL,1,Leaky Funnel,Solo,Fresh,14d ago
Crescent Dental & Orthodontics San Marcos,"
651 Barnes Dr Bldg 2 Ste 205, San Marcos, TX 78666, United States",South,Austin,+1 512-640-7164,http://www.crescentsmiles.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,4.7,893,Dentist,Show open hours for the week,https://www.google.com/maps/place/Crescent+Dental+%26+Orthodontics+San+Marcos/data=!4m7!3m6!1s0x865ca621e32d151f:0x73cf752fd83fcc33!8m2!3d29.8448753!4d-97.9677939!16s%2Fg%2F1tg9nkd5!19sChIJHxUt4yGmXIYRM8w_2C91z3M?authuser=0&hl=en&rclk=1,dentist San Marcos TX,2026-03-02T14:04:31.638256,https://www.facebook.com/crescentlockhart,,,893,,,7,yes,Has online booking; Facebook only; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Van De Walle Family Dentistry,"
111 Willow Springs Dr, San Marcos, TX 78666, United States",South,Austin,+1 512-878-2540,https://dentistinsanmarcostx.com/,5.0,319,Dentist,Show open hours for the week,https://www.google.com/maps/place/Van+De+Walle+Family+Dentistry/data=!4m7!3m6!1s0x865ca6291738d319:0x25b3e0d7e3a25b75!8m2!3d29.8605898!4d-97.9683223!16s%2Fg%2F1tf7y434!19sChIJGdM4FymmXIYRdVui49fgsyU?authuser=0&hl=en&rclk=1,dentist San Marcos TX,2026-03-02T14:04:53.799865,https://www.facebook.com/VanDeWalleDentistry,https://www.instagram.com/vandewalledentistry,,319,2,,8,yes,Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
Mermaid Dental of San Marcos,"
1504 Aquarena Springs Dr suite 110, San Marcos, TX 78666, United States",South,Austin,+1 512-593-6342,https://dentistinsanmarcos.com/?utm_source=google&utm_medium=social&utm_campaign=Mermaid+Dental&utm_term=Dentist+San+Marcos,4.9,415,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Mermaid+Dental+of+San+Marcos/data=!4m7!3m6!1s0x865ca9a6959aaa53:0x3e3836738c453a7d!8m2!3d29.892197!4d-97.9196665!16s%2Fg%2F11sh0br3kj!19sChIJU6qalaapXIYRfTpFjHM2OD4?authuser=0&hl=en&rclk=1,dentist San Marcos TX,2026-03-02T14:05:14.939118,https://www.facebook.com/mermaiddentaltx,https://www.instagram.com/mermaiddental,https://www.tiktok.com/@mermaiddental,415,9,,10,yes,Has online booking; Large team (9 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
San Marcos Dental and Braces,"
102 Wonder World Dr Suite 101, San Marcos, TX 78666, United States",South,Austin,+1 737-727-4794,https://www.sanmarcosdentalandbraces.com/,4.6,134,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/San+Marcos+Dental+and+Braces/data=!4m7!3m6!1s0x865ca7e5f09a98c1:0xf7711026ac8f5730!8m2!3d29.8651012!4d-97.9631423!16s%2Fg%2F11vsbp_zx4!19sChIJwZia8OWnXIYRMFePrCYQcfc?authuser=0&hl=en&rclk=1,dentist San Marcos TX,2026-03-02T14:05:29.749202,https://www.facebook.com/sanmarcosdentalandbraces,https://www.instagram.com/sanmarcosdentalandbraces,,134,7,,8,no,Large team (7 doctors),1,Leaky Funnel,Group,Fresh,21d ago
SkyRidge Dental,"
3315 Ranch Rd 620 S Ste 250, Lakeway, TX 78738, United States",Northwest,Austin,+1 512-402-9090,http://www.skyridgedental.com/,4.9,583,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/SkyRidge+Dental/data=!4m7!3m6!1s0x865b382c7f58776f:0xd547982d553e66e5!8m2!3d30.3286976!4d-97.964289!16s%2Fg%2F1ptzx592h!19sChIJb3dYfyw4W4YR5WY-VS2YR9U?authuser=0&hl=en&rclk=1,dentist Lakeway TX,2026-03-02T14:11:57.808993,https://www.facebook.com/tr,https://www.instagram.com/skyridgedental,https://www.tiktok.com/@skyridgedental,583,24,,8,yes,Has online booking; Large team (24 doctors); No SSL,1,Leaky Funnel,Group,Fresh,7d ago
Lakeway Cosmetic Dentistry,"
401 Ranch Rd 620 S STE 300, Lakeway, TX 78734, United States",Northwest,Austin,+1 512-402-9399,https://www.lakewaycosmeticdentistry.com/,4.9,162,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Lakeway+Cosmetic+Dentistry/data=!4m7!3m6!1s0x865b375bf4fbf50f:0x3a68da5d7776b43d!8m2!3d30.3609532!4d-97.9526272!16s%2Fg%2F1tdkh1rd!19sChIJD_X79Fs3W4YRPbR2d13aaDo?authuser=0&hl=en&rclk=1,dentist Lakeway TX,2026-03-02T14:12:21.832199,https://www.facebook.com/LakewayDentistry,https://www.instagram.com/lakewaycosmeticdentistry,,162,10,,10,yes,Has online booking; Large team (10 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
