name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age
Dream Aesthetics Medspa,"
1515 Studemont St Suite 208, Houston, TX 77007, United States",Core Houston,Houston,+1 281-846-6454,https://www.dreamhoustonmedspa.com/,5.0,428,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Dream+Aesthetics+Medspa/data=!4m7!3m6!1s0x8640c723d5c08b29:0x3c1a5fa17d0ea6e7!8m2!3d29.7753478!4d-95.3904991!16s%2Fg%2F11frn2btql!19sChIJKYvA1SPHQIYR56YOfaFfGjw?authuser=0&hl=en&rclk=1,med spa Downtown Houston TX,2026-03-04T20:05:44.624396,https://www.facebook.com/dreamaestheticsmedspa,https://www.instagram.com/dream_injections,https://www.tiktok.com/@dream.injector,428,1,,10,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,21d ago
TLC MedSpa Houston,"
5115 Fannin St suite 960, Houston, TX 77004, United States",Core Houston,Houston,+1 713-493-7700,https://tlcmedspahouston.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=tlc+medspa,4.8,33,Medical spa,Show open hours for the week,https://www.google.com/maps/place/TLC+MedSpa+Houston/data=!4m7!3m6!1s0x8640bfccda65f6ed:0xd1c9abd8f75cd068!8m2!3d29.7282742!4d-95.3859631!16s%2Fg%2F11t319_cgg!19sChIJ7fZl2sy_QIYRaNBc99irydE?authuser=0&hl=en&rclk=1,med spa Downtown Houston TX,2026-03-04T20:05:53.792180,,,,33,7,,9,yes,Has online booking; Large team (7 providers); No social media; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago
Persona Medical Spa,"
2311 W Alabama St, Houston, TX 77098, United States",Core Houston,Houston,+1 713-630-0772,http://personamedicalspa.com/,4.7,146,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Persona+Medical+Spa/data=!4m7!3m6!1s0x8640c0ed3c50c96f:0x5698cfda25270957!8m2!3d29.7381995!4d-95.4158186!16s%2Fg%2F1thn5x5w!19sChIJb8lQPO3AQIYRVwknJdrPmFY?authuser=0&hl=en&rclk=1,med spa Downtown Houston TX,2026-03-04T20:05:58.792777,https://www.facebook.com/PersonaMedicalSpaHouston,https://www.instagram.com/personamedspa,,146,,,8,no,No SSL,1,Leaky Funnel,Group,Recent,9mo ago
VIO Med Spa,"
3849 Bellaire Blvd, Houston, TX 77025, United States",Core Houston,Houston,+1 346-771-6630,https://www.viomedspa.com/locations/houstonwestu,4.9,104,Medical spa,Show open hours for the week,https://www.google.com/maps/place/VIO+Med+Spa/data=!4m7!3m6!1s0x8640c126cb66d597:0xb004895f382fc9cf!8m2!3d29.7053633!4d-95.4386788!16s%2Fg%2F11wbgf9hzg!19sChIJl9VmyybBQIYRz8kvOF-JBLA?authuser=0&hl=en&rclk=1,med spa Downtown Houston TX,2026-03-04T20:06:05.978332,https://www.facebook.com/VIOMedSpa,https://www.instagram.com/viomedspa,,104,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,30d ago
Adara Medical Spa,"
1401 Binz St #250, Houston, TX 77004, United States",Core Houston,Houston,+1 713-766-3638,http://www.adarahouston.com/?utm_source=gmb_auth,4.5,90,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Adara+Medical+Spa/data=!4m7!3m6!1s0x8640bf82fa1b466d:0x2b867694edebeb3!8m2!3d29.7237376!4d-95.3857609!16s%2Fg%2F11b5pjqqm4!19sChIJbUYb-oK_QIYRs77eTmlnuAI?authuser=0&hl=en&rclk=1,med spa Downtown Houston TX,2026-03-04T20:06:16.675301,https://www.facebook.com/houstonskin,https://www.instagram.com/houstonskin,,90,6,,9,yes,Has online booking; Large team (6 providers); No SSL; Has online booking,1,Leaky Funnel,Group,Recent,7mo ago
Amora Med Spa,"
3803 Bute St #6, Houston, TX 77006, United States",Core Houston,Houston,+1 713-835-0590,http://amoramedspa.com/,4.8,84,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Amora+Med+Spa/data=!4m7!3m6!1s0x864097650742ba97:0x1ec1f22a7d6717dc!8m2!3d29.7385093!4d-95.3843191!16s%2Fg%2F11fs9pk5hm!19sChIJl7pCB2WXQIYR3BdnfSrywR4?authuser=0&hl=en&rclk=1,medical spa Midtown Houston TX,2026-03-04T20:07:36.669079,https://www.facebook.com/591502401281892,https://www.instagram.com/Amoralaserskinbody,https://www.tiktok.com/@Amora.laser.skin.body,84,,,3,no,No SSL; Thin content,1,Leaky Funnel,Group,Fresh,150d ago
Houston MedSpa + Wellness,"
3312 St Emanuel St, Houston, TX 77004, United States",Core Houston,Houston,+1 832-835-2545,https://leluxbeautique.com/,4.6,535,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Houston+MedSpa+%2B+Wellness/data=!4m7!3m6!1s0x8640c0f638cf6cb5:0x820fe20850a8fe1e!8m2!3d29.7348866!4d-95.3687433!16s%2Fg%2F11g_m7b88!19sChIJtWzPOPbAQIYRHv6oUAjiD4I?authuser=0&hl=en&rclk=1,medical spa Midtown Houston TX,2026-03-04T20:07:45.437931,,,,535,,,0,no,Website error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://l,1,Leaky Funnel,Group,Fresh,7d ago
The MedSpa at Galleria,"
4615 Southwest Fwy, Houston, TX 77027, United States",Core Houston,Houston,,https://www.themedspatx.com/,4.9,86,Medical spa,Show open hours for the week,https://www.google.com/maps/place/The+MedSpa+at+Galleria/data=!4m7!3m6!1s0x8640c155faf2c68b:0x50a74d4805785f84!8m2!3d29.7292136!4d-95.4527848!16s%2Fg%2F11ybj140qc!19sChIJi8by-lXBQIYRhF94BUhNp1A?authuser=0&hl=en&rclk=1,medical spa Midtown Houston TX,2026-03-04T20:08:09.772871,https://www.facebook.com/profile.php,https://www.instagram.com/themedspatx,https://www.tiktok.com/@themedspatx,86,1,,9,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,30d ago
Arezzo Med Spa,"
1001 W Drew St, Houston, TX 77006, United States",Core Houston,Houston,+1 832-870-1911,https://www.arezzomedspa.com/,5.0,16,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Arezzo+Med+Spa/data=!4m7!3m6!1s0x8640bf789ea1db89:0xbd4ea125d2d3d547!8m2!3d29.7496038!4d-95.3913664!16s%2Fg%2F11v0z757pk!19sChIJiduhnni_QIYRR9XT0iWhTr0?authuser=0&hl=en&rclk=1,medical spa Midtown Houston TX,2026-03-04T20:08:41.876047,,,,16,,,7,no,No social media,2,"Warm Digital, No Proof",Group,Recent,8mo ago
The Total You Medical Spa,"
7118 Bertner Ave The Blossom Hotel, Second Floor, Houston, TX 77030, United States",Core Houston,Houston,+1 713-940-1808,https://www.hilton.com/en/hotels/houtnqq-blossom-hotel-houston/spa/,5.0,47,Medical spa,Show open hours for the week,https://www.google.com/maps/place/The+Total+You+Medical+Spa/data=!4m7!3m6!1s0x8640c185f6e755c3:0x5fc0c957625b8c77!8m2!3d29.6995233!4d-95.3994279!16s%2Fg%2F11t58bjvys!19sChIJw1Xn9oXBQIYRd4xbYlfJwF8?authuser=0&hl=en&rclk=1,medical spa Midtown Houston TX,2026-03-04T20:08:47.164863,,,,47,,,6,no,No social media,1,Leaky Funnel,Group,Fresh,14d ago
River Oaks MedSpa,"
3100 Timmons Ln # 100, Houston, TX 77027, United States",Core Houston,Houston,+1 713-621-2600,http://www.riveroaksmedspa.com/,4.8,185,Medical spa,Show open hours for the week,https://www.google.com/maps/place/River+Oaks+MedSpa/data=!4m7!3m6!1s0x8640c11d75c6522f:0xd3466fc921cccbe4!8m2!3d29.7367258!4d-95.4372418!16s%2Fg%2F12q4rf5c4!19sChIJL1LGdR3BQIYR5MvMIclvRtM?authuser=0&hl=en&rclk=1,medical spa Midtown Houston TX,2026-03-04T20:08:52.856629,https://www.facebook.com/riveroaksmedspa,https://www.instagram.com/riveroaksmedspa,,185,,,6,no,No SSL,1,Leaky Funnel,Group,Fresh,30d ago
Crystal IV Hydration & Aesthetics,"
2100 Travis St Suite 340, Houston, TX 77002, United States",Core Houston,Houston,+1 713-724-1948,http://www.crystaliva.com/,4.9,153,Health spa,Show open hours for the week,https://www.google.com/maps/place/Crystal+IV+Hydration+%26+Aesthetics/data=!4m7!3m6!1s0x8640bfe3760559e3:0x73664f33eb54e2d1!8m2!3d29.7491871!4d-95.3727927!16s%2Fg%2F11wfx945s8!19sChIJ41kFduO_QIYR0eJU6zNPZnM?authuser=0&hl=en&rclk=1,medical spa Midtown Houston TX,2026-03-04T20:09:18.962624,,,,153,7,,8,yes,Has online booking; Large team (7 providers); No social media; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
Glam Medics,"
2100 Travis St Suite 1410, Houston, TX 77002, United States",Core Houston,Houston,+1 409-365-9560,https://glammedics.com/,5.0,1,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Glam+Medics/data=!4m7!3m6!1s0x8640c17ee739df79:0x1bf1bf21cd1a6943!8m2!3d29.7491871!4d-95.3727927!16s%2Fg%2F11y9hqjzfk!19sChIJed85537BQIYRQ2kazSG_8Rs?authuser=0&hl=en&rclk=1,medical spa Midtown Houston TX,2026-03-04T20:09:36.180408,,https://www.instagram.com/_glammedics,,1,,,9,yes,Has online booking; Has online booking,2,"Warm Digital, No Proof",Unknown,Fresh,180d ago
Infinity Massage & Spa,"
1717 S Shepherd Dr, Houston, TX 77019, United States",Core Houston,Houston,+1 832-648-4865,https://www.infinityspamassage.com/,5.0,528,Massage spa,Show open hours for the week,https://www.google.com/maps/place/Infinity+Massage+%26+Spa/data=!4m7!3m6!1s0x8640c12a66e45b07:0x590400b2de919b49!8m2!3d29.750181!4d-95.410461!16s%2Fg%2F11xg6z2dpb!19sChIJB1vkZirBQIYRSZuR3rIABFk?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:10:59.388681,,,,528,,,8,no,No social media,1,Leaky Funnel,Group,Fresh,14d ago
Thai Wellness Massage - Houston,"
4818 Washington Ave, Houston, TX 77007, United States",Core Houston,Houston,+1 713-485-4044,http://www.thaiwellnesstx.com/,4.9,667,Massage spa,Show open hours for the week,https://www.google.com/maps/place/Thai+Wellness+Massage+-+Houston/data=!4m7!3m6!1s0x8640c1cb1e72c221:0x70631d9ff8f75483!8m2!3d29.770739!4d-95.409992!16s%2Fg%2F11vc5bptwd!19sChIJIcJyHsvBQIYRg1T3-J8dY3A?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:11:10.544543,,https://www.instagram.com/thaiwellnessmassage,,667,1,,9,yes,Has online booking; Single practitioner; No SSL; Has online booking,1,Leaky Funnel,Solo,Fresh,30d ago
4Ever Young Med Spa & Wellness Center - Heights Houston,"
550 Heights Blvd Suite A, Houston, TX 77007, United States",Core Houston,Houston,+1 346-449-4945,https://4everyoungantiaging.com/houston-heights/?utm_source=google&utm_medium=organic&utm_campaign=gbp-houston-heights,4.8,76,Medical spa,Show open hours for the week,https://www.google.com/maps/place/4Ever+Young+Med+Spa+%26+Wellness+Center+-+Heights+Houston/data=!4m7!3m6!1s0x8640c74692ff93c3:0xbf21ffe9b83afb55!8m2!3d29.7811882!4d-95.3970635!16s%2Fg%2F11sstxmzw5!19sChIJw5P_kkbHQIYRVfs6uOn_Ib8?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:11:17.916222,https://www.facebook.com/4everyounghoustonheightstx,https://www.instagram.com/4everyoung_houstonheightstx,,76,,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Recent,11mo ago
"Beautopia Skin Studio in Houston, TX","
1119 Yale St, Houston, TX 77008, United States",Core Houston,Houston,+1 832-306-4090,https://spahoustontexas.com/,4.9,347,Medical spa,Show open hours for the week,"https://www.google.com/maps/place/Beautopia+Skin+Studio+in+Houston,+TX/data=!4m7!3m6!1s0x8640c0937e19a671:0x6f55ad17921cba20!8m2!3d29.7914099!4d-95.3992698!16s%2Fg%2F11ckz3kryk!19sChIJcaYZfpPAQIYRILockhetVW8?authuser=0&hl=en&rclk=1",med spa Houston Heights TX,2026-03-04T20:11:37.565462,,,,347,,,3,no,No social media; No mobile viewport; Thin content,1,Leaky Funnel,Group,Fresh,30d ago
PH Med,"
1051 Heights Blvd Suite 130, Houston, TX 77008, United States",Core Houston,Houston,+1 713-396-2431,https://www.phmedhouston.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,5.0,85,Medical spa,Open · Closes 5 pm,https://www.google.com/maps/place/PH+Med/data=!4m7!3m6!1s0x8640c794f66469df:0xe0036577735f50a4!8m2!3d29.7904657!4d-95.3982474!16s%2Fg%2F11x8y9mk46!19sChIJ32lk9pTHQIYRpFBfc3dlA-A?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:11:55.779184,,https://www.instagram.com/phmed.htx,,85,1,,10,yes,Has online booking; Single practitioner; Has online booking,1,Leaky Funnel,Solo,Fresh,7d ago
New Heights Med Spa,"
6363 Richmond Ave. #503, Houston, TX 77057, United States",Core Houston,Houston,+1 832-460-1900,http://newheightsmedspa.com/,4.3,62,Spa,Show open hours for the week,https://www.google.com/maps/place/New+Heights+Med+Spa/data=!4m7!3m6!1s0x8640c3d8e4dbe1b3:0x1993598ba7a6e817!8m2!3d29.7312963!4d-95.4958106!16s%2Fg%2F11bbt326jh!19sChIJs-Hb5NjDQIYRF-imp4tZkxk?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:12:01.531020,,,,62,,,5,no,No social media; No SSL,1,Leaky Funnel,Group,Fresh,30d ago
Radiant Vida Spa,"
808 W 27th St, Houston, TX 77008, United States",Core Houston,Houston,+1 832-981-2595,https://radiantvidaspa.com/,4.9,77,Day spa,Show open hours for the week,https://www.google.com/maps/place/Radiant+Vida+Spa/data=!4m7!3m6!1s0x8640c77fcc1c78c7:0x74baca59e1114eb1!8m2!3d29.8105985!4d-95.4129113!16s%2Fg%2F11w448715n!19sChIJx3gczH_HQIYRsU4R4VnKunQ?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:12:12.432128,https://facebook.com/radiantvidaspatx,https://instagram.com/radiantvidaspa,,77,,,8,no,,1,Leaky Funnel,Group,Fresh,21d ago
MEDSPA by HoustonOG,"
1415 N Loop W #750, Houston, TX 77008, United States",Core Houston,Houston,+1 713-688-1800,,4.8,70,Medical spa,Show open hours for the week,https://www.google.com/maps/place/MEDSPA+by+HoustonOG/data=!4m7!3m6!1s0x8640c75a67b347d3:0x7ab770f21fbd6e5f!8m2!3d29.8114064!4d-95.4241231!16s%2Fg%2F11sj7z2yxz!19sChIJ00ezZ1rHQIYRX269H_Jwt3o?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:12:30.720663,,,,70,,,0,,No website,4b,Invisible Good - High Reviews,Group,Recent,8mo ago
Skin Full-Service Day Spa,"
240 W 28th St, Houston, TX 77008, United States",Core Houston,Houston,+1 832-439-5244,http://skindayspahouston.com/,4.5,51,Day spa,Show open hours for the week,https://www.google.com/maps/place/Skin+Full-Service+Day+Spa/data=!4m7!3m6!1s0x8640c77bd8967e5f:0xab019afa77f06253!8m2!3d29.8118582!4d-95.4009422!16s%2Fg%2F11c152b_nz!19sChIJX36W2HvHQIYRU2Lwd_qaAas?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:12:57.112786,https://www.facebook.com/SkinDaySpaHouston,https://www.instagram.com/skindayspahouston,,51,,,8,yes,Has online booking; No SSL,1,Leaky Funnel,Group,Fresh,90d ago
NIMS Medspa,"
3939 Washington Ave #220, Houston, TX 77007, United States",Core Houston,Houston,+1 832-834-6865,http://www.nimsmedspa.com/,4.6,90,Medical spa,Show open hours for the week,https://www.google.com/maps/place/NIMS+Medspa/data=!4m7!3m6!1s0x8640bf5b64c28851:0xe40094380865d12d!8m2!3d29.7695083!4d-95.4004588!16s%2Fg%2F11mj3b6tbw!19sChIJUYjCZFu_QIYRLdFlCDiUAOQ?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:13:07.540618,https://www.facebook.com/100555705151949,https://www.instagram.com/nimsmedspa,,90,,,9,yes,Has online booking; No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,21d ago
Glow Medspa Houston,"
19 Briar Hollow Ln #115, Houston, TX 77027, United States",Core Houston,Houston,+1 346-478-7600,https://glowmedspa.com/laser-treatments-med-spa-services-in-houston-tx/,4.7,414,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Glow+Medspa+Houston/data=!4m7!3m6!1s0x8640c15ef5366bd5:0x89aba5f1aada8a!8m2!3d29.7513654!4d-95.4517893!16s%2Fg%2F1tjgpzq4!19sChIJ1Ws29V7BQIYRitqq8aWriQA?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:13:28.120000,,,,414,,,0,no,Website error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://g,1,Leaky Funnel,Group,Fresh,60d ago
You Glo Med Spa,"
12824 Willow Centre Dr e, Houston, TX 77066, United States",Core Houston,Houston,+1 713-842-7565,https://www.youglomedspa.com/,4.9,88,Medical spa,Show open hours for the week,https://www.google.com/maps/place/You+Glo+Med+Spa/data=!4m7!3m6!1s0x8640c518f0afe1c5:0xb70de2f0ae39ca10!8m2!3d29.9639659!4d-95.5346171!16s%2Fg%2F11gh71t2gw!19sChIJxeGv8BjFQIYREMo5rvDiDbc?authuser=0&hl=en&rclk=1,med spa Houston Heights TX,2026-03-04T20:13:34.666305,,,,88,,,0,no,Website error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://w,1,Leaky Funnel,Group,Fresh,7d ago
