name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at
VITAL Lifestyle Med-Spa,"
505 W Thomas Rd, Phoenix, AZ 85013, United States",Central Phoenix,Phoenix,+1 623-900-5185,https://vitallifestylemed-spa.square.site/,5.0,27,Medical spa,Show open hours for the week,https://www.google.com/maps/place/VITAL+Lifestyle+Med-Spa/data=!4m7!3m6!1s0x872b13b0f1154179:0xf129d8fae7039d6!8m2!3d33.4800233!4d-112.0809382!16s%2Fg%2F11vz0v7d0p!19sChIJeUEV8bATK4cR1jlwro-dEg8?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:08:26.051140
Willo MediSpa,"
201 E Monterey Way, Phoenix, AZ 85012, United States",Central Phoenix,Phoenix,+1 602-296-4477,https://willomedispa.com/,5.0,23,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Willo+MediSpa/data=!4m7!3m6!1s0x872b1260711a42e7:0x8dba8ccfe2cb5561!8m2!3d33.4850956!4d-112.0708362!16s%2Fg%2F12jst5c7j!19sChIJ50IacWASK4cRYVXL4s-Muo0?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:08:31.812397
Phoenix MedSpa,"
3115 E Indian School Rd Suite 51, Phoenix, AZ 85016, United States",Central Phoenix,Phoenix,+1 480-326-7477,https://phxmedspa.com/,4.7,38,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Phoenix+MedSpa/data=!4m7!3m6!1s0x872b0f4504c5b03d:0xc9e963557af7b8da!8m2!3d33.4940989!4d-112.0145683!16s%2Fg%2F11h0mqgs8t!19sChIJPbDFBEUPK4cR2rj3elVj6ck?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:08:37.495876
AZ Med Spa 48,"
7375 W Bell Rd Suite 105, RM 137, Peoria, AZ 85382, United States",West Valley,Phoenix,+1 623-248-9958,https://azmedspa48.com/,5.0,101,Medical spa,Show open hours for the week,https://www.google.com/maps/place/AZ+Med+Spa+48/data=!4m7!3m6!1s0x872b69e05dcb523d:0x51356b79913f62b2!8m2!3d33.6368609!4d-112.2176308!16s%2Fg%2F11t49tnvn2!19sChIJPVLLXeBpK4cRsmI_kXlrNVE?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:08:42.718890
NaturaLe Medical Aesthetics,"
1024 N 1st Ave, Phoenix, AZ 85003, United States",Central Phoenix,Phoenix,+1 602-755-3399,https://www.naturalemedaesthetics.com/,5.0,15,Medical spa,Show open hours for the week,https://www.google.com/maps/place/NaturaLe+Medical+Aesthetics/data=!4m7!3m6!1s0x872b13b54650549b:0x4642e2588abcd768!8m2!3d33.459566!4d-112.0742601!16s%2Fg%2F11w8lftwj1!19sChIJm1RQRrUTK4cRaNe8iljiQkY?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:08:48.522367
Define Beauty Medspa,"
6020 N 16th St, Phoenix, AZ 85016, United States",Central Phoenix,Phoenix,+1 815-718-4190,https://definebeautymedspa.com/,5.0,45,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Define+Beauty+Medspa/data=!4m7!3m6!1s0x872b138a9cefec79:0x4dd537052f4d60bb!8m2!3d33.5244945!4d-112.0478932!16s%2Fg%2F11pcwkp587!19sChIJeezvnIoTK4cRu2BNLwU31U0?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:08:56.179062
Longevity Lab,"
1 N 1st St, Phoenix, AZ 85004, United States",Central Phoenix,Phoenix,+1 480-877-9974,https://www.longevitylabaz.com/,5.0,29,Health spa,Show open hours for the week,https://www.google.com/maps/place/Longevity+Lab/data=!4m7!3m6!1s0x872b13aa745d9d27:0xbe553f0dc2dc6e87!8m2!3d33.4484901!4d-112.0721433!16s%2Fg%2F11x296kyw5!19sChIJJ51ddKoTK4cRh27cwg0_Vb4?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:09:06.980060
Nu'u Aesthetics,"
2256 N 15th Ave, Phoenix, AZ 85007, United States",Central Phoenix,Phoenix,+1 480-825-8383,http://www.nuuaesthetics.com/,5.0,151,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Nu%27u+Aesthetics/data=!4m7!3m6!1s0x872b13e7e8b63853:0x87a53711d1c5f4c3!8m2!3d33.4730115!4d-112.0917435!16s%2Fg%2F11tmk5hnl9!19sChIJUzi26OcTK4cRw_TF0RE3pYc?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:09:11.344190
Fresh Start Aesthetics Med Spa,"
3333 E Camelback Rd STE 111, Phoenix, AZ 85018, United States",Central Phoenix,Phoenix,+1 602-717-0226,https://www.freshstartaesthetics.com/,4.5,22,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Fresh+Start+Aesthetics+Med+Spa/data=!4m7!3m6!1s0x872b0d7f8ea95be7:0x520c9bd55d54b4e5!8m2!3d33.509435!4d-112.009552!16s%2Fg%2F11t85lj0rs!19sChIJ51upjn8NK4cR5bRUXdWbDFI?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:09:16.559727
CLOVR Life Spa - Uptown Plaza,"
100 E Camelback Rd Suite 144, Phoenix, AZ 85012, United States",Central Phoenix,Phoenix,+1 602-675-0550,https://www.clovrlifespa.com/,4.8,104,Day spa,Show open hours for the week,https://www.google.com/maps/place/CLOVR+Life+Spa+-+Uptown+Plaza/data=!4m7!3m6!1s0x872b139acd491879:0xdafb96075ddf3091!8m2!3d33.5105669!4d-112.0725012!16s%2Fg%2F11fsm5bh8g!19sChIJeRhJzZoTK4cRkTDfXQeW-9o?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:09:28.016794
Peach Skin & Laser,"
1515 N 7th Ave suite 150, Phoenix, AZ 85007, United States",Central Phoenix,Phoenix,+1 602-887-4088,https://www.peachskinlaser.com/,4.8,569,Laser hair removal service,Show open hours for the week,https://www.google.com/maps/place/Peach+Skin+%26+Laser/data=!4m7!3m6!1s0x872b135658da65a1:0x58b320cffefc7825!8m2!3d33.465545!4d-112.081929!16s%2Fg%2F11svj85prt!19sChIJoWXaWFYTK4cRJXj8_s8gs1g?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:09:34.517271
The Lazy Bee Spa,"
401 W Clarendon Ave #1, Phoenix, AZ 85013, United States",Central Phoenix,Phoenix,+1 602-635-1608,http://www.lazybeespa.com/,4.9,183,Spa,Show open hours for the week,https://www.google.com/maps/place/The+Lazy+Bee+Spa/data=!4m7!3m6!1s0x872b135bbc83fac5:0xd73951ff514b7d8b!8m2!3d33.491116!4d-112.0795435!16s%2Fg%2F11hs8mrwcq!19sChIJxfqDvFsTK4cRi31LUf9ROdc?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:09:43.659450
New Image Med Spa,"
15835 S 46th St. STE 132, Phoenix, AZ 85048, United States",Central Phoenix,Phoenix,+1 480-893-2228,http://www.newimagemedspaaz.com/,4.8,76,Medical spa,Show open hours for the week,https://www.google.com/maps/place/New+Image+Med+Spa/data=!4m7!3m6!1s0x872b046f0b7859a9:0x914bcd9203eb3276!8m2!3d33.3031089!4d-111.9842267!16s%2Fg%2F124st4qnv!19sChIJqVl4C28EK4cRdjLrA5LNS5E?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:09:50.482752
MJBEAUTYRN SCULPTAZ MedSpa,"
15410 S Mountain Pkwy #103, Phoenix, AZ 85044, United States",Central Phoenix,Phoenix,+1 602-699-3311,https://www.sculptazmedspa.com/,5.0,131,Medical spa,Show open hours for the week,https://www.google.com/maps/place/MJBEAUTYRN+SCULPTAZ+MedSpa/data=!4m7!3m6!1s0x872b05601b25dc19:0x385cd858059465ca!8m2!3d33.3065906!4d-111.9983191!16s%2Fg%2F11vw_nbbs6!19sChIJGdwlG2AFK4cRymWUBVjYXDg?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:09:55.591847
Beauty & Drips Med Spa,"
3122 W Indian School Rd, Phoenix, AZ 85017, United States",Central Phoenix,Phoenix,+1 480-996-9062,http://beautyanddrips.myaestheticrecord.com/online-booking,5.0,43,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Beauty+%26+Drips+Med+Spa/data=!4m7!3m6!1s0x872b1314f90f493d:0x5dee375967531982!8m2!3d33.4953084!4d-112.12707!16s%2Fg%2F11w98y98f7!19sChIJPUkP-RQTK4cRghlTZ1k37l0?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:10:01.063272
Senza Pelo Med Spa,"
5702 N 19th Ave, Phoenix, AZ 85015, United States",Central Phoenix,Phoenix,+1 602-246-1966,http://senzapelo.com/,4.8,289,Electrolysis hair removal service,Show open hours for the week,https://www.google.com/maps/place/Senza+Pelo+Med+Spa/data=!4m7!3m6!1s0x872b132b99533575:0x84c422c9bb61febd!8m2!3d33.5212423!4d-112.1001379!16s%2Fg%2F1tkrm82m!19sChIJdTVTmSsTK4cRvf5hu8kixIQ?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:10:10.232798
Phoenix Laser & Rejuvenation Center,"
2600 N Central Ave, Phoenix, AZ 85004, United States",Central Phoenix,Phoenix,+1 623-224-9169,https://www.phoenixlaserrc.com/,4.3,118,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Phoenix+Laser+%26+Rejuvenation+Center/data=!4m7!3m6!1s0x872b1267d7a8305d:0x5bdbba0c104ab7a0!8m2!3d33.4772792!4d-112.0742314!16s%2Fg%2F12hmwj970!19sChIJXTCo12cSK4cRoLdKEAy621s?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:10:21.742271
Amori Aesthetics,"
Located inside of Brow Bar Avenue, 1626 E McDowell Rd, Phoenix, AZ 85006, United States",Central Phoenix,Phoenix,+1 602-880-0600,http://www.amoriaesthetics.com/,5.0,87,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Amori+Aesthetics/data=!4m7!3m6!1s0x872b0d39e41a3af3:0x70d1e02b6fe1df0e!8m2!3d33.4660604!4d-112.0464011!16s%2Fg%2F11szswx_y8!19sChIJ8zoa5DkNK4cRDt_hbyvg0XA?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:10:29.979248
Revitalize MedSpa,"
3143 N 32nd St, Phoenix, AZ 85018, United States",Central Phoenix,Phoenix,+1 602-975-6244,,5.0,5,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Revitalize+MedSpa/data=!4m7!3m6!1s0x872b0d2f69758eff:0xfd292862d6cbaf5e!8m2!3d33.4856461!4d-112.0126714!16s%2Fg%2F11lqjpvrpl!19sChIJ_451aS8NK4cRXq_L1mIoKf0?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:10:34.845520
MDSkin Lounge and MDSkin Bar - Arcadia,"
4455 E Camelback Rd Suite A215, Phoenix, AZ 85018, United States",Central Phoenix,Phoenix,+1 480-878-5213,http://www.mdskinlounge.com/,4.9,521,Medical spa,Show open hours for the week,https://www.google.com/maps/place/MDSkin+Lounge+and+MDSkin+Bar+-+Arcadia/data=!4m7!3m6!1s0x872b0ba2518ad083:0xef4a8cd177c0cfcf!8m2!3d33.5087696!4d-111.9843288!16s%2Fg%2F11gh2q_bfy!19sChIJg9CKUaILK4cRz8_Ad9GMSu8?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:10:43.960791
Altogether You Med Spa,"
727 E Bethany Home Rd Suite A-101, Phoenix, AZ 85014, United States",Central Phoenix,Phoenix,+1 602-443-2288,https://aymedspa.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb,4.8,33,Medical spa,Show open hours for the week,https://www.google.com/maps/place/Altogether+You+Med+Spa/data=!4m7!3m6!1s0x872b7165f481fb5f:0xe5eea5a16e8f1a8f!8m2!3d33.5235038!4d-112.0637986!16s%2Fg%2F1t_kg_hl!19sChIJX_uB9GVxK4cRjxqPbqGl7uU?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:10:48.881641
JW Med Spa,"
4444 N 32nd St #240, Phoenix, AZ 85018, United States",Central Phoenix,Phoenix,+1 602-955-1500,http://jwmedspaphx.com/,5.0,4,Medical spa,Show open hours for the week,https://www.google.com/maps/place/JW+Med+Spa/data=!4m7!3m6!1s0x872b0dad35399b61:0xc8c7ce284ee074a8!8m2!3d33.5020997!4d-112.0134039!16s%2Fg%2F11j3gf5bmt!19sChIJYZs5Na0NK4cRqHTgTijOx8g?authuser=0&hl=en&rclk=1,med spa Downtown Phoenix AZ,2026-03-04T20:10:54.904891
