city_name,name,address,borough,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age
NYC,Dr. Brittany Baum | General Dentist,"
41 W 72nd St APT 1D, New York, NY 10023, United States",Manhattan,New York,+1 212-721-8373,,4.8,64,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Dr.+Brittany+Baum+%7C+General+Dentist/data=!4m7!3m6!1s0x89c259c0941c69c3:0x762fafb8511b2350!8m2!3d40.7773455!4d-73.9779983!16s%2Fg%2F11fwc7hlx9!19sChIJw2kclMBZwokRUCMbUbivL3Y?authuser=0&hl=en&rclk=1,dentist Upper West Side Manhattan New York,2026-02-25T17:38:13.335901,,,,64,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Fresh,150d ago
NYC,West 94th Street Dental Associates,"
66 W 94th St #1, New York, NY 10025, United States",Manhattan,New York,+1 212-662-4700,,4.0,9,Dentist,Show open hours for the week,https://www.google.com/maps/place/West+94th+Street+Dental+Associates/data=!4m7!3m6!1s0x89c2589da2aa1a4f:0xe23f6f403f3dff5e!8m2!3d40.7910533!4d-73.9679093!16s%2Fg%2F1vzn6gqs!19sChIJTxqqop1YwokRXv89P0BvP-I?authuser=0&hl=en&rclk=1,dentist Upper West Side Manhattan New York,2026-02-25T18:44:32.358831,,,,9,,,0,,No website,4a,Invisible Good - Some Reviews,Group,Fresh,90d ago
NYC,Schrott Jonathan DDS,"
401 West End Ave #1, New York, NY 10024, United States",Manhattan,New York,+1 212-877-6742,,5.0,13,Dentist,,https://www.google.com/maps/place/Schrott+Jonathan+DDS/data=!4m7!3m6!1s0x89c25887deea6b17:0x2bb42793a5cc8669!8m2!3d40.7846805!4d-73.9811763!16s%2Fg%2F1xg5tlkv!19sChIJF2vq3odYwokRaYbMpZMntCs?authuser=0&hl=en&rclk=1,dentist Upper West Side Manhattan New York,2026-02-25T18:44:38.361984,,,,13,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Stale,3yr ago
NYC,71st Street Smiles Dental Care PLLC,"
145 W 71st St #1G, New York, NY 10023, United States",Manhattan,New York,+1 212-579-0552,,5.0,4,Dentist,Show open hours for the week,https://www.google.com/maps/place/71st+Street+Smiles+Dental+Care+PLLC/data=!4m7!3m6!1s0x89c2597465955bed:0xa5d0c3c9c35fda64!8m2!3d40.7775357!4d-73.9805658!16s%2Fg%2F11r8vg3z8m!19sChIJ7VuVZXRZwokRZNpfw8nD0KU?authuser=0&hl=en&rclk=1,dentist Upper West Side Manhattan New York,2026-02-25T18:45:52.368512,,,,4,,,0,,No website,4a,Invisible Good - Some Reviews,Group,Recent,12mo ago
NYC,Dayani Nader DDS,"
66 W 94th St #1, New York, NY 10025, United States",Manhattan,New York,+1 212-222-4006,,4.5,15,Dentist,,https://www.google.com/maps/place/Dayani+Nader+DDS/data=!4m7!3m6!1s0x89c2589da2aa1a4f:0x3d120467cbb1e931!8m2!3d40.7909698!4d-73.967874!16s%2Fg%2F1vvyy_b6!19sChIJTxqqop1YwokRMemxy2cEEj0?authuser=0&hl=en&rclk=1,dentist Upper West Side Manhattan New York,2026-02-25T18:46:04.240813,,,,15,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Fresh,4d ago
NYC,Torres Carlos M DDS,"
470 West End Ave #1B, New York, NY 10024, United States",Manhattan,New York,+1 212-799-0893,,5.0,5,Dentist,,https://www.google.com/maps/place/Torres+Carlos+M+DDS/data=!4m7!3m6!1s0x89c2588658b64607:0x92c2bc0c68489981!8m2!3d40.7866048!4d-73.978939!16s%2Fg%2F1tj2cxn4!19sChIJB0a2WIZYwokRgZlIaAy8wpI?authuser=0&hl=en&rclk=1,dentist Upper West Side Manhattan New York,2026-02-25T18:47:12.582454,,,,5,,,0,,No website,4a,Invisible Good - Some Reviews,Solo,Recent,12mo ago
NYC,Dental Place,"
17 Avenue D, New York, NY 10009, United States",Manhattan,New York,+1 212-674-1588,,5.0,98,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Place/data=!4m7!3m6!1s0x89c2597947af5a75:0x6e6cd30bef2f1b93!8m2!3d40.7206332!4d-73.9785135!16s%2Fg%2F1w15_bz8!19sChIJdVqvR3lZwokRkxsv7wvTbG4?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:15:55.493765,,,,98,,,0,,No website,4b,Invisible Good - High Reviews,Unknown,Recent,12mo ago
NYC,Emergency Dentist New York,"
37 St Marks Pl, New York, NY 10003, United States",Manhattan,New York,+1 888-217-1525,,5.0,13,Emergency dental service,,https://www.google.com/maps/place/Emergency+Dentist+New+York/data=!4m7!3m6!1s0x89c259e35732ca41:0xfad302aa5577c4b6!8m2!3d40.7288155!4d-73.9878572!16s%2Fg%2F11mwz7__kd!19sChIJQcoyV-NZwokRtsR3VaoC0_o?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:18:56.879570,,,,13,,,0,,No website,4b,Invisible Good - High Reviews,Unknown,Fresh,60d ago
NYC,"Dr. Irina Vatrenko, DDS","
62 Rivington St # A, New York, NY 10002, United States",Manhattan,New York,+1 212-979-0990,,4.1,10,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Irina+Vatrenko,+DDS/data=!4m7!3m6!1s0x89c25983f8ac965f:0xdf36fc361e1973e2!8m2!3d40.7207068!4d-73.9900839!16s%2Fg%2F1tdm4n6f!19sChIJX5as-INZwokR4nMZHjb8Nt8?authuser=0&hl=en&rclk=1",dentist East Village Lower East Side Manhattan,2026-02-25T19:21:26.719340,,,,10,,,0,,No website,4a,Invisible Good - Some Reviews,Solo,Stale,6yr ago
NYC,Dr. Falguni Patel,"
563 W 169th St, New York, NY 10032, United States",Manhattan,New York,+1 212-923-3375,,4.8,886,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dr.+Falguni+Patel/data=!4m7!3m6!1s0x89c258f733b9e663:0xccaa2d04b0d1d493!8m2!3d40.8415682!4d-73.9387536!16s%2Fg%2F1td395c7!19sChIJY-a5M_dYwokRk9TRsAQtqsw?authuser=0&hl=en&rclk=1,dentist Harlem Washington Heights Manhattan,2026-02-25T19:24:29.107605,,,,886,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Fresh,150d ago
NYC,St Nicholas Dental Office,"
713 St Nicholas Ave, New York, NY 10031, United States",Manhattan,New York,+1 212-234-6960,,4.6,11,Dental,Show open hours for the week,https://www.google.com/maps/place/St+Nicholas+Dental+Office/data=!4m7!3m6!1s0x89c2f67c62460935:0x660a4f63f5f7a7e6!8m2!3d40.8245038!4d-73.9446547!16s%2Fg%2F1tdc1kys!19sChIJNQlGYnz2wokR5qf39WNPCmY?authuser=0&hl=en&rclk=1,dentist Harlem Washington Heights Manhattan,2026-02-25T19:25:10.249365,,,,11,,,0,,No website,4b,Invisible Good - High Reviews,Group,Recent,7mo ago
NYC,"Ravi Maddali, DDS","
639 W 173rd St, New York, NY 10032, United States",Manhattan,New York,+1 212-928-4480,,4.7,498,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Ravi+Maddali,+DDS/data=!4m7!3m6!1s0x89c2f69ef8d32765:0x8cf14ba9213345ec!8m2!3d40.8450281!4d-73.9393869!16s%2Fg%2F1v62jlh8!19sChIJZSfT-J72wokR7EUzIalL8Yw?authuser=0&hl=en&rclk=1",dentist Harlem Washington Heights Manhattan,2026-02-25T19:26:20.624953,,,,498,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Fresh,120d ago
NYC,Mercedes Torres DDS,"
629 W 173rd St # 2G, New York, NY 10032, United States",Manhattan,New York,+1 212-923-3662,,4.7,102,Dentist,Show open hours for the week,https://www.google.com/maps/place/Mercedes+Torres+DDS/data=!4m7!3m6!1s0x89c2f42040914d2b:0x912f25654f875f04!8m2!3d40.8448516!4d-73.939116!16s%2Fg%2F1td3959_!19sChIJK02RQCD0wokRBF-HT2UlL5E?authuser=0&hl=en&rclk=1,dentist Harlem Washington Heights Manhattan,2026-02-25T19:26:26.594253,,,,102,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Fresh,150d ago
NYC,"William Nguyen, DDS, PC (Hamilton Family Dental)","
456 W 167th St Suite 1MB, New York, NY 10032, United States",Manhattan,New York,+1 212-234-4800,,5.0,3,Dentist,,"https://www.google.com/maps/place/William+Nguyen,+DDS,+PC+%28Hamilton+Family+Dental%29/data=!4m7!3m6!1s0x89c2f7624c80fb27:0x3b7ef729b9d85e1a!8m2!3d40.8387144!4d-73.9369924!16s%2Fg%2F11qpvy3d9z!19sChIJJ_uATGL3wokRGl7YuSn3fjs?authuser=0&hl=en&rclk=1",dentist Harlem Washington Heights Manhattan,2026-02-25T19:27:14.653500,,,,3,,,0,,No website,4a,Invisible Good - Some Reviews,Group,Recent,12mo ago
NYC,"Dr. Hamad C. Skinner, DDS","
The Armory, 651 W 168th St, New York, NY 10032, United States",Manhattan,New York,+1 212-740-1780,,4.9,13,Dentist,,"https://www.google.com/maps/place/Dr.+Hamad+C.+Skinner,+DDS/data=!4m7!3m6!1s0x89c2f69c0d4eae1d:0xd44dd031fa07f8a8!8m2!3d40.8421806!4d-73.9413093!16s%2Fg%2F1wn_70qd!19sChIJHa5ODZz2wokRqPgH-jHQTdQ?authuser=0&hl=en&rclk=1",dentist Harlem Washington Heights Manhattan,2026-02-25T19:27:26.280681,,,,13,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Stale,5yr ago
NYC,"Dr. Ana I. Rosario, DDS","
436 Fort Washington Ave, New York, NY 10033, United States",Manhattan,New York,+1 212-795-5200,,4.9,11,Dentist,,"https://www.google.com/maps/place/Dr.+Ana+I.+Rosario,+DDS/data=!4m7!3m6!1s0x89c2f6a056e70347:0x781d2e1d89f75d51!8m2!3d40.8496665!4d-73.9384384!16s%2Fg%2F1tf1cpfz!19sChIJRwPnVqD2wokRUV33iR0uHXg?authuser=0&hl=en&rclk=1",dentist Harlem Washington Heights Manhattan,2026-02-25T19:27:45.410018,,,,11,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Fresh,180d ago
NYC,"Dr. Dario Y. Yapor, DDS","
3825 Broadway #2, New York, NY 10032, United States",Manhattan,New York,+1 212-740-0262,,4.4,10,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Dario+Y.+Yapor,+DDS/data=!4m7!3m6!1s0x89c2f684509825b9:0x84c4cfc743a1f841!8m2!3d40.8356395!4d-73.9440739!16s%2Fg%2F1td4_s_l!19sChIJuSWYUIT2wokRQfihQ8fPxIQ?authuser=0&hl=en&rclk=1",dentist Harlem Washington Heights Manhattan,2026-02-25T19:28:10.637016,,,,10,,,0,,No website,4a,Invisible Good - Some Reviews,Solo,Fresh,150d ago
NYC,"Dr. Joseph C De Lisi, DDS","
130 Fort Washington Ave # 1B, New York, NY 10032, United States",Manhattan,New York,+1 212-568-1035,,4.4,7,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Joseph+C+De+Lisi,+DDS/data=!4m7!3m6!1s0x89c2f69b69145b09:0x58509133014e8ae3!8m2!3d40.8398349!4d-73.9428746!16s%2Fg%2F1tg9jh7z!19sChIJCVsUaZv2wokR44pOATORUFg?authuser=0&hl=en&rclk=1",dentist Harlem Washington Heights Manhattan,2026-02-25T19:28:42.350297,,,,7,,,0,,No website,4a,Invisible Good - Some Reviews,Solo,Stale,4yr ago
NYC,Nguyen William H DDS,"
19 Hamilton Pl # 3, New York, NY 10031, United States",Manhattan,New York,+1 212-781-8200,,5.0,6,Dentist,,https://www.google.com/maps/place/Nguyen+William+H+DDS/data=!4m7!3m6!1s0x89c2f6660a9cb7a3:0x2b518944e370ae49!8m2!3d40.8386824!4d-73.9369804!16s%2Fg%2F1tff8k0t!19sChIJo7ecCmb2wokRSa5w40SJUSs?authuser=0&hl=en&rclk=1,dentist Harlem Washington Heights Manhattan,2026-02-25T19:30:57.591059,,,,6,,,0,,No website,4a,Invisible Good - Some Reviews,Solo,Recent,12mo ago
NYC,Broadway Dental Associates,"
629 W 173rd St # 2G, New York, NY 10032, United States",Manhattan,New York,+1 212-923-5534,,4.3,6,Dentist,Show open hours for the week,https://www.google.com/maps/place/Broadway+Dental+Associates/data=!4m7!3m6!1s0x89c2f69efed810d9:0xc29619ba41a54730!8m2!3d40.8448516!4d-73.939116!16s%2Fg%2F1v420d2y!19sChIJ2RDY_p72wokRMEelQboZlsI?authuser=0&hl=en&rclk=1,dentist Harlem Washington Heights Manhattan,2026-02-25T19:31:27.057801,,,,6,,,0,,No website,4a,Invisible Good - Some Reviews,Group,Recent,12mo ago
NYC,Sarak Vezire DDS,"
590 W 172nd St # 1F, New York, NY 10032, United States",Manhattan,New York,+1 212-928-9999,,4.0,4,Dentist,,https://www.google.com/maps/place/Sarak+Vezire+DDS/data=!4m7!3m6!1s0x89c2f69e6c68eb81:0x55b19ed410d2807f!8m2!3d40.8432691!4d-73.937639!16s%2Fg%2F12608x8tv!19sChIJgetobJ72wokRf4DSENSesVU?authuser=0&hl=en&rclk=1,dentist Harlem Washington Heights Manhattan,2026-02-25T19:31:40.711566,,,,4,,,0,,No website,4a,Invisible Good - Some Reviews,Solo,Fresh,14d ago
NYC,"Dr. Donna L. Zak, DDS","
471 3rd Ave, New York, NY 10016, United States",Manhattan,New York,+1 212-725-7017,,5.0,3,Dentist,,"https://www.google.com/maps/place/Dr.+Donna+L.+Zak,+DDS/data=!4m7!3m6!1s0x89c259061fc594a5:0xee8ab1b7ad0111d1!8m2!3d40.744542!4d-73.9785983!16s%2Fg%2F1thx4zn2!19sChIJpZTFHwZZwokR0REBrbexiu4?authuser=0&hl=en&rclk=1",dentist Murray Hill Kips Bay Manhattan,2026-02-25T19:50:06.264793,,,,3,,,0,,No website,4a,Invisible Good - Some Reviews,Solo,Stale,3yr ago
NYC,"Stephen R. Ramsay DMD, P.L.L.C.","
257 Lexington Ave, New York, NY 10016, United States",Manhattan,New York,+1 212-683-2877,,5.0,193,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Stephen+R.+Ramsay+DMD,+P.L.L.C./data=!4m7!3m6!1s0x89c2590658a4be8b:0xf7e52f389db1b926!8m2!3d40.747076!4d-73.978945!16s%2Fg%2F1tdfjlrs!19sChIJi76kWAZZwokRJrmxnTgv5fc?authuser=0&hl=en&rclk=1",dentist Murray Hill Kips Bay Manhattan,2026-02-25T19:52:47.222261,,,,193,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Fresh,120d ago
NYC,Simeonov Marija DDS,"
108 1/2 E 37th St, New York, NY 10016, United States",Manhattan,New York,+1 212-868-2181,,4.7,59,Dentist,Show open hours for the week,https://www.google.com/maps/place/Simeonov+Marija+DDS/data=!4m7!3m6!1s0x89c259a9bc72a70b:0x341d3caf3b9bf847!8m2!3d40.7485679!4d-73.9792611!16s%2Fg%2F1tf08l21!19sChIJC6dyvKlZwokRR_ibO688HTQ?authuser=0&hl=en&rclk=1,dentist Murray Hill Kips Bay Manhattan,2026-02-25T19:52:52.684622,,,,59,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Fresh,21d ago
NYC,"Teeth By Keith: Keith R. Marshall, DDS","
157 E 32nd St Ground Floor, New York, NY 10016, United States",Manhattan,New York,+1 212-475-8038,,4.8,27,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Teeth+By+Keith:+Keith+R.+Marshall,+DDS/data=!4m7!3m6!1s0x89c259a05856e33b:0xd2174a330a2a5888!8m2!3d40.7449941!4d-73.9794925!16s%2Fg%2F1xg5tlqn!19sChIJO-NWWKBZwokRiFgqCjNKF9I?authuser=0&hl=en&rclk=1",dentist Murray Hill Kips Bay Manhattan,2026-02-25T19:52:59.004522,,,,27,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Fresh,21d ago
NYC,"Dr. Menka Sinha, DDS","
67 Hudson St, New York, NY 10013, United States",Manhattan,New York,+1 212-566-7655,,5.0,3,Dentist,,"https://www.google.com/maps/place/Dr.+Menka+Sinha,+DDS/data=!4m7!3m6!1s0x89c25a1fb6124da1:0x6dc687f634a354d7!8m2!3d40.7181072!4d-74.0092405!16s%2Fg%2F113kb6rlz!19sChIJoU0Sth9awokR11SjNPaHxm0?authuser=0&hl=en&rclk=1",dentist SoHo Tribeca Greenwich Village Manhattan,2026-02-25T21:02:34.001711,,,,3,,,0,,No website,4a,Invisible Good - Some Reviews,Solo,Recent,12mo ago
NYC,North Brooklyn Dental Care,"
14 Ash St, Brooklyn, NY 11222, United States",Brooklyn,New York,,,5.0,9,Doctor,,https://www.google.com/maps/place/North+Brooklyn+Dental+Care/data=!4m7!3m6!1s0x89c2593c69504715:0xdc6c9f69f5ef0386!8m2!3d40.7378401!4d-73.9547567!16s%2Fg%2F11f03wnkhf!19sChIJFUdQaTxZwokRhgPv9WmfbNw?authuser=0&hl=en&rclk=1,dentist Williamsburg Greenpoint Brooklyn,2026-02-25T21:25:07.163423,,,,9,,,0,,No website,4a,Invisible Good - Some Reviews,Group,Stale,5yr ago
NYC,"Dr. Kathryn Hiksz, DDS","
125 Oak St, Brooklyn, NY 11222, United States",Brooklyn,New York,+1 718-349-0003,,4.8,23,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Kathryn+Hiksz,+DDS/data=!4m7!3m6!1s0x89c2594111fa5589:0x9dbf5048c5cba8a1!8m2!3d40.7280648!4d-73.9558274!16s%2Fg%2F1tfjgfxp!19sChIJiVX6EUFZwokRoajLxUhQv50?authuser=0&hl=en&rclk=1",dentist Williamsburg Greenpoint Brooklyn,2026-02-25T21:26:41.436139,,,,23,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Recent,12mo ago
NYC,"Dr. Pawel L. Dyczek, DDS","
147 Driggs Ave # A, Brooklyn, NY 11222, United States",Brooklyn,New York,+1 718-389-8200,,4.8,14,Dentist,,"https://www.google.com/maps/place/Dr.+Pawel+L.+Dyczek,+DDS/data=!4m7!3m6!1s0x89c2594efb380505:0x525cb77837c23d28!8m2!3d40.7229473!4d-73.9443937!16s%2Fg%2F1tjwjnpb!19sChIJBQU4-05ZwokRKD3CN3i3XFI?authuser=0&hl=en&rclk=1",dentist Williamsburg Greenpoint Brooklyn,2026-02-25T21:26:49.979650,,,,14,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Recent,12mo ago
NYC,"Dr. Albert Eliav, DDS","
203 Nassau Ave, Brooklyn, NY 11222, United States",Brooklyn,New York,+1 718-383-1270,,4.2,15,Dentist,,"https://www.google.com/maps/place/Dr.+Albert+Eliav,+DDS/data=!4m7!3m6!1s0x89c25949278a49cd:0x8728f76390ea5e68!8m2!3d40.7257037!4d-73.9448129!16s%2Fg%2F1tgkj60g!19sChIJzUmKJ0lZwokRaF7qkGP3KIc?authuser=0&hl=en&rclk=1",dentist Williamsburg Greenpoint Brooklyn,2026-02-25T21:27:45.579597,,,,15,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Stale,5yr ago
NYC,38 Meserole Dental,"
38 Meserole St, Brooklyn, NY 11206, United States",Brooklyn,New York,+1 718-576-3480,,4.6,109,Dentist,Show open hours for the week,https://www.google.com/maps/place/38+Meserole+Dental/data=!4m7!3m6!1s0x89c25be3162eef53:0xcad1622ca7cebcdd!8m2!3d40.7073747!4d-73.9490602!16s%2Fg%2F1260l17w0!19sChIJU-8uFuNbwokR3bzOpyxi0co?authuser=0&hl=en&rclk=1,dentist Williamsburg Greenpoint Brooklyn,2026-02-25T21:27:51.749102,,,,109,,,0,,No website,4b,Invisible Good - High Reviews,Unknown,Recent,12mo ago
NYC,Family Dental Studio: Omirska-Dyczek Anna Vi DDS,"
147 Driggs Ave, Brooklyn, NY 11222, United States",Brooklyn,New York,+1 718-389-8200,,5.0,5,Dentist,,https://www.google.com/maps/place/Family+Dental+Studio:+Omirska-Dyczek+Anna+Vi+DDS/data=!4m7!3m6!1s0x89c2594efb380505:0x1a58f2b2dc030b70!8m2!3d40.7229191!4d-73.9444091!16s%2Fg%2F1tf29lrq!19sChIJBQU4-05ZwokRcAsD3LLyWBo?authuser=0&hl=en&rclk=1,dentist Williamsburg Greenpoint Brooklyn,2026-02-25T21:28:58.245526,,,,5,,,0,,No website,4a,Invisible Good - Some Reviews,Group,Fresh,30d ago
NYC,Eliav Radion G DDS,"
203 Nassau Ave, Brooklyn, NY 11222, United States",Brooklyn,New York,+1 718-383-1270,,4.4,14,Dentist,,https://www.google.com/maps/place/Eliav+Radion+G+DDS/data=!4m7!3m6!1s0x89c25949278a49cd:0x4b538a72e9f6c63e!8m2!3d40.7257037!4d-73.9448129!16s%2Fg%2F1tw1frdj!19sChIJzUmKJ0lZwokRPsb26XKKU0s?authuser=0&hl=en&rclk=1,dentist Williamsburg Greenpoint Brooklyn,2026-02-25T21:30:05.791189,,,,14,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Recent,12mo ago
